Walker, Charles R. (Charles Rumford)	Walker, Charles R (Charles Rumford)	Walker, Charles R. (Charles Rumford)	Walker, Charles R
Wade, Horace (Horace Atkisson)	Wade, Horace (Horace Atkisson)	Wade, Horace Atkisson
Walton, O. F., Mrs	Walton, O. F., Mrs	Walton, O. F, Mrs
Washburn, Charles A. (Charles Ames)	Washburn, Charles A. (Charles Ames)	Washburn, Charles A
Warren, Maude Radford (Maude Lavinia Radford)	Warren, Maude Radford	Warren, Maude Radford (Maude Lavinia Radford)	Warren, Maude Lavinia Radford
Ward, R. Plumer (Robert Plumer)	Ward, R. Plumer	Ward, R. Plumer (Robert Plumer)
Ward, Catherine G. (Catherine George)	Ward, Catherine G	Ward, Catherine G. (Catherine George)
Waterman, Arba N. (Arba Nelson)	Waterman, Arba N. (Arba Nelson)	Waterman, Arba N
Ward, Wilfrid, Mrs	Ward, Wilfrid	Ward, Wilfrid, Mrs
Wadelton, Maggie Jeanne (Melody) Mrs	Wadelton, Maggie Jeanne (Melody) Mrs	Wadelton, Maggie Jeanne (Melody)
Ward, F. Marshall, Mrs	Ward, F. Marshall	Ward, F. Marshall, Mrs
Waller, Mary E. (Mary Ella)	Waller, Mary E. (Mary Ella)	Waller, Mary E
Walter, Otto F. (Otto Friedrich)	Walter, Otto F (Otto Friedrich)	Walter, Otto F. (Otto Friedrich)
Ware, Mary Smith Dabney, Mrs	Ware, Mary Smith Dabney	Ware, Mary Smith Dabney, Mrs
Watson, Thomas E. (Thomas Edward)	Watson, Thomas E (Thomas Edward)	Watson, Thomas E. (Thomas Edward)
Waddington, Mary Alsop King, Mme	Waddington, Mary Alsop (King)	Waddington, Mary Alsop King, Mme
Walpole, Hugh, Sir	Walpole, Hugh, Sir	Walpole, Hugh
Warfel, Harry R. (Harry Redcay)	Warfel, Harry R (Harry Redcay)	Warfel, Harry R. (Harry Redcay)
Watanna, Onoto, Mrs	Watanna, Onoto, Mrs	Watanna, Onoto
Snow, C. P. (Charles Percy)	Snow, C. P (Charles Percy)	Snow, C. P. (Charles Percy)
Snaith, J. C. (John Collis)	Snaith, J. C. (John Collis)	Snaith, J. C
Snyder, Charles M. (Charles McCoy)	Snyder, Charles M. (Charles McCoy)	Snyder, Charles M
Snider, C. H. J. (Charles Henry Jeremiah)	Snider, C. H. J. (Charles Henry Jeremiah)	Snider, C. H. J
Snell, Roy J. (Roy Judson)	Snell, Roy J	Snell, Roy J. (Roy Judson)
Oemler, Marie (Conway), Mrs	Oemler, Marie Conway, Mrs	Oemler, Marie (Conway)	Oemler, Marie (Conway) Mrs	Oemler, Marie Conway	Oemler, Marie (Conway), Mrs
Koontz, Dean R. (Dean Ray)	Koontz, Dean R. (Dean Ray)	Koontz, Dean R (Dean Ray)
Kovalevskai͡a, S. V. (Sofʹi͡a Vasilʹevna)	Kovalevskai͡a, S. V. (Sofʹi͡a Vasilʹevna)	Kovalevskai͡a, S. V (Sofʹi͡a Vasilʹevna)
Andrews, Mary Raymond (Shipman), Mrs	Andrews, Mary Raymond (Shipman)	Andrews, Mary Raymond (Shipman), Mrs
Andrēasean, A. (Andranik)	Andrēasean, A (Andranik)	Andrēasean, A. (Andranik)
Andress, J. Mace (James Mace)	Andress, J. Mace (James Mace)	Andress, J. Mace
Andersen, H. C. (Hans Christian)	Andersen, H. C. (Hans Christian)	Andersen, H. C (Hans Christian)	Andersen, H. C
Anderson, A. J. (Arthur James)	Anderson, A. J. (Arthur James)	Anderson, A. J
Anderdon, W. H. (William Henry)	Anderdon, W. H (William Henry)	Anderdon, W. H. (William Henry)
Norris, W. E. (William Edward)	Norris, W. E. (William Edward)	Norris, W. E
Noel, Augusta (Keppel), Lady	Noel, Lady Augusta (Keppel)	Noel, Augusta (Keppel), Lady
Northrup, A. Judd (Ansel Judd)	Northrup, A. Judd	Northrup, A. Judd (Ansel Judd)
Novikov-Priboĭ, A. S. (Alekseĭ Silych)	Novikov-Priboĭ, A. S (Alekseĭ Silych)	Novikov-Priboĭ, A. S. (Alekseĭ Silych)
Jameson, Annie Edith Foster], Mrs	[Jameson, Annie Edith Foster	[Jameson, Annie Edith Foster], Mrs	[Jameson, Annie Edith Foster, Mrs
Dunn, Byron A. (Byron Archibald)	Dunn, Byron A. (Byron Archibald)	Dunn, Byron A
Dunlop, Madeline Anne Wallace-	Dunlop, Madeline Anne Wallace	Dunlop, Madeline Anne Wallace-
Dupuy, Eliza A. (Eliza Ann)	Dupuy, Eliza A	Dupuy, Eliza A. (Eliza Ann)
Du Bois, W. E. B. (William Edward Burghardt)	Du Bois, W. E. B (William Edward Burghardt)	Du Bois, W. E. B. (William Edward Burghardt)
Du Chaillu, Paul B. (Paul Belloni)	Du Chaillu, Paul B. (Paul Belloni)	Du Chaillu, Paul B
Du Boisgobey, Fortuné	Du Boisgobey, Fortune	Du Boisgobey, Fortuné
Dunsany, Edward John Moreton Drax Plunkett, Baron	Dunsany, Edward John Moreton Drax Plunkett, Baron	Dunsany, Edward John Moreton Drax Plunkett
Ingraham, J. H. (Joseph Holt)	Ingraham, J. H. (Joseph Holt)	Ingraham, J. H
Inchbold, A. C. (A. Cunnick)	Inchbold, A. C	Inchbold, A. C. (A. Cunnick)
Ingram, Eleanor M. (Eleanor Marie)	Ingram, Eleanor M. (Eleanor Marie)	Ingram, Eleanor M
Inglis, Henry D. (Henry David)	Inglis, Henry D (Henry David)	Inglis, Henry D. (Henry David)
Rucker, Rudy v. B. (Rudy von Bitter)	Rucker, Rudy v. B (Rudy von Bitter)	Rucker, Rudy v. B. (Rudy von Bitter)
Russell, William Howard, Sir	Russell, William Howard	Russell, William Howard, Sir
Bingham, Mrs. Kate Boyles	Bingham, Kate Boyles	Bingham, Mrs. Kate Boyles
Bigham, Madge A. (Madge Alford)	Bigham, Madge A. (Madge Alford)	Bigham, Madge A
Binstead, Arthur M. (Arthur Morris)	Binstead, Arthur M	Binstead, Arthur M. (Arthur Morris)
Bicknell, Frank M. (Frank Martin)	Bicknell, Frank M	Bicknell, Frank M. (Frank Martin)
Bickley, Francis Lawrence	Bickley, Francis Lawrence	Bickley, Francis Lawrance
Bigelow, Edith Evelyn (Jaffray)	Bigelow, Edith Evelyn	Bigelow, Edith Evelyn (Jaffray)
Abbott, Mary Perkins (Ives), Mrs	Abbott, Mary Perkins (Ives)	Abbott, Mary Perkins Ives	Abbott, Mary Perkins (Ives), Mrs
Abell, Lucia Elizabeth (Balcombe), Mrs	Abell, Lucia Elizabeth (Balcombe), Mrs	Abell, Lucia Elizabeth Balcombe
Sidney, Philip, Sir	Sidney, Philip	Sidney, Philip, Sir
Sisson, C. H. (Charles Hubert)	Sisson, C. H (Charles Hubert)	Sisson, C. H. (Charles Hubert)
Sime, J. G. (Jessie Georgina)	Sime, J. G (Jessie Georgina)	Sime, J. G. (Jessie Georgina)
Sigourney, L. H. (Lydia Howard)	Sigourney, L. H	Sigourney, L. H. (Lydia Howard)
Simpson, E. Blantyre (Evelyn Blantyre)	Simpson, E. Blantyre	Simpson, E. Blantyre (Evelyn Blantyre)
Sims, Mrs. Marian (McCamy)	Sims, Marian McCamy	Sims, Mrs. Marian (McCamy)
Sidgwick, Alfred, Mrs	Sidgwick, Alfred, Mrs	Sidgwick, Alfred
Phelps, E. Stuart (Elizabeth Stuart)	Phelps, E. Stuart (Elizabeth Stuart)	Phelps, E. Stuart
Phra Thēpwisutthimēthī (Ngư̄am)	Phra Thēpwisutthimēthī (Ngūam)	Phra Thēpwisutthimēthī (Ngư̄am)
Ober, Frederick A. (Frederick Albion)	Ober, Frederick A	Ober, Frederick A. (Frederick Albion)
Obruchev, V. A. (Vladimir Afanasʹevich)	Obruchev, V. A (Vladimir Afanasʹevich)	Obruchev, V. A. (Vladimir Afanasʹevich)
Fraser, Hugh, Mrs	Fraser, Hugh	Fraser, Hugh, Mrs
Freiherr de, La Motte-Fouqué, Friedrich Heinrich Karl	Freiherr de, La Motte-Fouqué, Friedrich Heinrich Karl	Freiherr de, La Motte-Fouqué, Friedrich Heinrich Karl
Friedman, I. K. (Isaac Kahn)	Friedman, I. K	Friedman, I. K. (Isaac Kahn)
Frederick, John T. (John Towner)	Frederick, John T (John Towner)	Frederick, John T. (John Towner)
Frankland, Edward  Percy	Frankland, Edward  Percy	Frankland, Edward Percy
Freeman, Mary Eleanor (Wilkins), Mrs	Freeman, Mary Eleanor Wilkins	Freeman, Mary Eleanor (Wilkins), Mrs
French, Harry W. (Harry Willard)	French, Harry W	French, Harry W. (Harry Willard)
Freeman, Lewis R. (Lewis Ransome)	Freeman, Lewis R. (Lewis Ransome)	Freeman, Lewis R
Friel, Arthur O. (Arthur Olney)	Friel, Arthur O. (Arthur Olney)	Friel, Arthur O
Frey, Albert R. (Albert Romer)	Frey, Albert R	Frey, Albert R. (Albert Romer)
Friedman, B. H. (Bernard Harper)	Friedman, B. H (Bernard Harper)	Friedman, B. H. (Bernard Harper)
Haviland, Laura S. (Laura Smith)	Haviland, Laura S (Laura Smith)	Haviland, Laura S. (Laura Smith)
Hall, S. C., Mrs	Hall, S. C	Hall, S. C., Mrs	Hall, S. C, Mrs
Hale, Lucretia P. (Lucretia Peabody)	Hale, Lucretia P (Lucretia Peabody)	Hale, Lucretia P	Hale, Lucretia P. (Lucretia Peabody)
Harben, Will N. (William Nathaniel)	Harben, Will N. (William Nathaniel)	Harben, Will N. (Will Nathaniel)	Harben, Will N
Haviland, Maud D. (Maud Doria)	Haviland, Maud D	Haviland, Maud D. (Maud Doria)
Haig-Brown, Roderick Langmere	Haig-Brown, Roderick Langmere	Haig-Brown, Roderick L
Hamley, W. G. (William George)	Hamley, W. G. (William George)	Hamley, W. G
Hales, A. G. (Alfred Greenwood)	Hales, A. G	Hales, A. G. (Alfred Greenwood)
Harrison, Burton, Mrs	Harrison, Burton	Harrison, Burton, Mrs
Hancock, H. Irving (Harrie Irving)	Hancock, H. Irving	Hancock, H. Irving (Harrie Irving)
Hamill, Katherine B. (Katherine Bernie)	Hamill, Katherine B	Hamill, Katherine B. (Katherine Bernie)
Haldeman-Julius, E. (Emanuel)	Haldeman-Julius, E. (Emanuel)	Haldeman-Julius, E
Harding, John W. (John William)	Harding, John W	Harding, John W. (John William)
Haggard, H. Rider (Henry Rider)	Haggard, H. Rider	Haggard, H. Rider (Henry Rider)
Hall, Angus W, Mrs	Hall, Angus W	Hall, Angus W, Mrs
Hayes, Clair W. (Clair Wallace)	Hayes, Clair W. (Clair Wallace)	Hayes, Clair W
Harman, Michael Garber	Harman, Michael Garber. [from old catalog]	Harman, Michael Garber
Hart, Frances (Noyes), Mrs	Hart, Frances Noyes	Hart, Frances (Noyes), Mrs
Harker, L. Allen (Lizzie Allen), Mrs	Harker, L. Allen	Harker, L. Allen (Lizzie Allen), Mrs	Harker, L. Allen (Lizzie Allen)
Hayes, I. I. (Isaac Israel)	Hayes, I. I. (Isaac Israel)	Hayes, I. I
Hassaurek, F. (Friedrich)	Hassaurek, F	Hassaurek, F. (Friedrich)
Hamley, Edward Bruce, Sir	Hamley, Edward Bruce, Sir	Hamley, Edward Bruce
Haven, Alice B. (Alice Bradley)	Haven, Alice B. (Alice Bradley)	Haven, Alice B
Harney, W. E. (William Edward)	Harney, W. E (William Edward)	Harney, W. E. (William Edward)
Hare, Augustus J. C. (Augustus John Cuthbert)	Hare, Augustus J. C	Hare, Augustus J. C. (Augustus John Cuthbert)
Hamilton, J. (John)	Hamilton, J	Hamilton, J. (John)
Hammond, S. H. (Samuel H.)	Hammond, S. H. (Samuel H.)	Hammond, S. H
Krishnamurti, J. (Jiddu)	Krishnamurti, J (Jiddu)	Krishnamurti, J. (Jiddu)	Krishnamurti, J
Krasnov, P. N. (Petr Nikolaevich)	Krasnov, P. N. (Petr Nikolaevich)	Krasnov, P. N (Petr Nikolaevich)
Flygare-Carlén, Emilie (Smith)	Flygare-Carlén, Emilie (Smith)	Flygare-Carlén, Emilie
Fletcher, J. S. (Joseph Smith)	Fletcher, J. S. (Joseph Smith)	Fletcher, J. S (Joseph Smith)	Fletcher, J. S
Flagg, E. E. (Elizabeth E.)	Flagg, E. E	Flagg, E. E. (Elizabeth E.)
Ekvall, Robert B. (Robert Brainerd)	Ekvall, Robert B (Robert Brainerd)	Ekvall, Robert B. (Robert Brainerd)
Emerson, P. H. (Peter Henry)	Emerson, P. H	Emerson, P. H. (Peter Henry)
Ferguson, Samuel, Sir	Ferguson, Samuel, Sir	Ferguson, Samuel
Stauffer, Donald A. (Donald Alfred)	Stauffer, Donald A. (Donald Alfred)	Stauffer, Donald A (Donald Alfred)
Stuefloten, D. N. (Donald N.)	Stuefloten, D. N (Donald N.)	Stuefloten, D. N. (Donald N.)
Street, James H. (James Howell)	Street, James H. (James Howell)	Street, James H (James Howell)
Stanley, Henry M. (Henry Morton)	Stanley, Henry M	Stanley, Henry M. (Henry Morton)
Stacpoole, H. De Vere (Henry De Vere)	Stacpoole, H. De Vere	Stacpoole, H. De Vere (Henry De Vere)
Stenhouse, T. B. H, Mrs	Stenhouse, T. B. H	Stenhouse, T. B. H, Mrs
Stewart, Charles D. (Charles David)	Stewart, Charles D	Stewart, Charles D. (Charles David)
Stearns, J. N. (John Newton)	Stearns, J. N	Stearns, J. N. (John Newton)
Stephen, Harry Lushington, Sir	Stephen, Harry Lushington, Sir	Stephen, Harry Lushington
Stimson, Frederic Jessup	Stimson, Frederic Jessup	Stimson, Frederic Jesup
Stephens, H. Marion (Harriet Marion)	Stephens, H. Marion (Harriet Marion)	Stephens, H. Marion
Stead, W. T. (William Thomas)	Stead, W. T. (William Thomas)	Stead, W. T
Street, G. S. (George Slythe)	Street, G. S	Street, G. S. (George Slythe)
Stribling, T. S. (Thomas Sigismund)	Stribling, T. S. (Thomas Sigismund)	Stribling, T. S (Thomas Sigismund)	Stribling, T. S
Stellman, Louis J. (Louis John)	Stellman, Louis J. (Louis John)	Stellman, Louis J
Stacpoole, Margaret (Robson), Mrs	Stacpoole, Margaret (Robson)	Stacpoole, Margaret (Robson), Mrs
Stephens, C. A. (Charles Asbury)	Stephens, C. A	Stephens, C. A. (Charles Asbury)
Strain, E. H. (Euphans H.)	Strain, E. H	Strain, E. H. (Euphans H.)
Stone, William A. (William Alexis)	Stone, William A (William Alexis)	Stone, William A. (William Alexis)
Stockton, Frank R. (Frank Richard)	Stockton, Frank R. (Frank Richard)	Stockton, Frank R
Stewart, Elinore (Pruitt)	Stewart, Elinore Pruitt	Stewart, Elinore (Pruitt)
Steuart, John A. (John Alexander)	Steuart, John A. (John Alexander)	Steuart, John A
Strong, James C. (James Clark)	Strong, James C. (James Clark)	Strong, James C
Strauss, L. F. (Leopold Frederick)	Strauss, L. F. (Leopold Frederick)	Strauss, L. F
Stead, C. K. (Christian Karlson)	Stead, C. K. (Christian Karlson)	Stead, C. K (Christian Karlson)
Stern, G. B. (Gladys Bronwyn)	Stern, G. B	Stern, G. B. (Gladys Bronwyn)	Stern, G. B (Gladys Bronwyn)
Steele, James W. (James William)	Steele, James W. (James William)	Steele, James W
Stretton, Hesba	Stretton,Hesba	Stretton, Hesba
Stephens, Ann S. (Ann Sophia)	Stephens, Ann S	Stephens, Ann S. (Ann Sophia)
Stewart, J. I. M. (John Innes Mackintosh)	Stewart, J. I. M (John Innes Mackintosh)	Stewart, J. I. M. (John Innes Mackintosh)
St. Johnston, Thomas Reginald, Sir	St. Johnston, Thomas Reginald, Sir	St. Johnston, Thomas Reginald
St. John, Percy B. (Percy Bolingbroke)	St. John, Percy B. (Percy Bolingbroke)	St. John, Percy B (Percy Bolingbroke)
Steevens, G. W. (George Warrington)	Steevens, G. W	Steevens, G. W. (George Warrington)
Stevens, Charles W. (Charles Woodbury)	Stevens, Charles W	Stevens, Charles W. (Charles Woodbury)
Stanley, Caroline (Abbot), Mrs	Stanley, Caroline (Abbot), Mrs	Stanley, Caroline Abbot
Strong, L. A. G. (Leonard Alfred George)	Strong, L. A. G. (Leonard Alfred George)	Strong, L. A. G (Leonard Alfred George)
Gerson, Noel B. (Noel Bertram)	Gerson, Noel B. (Noel Bertram)	Gerson, Noel B (Noel Bertram)
Gerry, Margarita (Spalding)	Gerry, Margarita (Spalding)	Gerry, Margarita Spalding
George, W. L. (Walter Lionel)	George, W. L. (Walter Lionel)	George, W. L
George, John L. (John Lothar)	George, John L. (John Lothar)	George, John L (John Lothar)
Spackman, W. M. (William Mode)	Spackman, W. M. (William Mode)	Spackman, W. M (William Mode)
Spearman, Frank H. (Frank Hamilton)	Spearman, Frank H	Spearman, Frank H. (Frank Hamilton)
Spectorsky, A. C. (Auguste C.)	Spectorsky, A. C (Auguste C.)	Spectorsky, A. C. (Auguste C.)
Spivak, John L. (John Louis)	Spivak, John L. (John Louis)	Spivak, John L (John Louis)
Spencer, Bella Zilfa, Mrs	Spencer, Bella Zilfa	Spencer, Bella Zilfa, Mrs
Speilmann, M. H, Mrs	Speilmann, M. H, Mrs	Speilmann, M. H
Spofford, Harriet Elizabeth Prescott, Mrs	Spofford, Harriet Elizabeth Prescott	Spofford, Harriet Elizabeth Prescott, Mrs
Tyson, J. Aubrey (John Aubrey)	Tyson, J. Aubrey	Tyson, J. Aubrey (John Aubrey)
Thirkell, Angela (Mackail)	Thirkell, Angela Mackail	Thirkell, Angela (Mackail)
Thompson, Daniel P. (Daniel Pierce)	Thompson, Daniel P. (Daniel Pierce)	Thompson, Daniel P
Thurston, E. Temple (Ernest Temple)	Thurston, E. Temple (Ernest Temple)	Thurston, E. Temple
Thruston, Lucy Meacham (Kidd), Mrs	Thruston, Lucy Meacham (Kidd), Mrs	Thruston, Lucy Meacham Kidd	Thruston, Lucy Meacham (Kidd)	Thruston, Lucy Meacham Kidd, Mrs
Theiss, Lewis E. (Lewis Edwin)	Theiss, Lewis E	Theiss, Lewis E. (Lewis Edwin)
Ackerley, J. R. (Joe Randolph)	Ackerley, J. R (Joe Randolph)	Ackerley, J. R. (Joe Randolph)
L. E. L. (Letitia Elizabeth Landon)	L. E. L (Letitia Elizabeth Landon)	L. E. L. (Letitia Elizabeth Landon)
Afanasʹev, A. N. (Aleksandr Nikolaevich)	Afanasʹev, A. N (Aleksandr Nikolaevich)	Afanasʹev, A. N. (Aleksandr Nikolaevich)
Williamson, C. N. (Charles Norris)	Williamson, C. N. (Charles Norris)	Williamson, C. N
Wills, C. J. (Charles James)	Wills, C. J. (Charles James)	Wills, C. J (Charles James)
Wilder, Marshall P. (Marshall Pinckney)	Wilder, Marshall P. (Marshall Pinckney)	Wilder, Marshall P
Wilkins, Louisa (Jebb)	Wilkins, Louisa Jebb	Wilkins, Louisa (Jebb)
Winslow, Thyra (Samter) Mrs	Winslow, Thyra (Samter)	Winslow, Thyra (Samter) Mrs	Winslow, Thyra Samter
Willard, Frances E. (Frances Elizabeth)	Willard, Frances E	Willard, Frances E. (Frances Elizabeth)
Wilkins, W. H. (William Henry)	Wilkins, W. H. (William Henry)	Wilkins, W. H
Wigram, W. Knox (William Knox)	Wigram, W. Knox	Wigram, W. Knox (William Knox)
Williams, H. Noel (Hugh Noel)	Williams, H. Noel	Williams, H. Noel (Hugh Noel)
Wilkins, Vaughan (William Vaughan)	Wilkins, William Vaughan	Wilkins, Vaughan (William Vaughan)
Witwer, H. C. (Harry Charles)	Witwer, H. C	Witwer, H. C. (Harry Charles)
Williams, John (John Edward)	Williams, John (John Edward)	Williams, John Edward
Williams, Joel Strother	Williams, Joel Strother	Williams, Joel Strother. [from old catalog]
Willcocks, M. P. (Mary Patricia)	Willcocks, M. P. (Mary Patricia)	Willcocks, M. P
Williamson, A. M. (Alice Muriel)	Williamson, A. M	Williamson, A. M. (Alice Muriel)
Wilcox, Constance Grenelle	Wilcox, Constance Grenelle. [from old catalog]	Wilcox, Constance Grenelle
Hume, John F. (John Ferguson)	Hume, John F. (John Ferguson)	Hume, John F
Hunter, William Wilson, Sir	Hunter, William Wilson	Hunter, William Wilson, Sir
Hull, Helen R. (Helen Rose)	Hull, Helen R. (Helen Rose)	Hull, Helen R (Helen Rose)
Hulburd, E. W. (Ebenezer Wallace)	Hulburd, E. W	Hulburd, E. W. (Ebenezer Wallace)
Hudson, W. H. (William Henry)	Hudson, W. H (William Henry)	Hudson, W. H	Hudson, W. H. (William Henry)
Hughes, James L. (James Laughlin)	Hughes, James L. (James Laughlin)	Hughes, James L
Hutchinson, R. C. (Ray Coryton)	Hutchinson, R. C (Ray Coryton)	Hutchinson, R. C. (Ray Coryton)
Hutchinson, Horace G. (Horace Gordon)	Hutchinson, Horace G	Hutchinson, Horace G. (Horace Gordon)
Hudson, William C. (William Cadwalader)	Hudson, William C	Hudson, William C. (William Cadwalader)
Huysmans, J.-K. (Joris-Karl)	Huysmans, J.-K. (Joris-Karl)	Huysmans, J.-K (Joris-Karl)
Humphrey, Frank Pope, Mrs	Humphrey, Frank Pope	Humphrey, Frank Pope, Mrs
Hudson, Mary W. (Mary Worrell)	Hudson, Mary W	Hudson, Mary W. (Mary Worrell)
Hull, Mary H.	Hull, Mary H. [from old catalog]	Hull, Mary H
Hutchinson, A. S. M. (Arthur Stuart-Menteth)	Hutchinson, A. S. M	Hutchinson, A. S. M. (Arthur Stuart-Menteth)
Leskov, N. S. (Nikolaĭ Semenovich)	Leskov, N. S. (Nikolaĭ Semenovich)	Leskov, N. S. (Nikolaĭ Semenovich)	Leskov, N. S	Leskov, N. S (Nikolaĭ Semenovich)
Lewis, C. S. (Clive Staples)	Lewis, C. S. (Clive Staples)	Lewis, C. S (Clive Staples)
Leach, M. L. (Morgan Lewis)	Leach, M. L. (Morgan Lewis)	Leach, M. L. [from old catalog]
Le Clézio, J.-M. G. (Jean-Marie Gustave)	Le Clézio, J.-M. G (Jean-Marie Gustave)	Le Clézio, J.-M. G. (Jean-Marie Gustave)
Leadbeater, C. W. (Charles Webster)	Leadbeater, C. W. (Charles Webster)	Leadbeater, C. W (Charles Webster)
Levett Yeats, S. (Sidney)	Levett Yeats, S. (Sidney)	Levett Yeats, S
Levere, William C. (William Collin)	Levere, William C	Levere, William C. (William Collin)
Lewis, W. S. (Wilmarth Sheldon)	Lewis, W. S	Lewis, W. S. (Wilmarth Sheldon)
Lennep, J. van (Jacob van)	Lennep, J. van (Jacob)	Lennep, J. van (Jacob van)
Lee, Jennette Barbour (Perry)	Lee, Jennette Barbour Perry	Lee, Jennette Barbour (Perry)
Levner, I. B. (Israel Benjamin)	Levner, I. B (Israel Benjamin)	Levner, I. B. (Israel Benjamin)
Lee, Edna L. (Mooney)	Lee, Edna L. (Mooney)	Lee, Edna L. Mooney
Lewis, M. G. (Matthew Gregory)	Lewis, M. G	Lewis, M. G. (Matthew Gregory)
Lee, R., Mrs	Lee, R., Mrs	Lee, R, Mrs
Clouston, J. Storer (Joseph Storer)	Clouston, J. Storer (Joseph Storer)	Clouston, J. Storer
Clinkscales, J. G. (John George)	Clinkscales, J. G. (John George)	Clinkscales, J. G
Clouston, W. A. (William Alexander)	Clouston, W. A. (William Alexander)	Clouston, W. A	Clouston, W. A (William Alexander)
Clifford, Hugh Charles, Sir	Clifford, Hugh Charles, Sir	Clifford, Hugh Charles
Clark, Barrett H. (Barrett Harper)	Clark, Barrett H. (Barrett Harper)	Clark, Barrett H (Barrett Harper)
Clifford, W. K., Mrs	Clifford, W. K	Clifford, W. K, Mrs	Clifford, W. K., Mrs
Clancy, Louise Marks Breitenbach, Mrs	Clancy, Louise Marks Breitenbach, Mrs	Clancy, Louise Marks Breitenbach
Clarke, Arthur C.   (Arthur Charles)	Clarke, Arthur C (Arthur Charles)	Clarke, Arthur C.   (Arthur Charles)	Clarke, Arthur C. (Arthur Charles)
Clarke, Mary Cowden, Mrs	Clarke, Mary Cowden, Mrs	Clarke, Mary Cowden
Clark, Thomas M. (Thomas March)	Clark, Thomas M. (Thomas March)	Clark, Thomas M
Clowes, W. Laird (William Laird), Sir	Clowes, W. Laird	Clowes, W. Laird (William Laird), Sir
Clarke, Ida Clyde Gallagher, Mrs	Clarke, Ida Clyde Gallagher, Mrs	Clarke, Ida Clyde Gallagher	Clarke, Ida Clyde (Gallagher)
Judson, Emily C. (Emily Chubbuck)	Judson, Emily C. (Emily Chubbuck)	Judson, Emily C
Ebbutt, M. I. (Maud Isabel)	Ebbutt, M. I. (Maud Isabel)	Ebbutt, M. I
Eberhart, Mignon (Good), Mrs	Eberhart, Mignon Good	Eberhart, Mignon (Good), Mrs
Tarasov-Rodionov, A. (Aleksandr)	Tarasov-Rodionov, A. (Aleksandr)	Tarasov-Rodionov, A (Aleksandr)
Tarbell, Ida M. (Ida Minerva)	Tarbell, Ida M	Tarbell, Ida M (Ida Minerva)	Tarbell, Ida M. (Ida Minerva)
Talmage, T. De Witt (Thomas De Witt)	Talmage, T. De Witt (Thomas De Witt)	Talmage, T. De Witt
Tapp, Sidney C. (Sidney Calhoun)	Tapp, Sidney C	Tapp, Sidney C. (Sidney Calhoun)
Taber, Louise E. (Louise Edgar)	Taber, Louise E	Taber, Louise E. (Louise Edgar)
Gaunt, Mary (Mary Eliza Bakewell)	Gaunt, Mary (Mary Eliza Bakewell)	Gaunt, Mary Eliza Bakewell
Gardener, Helen H. (Helen Hamilton)	Gardener, Helen H	Gardener, Helen H. (Helen Hamilton)
Garstin, Denis (Denis Norman)	Garstin, Denis Norman	Garstin, Denis (Denis Norman)
Gaskell, Catherine Henrietta Milnes, Lady	Gaskell, Catherine Henrietta Milnes, Lady	Gaskell, Catherine Henrietta Milnes
Garshin, V. M. (Vsevolod Mikhaĭlovich)	Garshin, V. M. (Vsevolod Mikhaĭlovich)	Garshin, V. M. (Vsevolod Mikhaĭlovich)	Garshin, V. M (Vsevolod Mikhaı̆lovich)
Gatty, Alfred, Mrs	Gatty, Alfred, Mrs	Gatty, Alfred
Gaines, Nettie S. (Nettie Stewart)	Gaines, Nettie S	Gaines, Nettie S. (Nettie Stewart)
Gabriel, Gilbert W. (Gilbert Wolf)	Gabriel, Gilbert W	Gabriel, Gilbert W. (Gilbert Wolf)
Prodgers, C. H. (Cecil Herbert)	Prodgers, C. H	Prodgers, C. H. (Cecil Herbert)	Prodgers, C. H (Cecil Herbert)
Presser, J. (Jacob)	Presser, J. (Jacob)	Presser, J (Jacob)
Priestley, J. B. (John Boynton)	Priestley, J. B. (John Boynton)	Priestley, J. B (John Boynton)
Praed, Campbell, Mrs	Praed, Campbell	Praed, Campbell, Mrs
Prentiss, E. (Elizabeth)	Prentiss, E	Prentiss, E. (Elizabeth)
Pringle, Elizabeth W. Allston (Elizabeth Waties Allston)	Pringle, Elizabeth W. Allston (Elizabeth Waties Allston)	Pringle, Elizabeth W. Allston
Prescott, H. F. M. (Hilda Frances Margaret)	Prescott, H. F. M. (Hilda Frances Margaret)	Prescott, H. F. M (Hilda Frances Margaret)
Prince, Helen Choate (Helen Choate Pratt)	Prince, Helen Choate Pratt	Prince, Helen Choate (Pratt), Mrs	Prince, Helen Choate (Helen Choate Pratt)
Prishvin, Mikhail Mikhaĭlovich	Prishvin, Mikhail Mikhaĭlovich	Prishvin, Mikhail Mikhaĭlovich
Pratz, C. de (Claire)	Pratz, C. de	Pratz, C. de (Claire)
Pritchett, V. S. (Victor Sawdon)	Pritchett, V. S (Victor Sawdon)	Pritchett, V. S. (Victor Sawdon)
Lyle, Eugene P. (Eugene Percy)	Lyle, Eugene P. (Eugene Percy)	Lyle, Eugene P
Lyman, Olin L. (Olin Linus)	Lyman, Olin L	Lyman, Olin L. (Olin Linus)
Lyons, A. Neil (Albert Neil)	Lyons, A. Neil (Albert Neil)	Lyons, A. Neil
Lydston, G. Frank (George Frank)	Lydston, G. Frank (George Frank)	Lydston, G. Frank
Lytton, Edward Bulwer Lytton, Baron	Lytton, Edward Bulwer Lytton, Baron	Lytton, Edward Bulwer Lytton
