docid,author,realname,pseudonym,gender,nationality,authordate,inferreddate,firstpub,latestcomp,allcopiesofwork,copiesin25yrs,enumcron,imprint,genres,subjects,category,shorttitle
njp.32101068177995,"Hervey, Elizabeth",,,f,uk,fl. 1788-1814.,1814,,1814,8,8,vol.2,London;H. Colburn;1814.,Fiction,,novel,"Amabel; or, Memoirs of a woman of fashion"
dul1.ark+=13960=t99604g40,"Hawkins, Laetitia Matilda",,,f,uk,1760-1835.,1814,,1814,4,4,v.2,London;printed for F. C. and J. Rivington;1814.,,,novel,Rosanne;
nyp.33433075742894,"Scott, Walter, Sir",,,m,uk,1771-1832.,1816,,1816,20,4,v. 1,New York;Van Winkle and Wiley;1816.,Bibliographies|Fiction|UnknownGenre|NotFiction,Scottish authors|Social life and customs|English fiction,novel,The antiquary
njp.32101038161673,"Opie, Amelia Alderson",,,f,uk,1769-1853.,1816,,1816,9,9,vol.2,Boston;Wells and Lilly;1816.,Fiction,,novel,Valentine's eve
uiuo.ark+=13960=t89g67z7q,"Mackenzie, Mary Jane",,,f,uk,,1820,,1820,10,10,v.1,London;Cadell;1820.,Fiction|NotFiction,English fiction,novel,"Geraldine; or, Modes of faith and practice"
njp.32101065704296,"Reed, Andrew",,,m,uk,1787-1862.,1821,,1821,4,4,vol.1,Hartford;O. D. Cooke;1821.,Fiction|NotFiction,Friendship,novel,"No fiction. A narrative, founded on recent and interesting facts"
uiuo.ark+=13960=t4mk6z79p,"Roche, Regina Maria",,,f,uk,1764?-1845.,1823,,1823,5,5,v.1,London;Printed for A. K. Newman and Co.;1823.,,,novel,Bridal of Dunamore;
wu.89087923348,"Banim, John",,,m,ir,1798-1842.,1826,,1826,6,6,v.2,London;H. Colburn;1826.,Fiction,Fiction,shortstories,"Tales by the O'Hara family : second series : comprising the Nowlans, and Peter of the castle"
njp.32101067629947,"Bray, (Anna Eliza), Mrs",,,f,uk,1790-1883.,1826,,1826,4,4,v.2,"London;Longman, Reese, Orme, Brown and Green;1826.",NotFiction,,novel,"De Foix; or, Sketches of the manners and customs of the fourteenth century. An historical romance"
wu.89101370583,"Smith, Horace",,,m,uk,1779-1849.,1826,,1826,16,16,v.1,London;Henry Colburn;1826.,Fiction|NotFiction,"Commonwealth and Protectorate, 1649-1660|Fiction|History",novel,"Brambletye house : or, Cavaliers and roundheads : a novel"
uc1.b3327536,"Marquess of, Normanby, Constantine Henry Phipps","Phipps, Constantine",,m,uk,1797-1863.,1827,,1827,2,2,v. 2,London;Saunders and Otley;1827.,Fiction,,novel,The fall of Bern
uc1.b3322526,"Gleig, G. R. (George Robert)",,,m,uk,1796-1888.,1829,,1829,8,8,v.1,London;H. Colburn;1829.,Fiction|NotBiographical|NotFiction,"Revolution, 1775-1783|Napoleonic Wars, 1800-1815|History|English fiction|Fiction",novel,The Chelsea pensioners
uc1.b3321261,"Cooper, James Fenimore",,,m,us,1789-1851.,1830,,1830,17,10,v. 2,London;H. Colburn and R. Bentley;1830.,Bibliographies|Fiction|NotFiction,Passenger ships|Adventure stories|American fiction|Sea stories|Love stories|Fiction,novel,"The water witch; or, The skimmer of the seas.  A tale"
uc1.b249642,"Grattan, Thomas Colley",,,m,ir,1792-1864.,1831,,1831,5,5,v. 2,London;H. Colburn and R. Bentley;1831.,,,novel,Jacqueline of Holland
nyp.33433075764427,"Warren, Samuel",,,m,uk,1807-1877.,1831,,1831,5,5,v. 1,New York;J. & J. Harper;1831.,Fiction|NotFiction,,novel,Affecting scenes : being passages from the diary of a physician
uiuo.ark+=13960=t0ft8zp72,Grey,"Grey, Elizabeth Caroline",,f,uk,1798-1869.,1831,,1831,5,5,v.1,London;Bull;1831.,,,novel,The way of the world
nyp.33433074937446,"Earl of Beaconsfield, Disraeli, Benjamin","Disraeli, Benjamin",,m,uk,1804-1881.,1832,,1832,4,3,v. 2,New York;Harper;1832.,Fiction|NotFiction,,novel,Contarini Fleming; a psychological autobiography
uiuo.ark+=13960=t8gf13p0d,"Disraeli, Benjamin, Earl of Beaconsfield","Disraeli, Benjamin",,m,uk,1804-1881.,1832,,1832,10,6,v.2,London;John Murray;1832.,Fiction|NotFiction,,novel,Contarini Fleming: a psychological auto-biography. In four volumes [in 2]
hvd.hwjtfk,"Cooper, James Fenimore",,,m,us,1789-1851.,1832,1824,1824,2,2,v.1,Philadelphia;Carey & Lea;1832 [c1824,NotFiction,,novel,The pilot; a tale of the sea
uiuo.ark+=13960=t04x5xn0x,"Pickering, Ellen",,,f,uk,1801-1843.,1833,,1833,3,3,v.1,London;R. Bentley;1833.,,,novel,The heiress
dul1.ark+=13960=t4jm31399,"Manning, Anne",,,f,uk,1807-1879.,1833,,1833,3,3,v.1,London;Baldwin and Cradock;1833.,,"Renier, F. G|Bookplate|Renier, Anne|Provenance",novel,Village belles
uc2.ark+=13960=t6445pn55,"Morier, James Justinian",,,m,uk,1780-1849.,1834,,1834,9,9,v.01,London;R. Bentley;1834.,Fiction,,novel,"Ayesha, the maid of Kars"
uiuo.ark+=13960=t8kd2gf8n,"James, G. P. R. (George Payne Rainsford)",,,m,uk,1799-1860.,1834,,1834,13,13,v.2,"New-York;Published by Harper & Brothers, no. 82 Cliff-Street, and sold by the booksellers generally throughout the United States.;1834.",Fiction,"France|Fiction|History|Louis XIV, 1643-1715",novel,The life and adventures of John Marston Hall
uc1.b3322564,"Griffin, Gerald",,,m,ir,1803-1840.,1836,,1836,6,6,v.1,London;R. Bentley;1836.,Fiction|ContainsBiogMaterial,"Monmouth, James Scott|1649-1685|Duke of|Fiction",novel,The Duke of Monmouth
hvd.32044090343690,"Gore, (Catherine Grace Frances), Mrs","Gore, Catherine Grace Frances",,f,uk,1799-1861.,1838,,1838,3,3,v.3,London;H. Colburn;1838.,Fiction,,shortstories,"Mary Raymond, and other tales"
njp.32101064789611,"Pickering, Ellen",,,f,uk,d. 1843.,1839,,1839,4,4,vol. 2,London;Boone;1839.,Fiction|NotFiction,,novel,"Nan Darrell; or, The gipsy mother"
uc1.b250187,"Marryat, Frederick",,,m,uk,1792-1848.,1842,,1842,13,9,v. 1,London;H. Colburn;1842.,Bibliographies|Fiction,English fiction,novel,Percival Keene
uiuo.ark+=13960=t4pk1064z,"Phillips, Samuel",,,m,uk,1814-1854.,1844,,1844,8,8,v.1,Edinburgh;W. Blackwood;1844.,Fiction|NotFiction,,novel,Caleb Stukely
njp.32101067647394,"James, G. P. R. (George Payne Rainsford)",,,m,uk,1799-1860.,1845,,1845,10,9,v.1,"London;Smith, Elder and Co.;1845.",Fiction,,novel,"Arrah Neil; or, Times of old"
uiuo.ark+=13960=t1zc8fb2d,"Henningsen, C. F",,,m,bel,1815-1877.,1845,,1845,9,9,v.1,London;H. Colburn;1845.,,Peasantry|Fiction|Russia,novel,The white slave;
uiuo.ark+=13960=t8x92qs9k,"Marsh-Caldwell, Anne",,,f,uk,1791-1874.,1846,,1846,5,5,v.3,London;H. Colburn;1846.,Fiction,English fiction,novel,Emilia Wyndham
nyp.33433082469630,"Mitchell, Donald Grant",,,m,us,1822-1908.,1847,,1847,6,6,,New York;Harper & brothers;1847.,NotFiction,Description and travel,novel,"Fresh gleanings; or, A new sheaf from the old fields of continental Europe"
nyp.33433074854195,"Fullerton, Georgiana Charlotte Seveson-Gower, Lady","Fullerton, Georgiana",,f,uk,1812-1885.,1847,,1847,5,5,v. 2,Leipzig;Bernh. Tauchnitz Jun.;1847.,Fiction,English fiction,novel,Grantley Manor ; a tale
nyp.33433074930037,"Brontë, Anne",,"Bell, Acton",f,uk,1820-1849.,1848,,1848,23,2,,New York;Harper & brothers;1848.,Domestic fiction|ContainsBiogMaterial|NotFiction|Bibliographies|Fiction|UnknownGenre,Married women|19th century|English fiction|England|Fiction|Social life and customs|Fiction|Landlord and tenant|Social life and customs|Alcoholics|Alcoholism,novel,The tenant of Wildfell Hall
njp.32101068596566,"Cooper, James Fenimore",,,m,us,1789-1851.,1848,,1848,7,3,,London;Routledge;1848,Fiction|NotFiction,War of 1812|Michigan|Indians of North America|Fiction|Fiction|History,novel,"The oak openings; or, The bee-hunter"
nyp.33433075765283,"Sinclair, Catherine",,,f,uk,1800-1864.,1850,1852,1850,9,8,,New York;Dewitt & Davenport;185-?,Fiction,Scottish authors|English fiction,novel,"Beatrice; or, The unknown relatives"
nyp.33433082229604,"Lytton, Edward Bulwer Lytton, Baron",,,m,uk,1803-1873.,1851,1853,1851,31,20,v. 2,Leipzig;B. Tauchnitz;1851-52.,Fiction|UnknownGenre|NotFiction,English fiction,novel,"My novel : or, Varieties in English life"
uiuo.ark+=13960=t50g48273,"Paton, A. A","Paton, Andrew Archibald",,m,uk,1811-1874.,1851,,1851,6,6,v.3,London;Bentley;1851.,,,novel,The mamelukes
nyp.33433074945993,"Aguilar, Grace",,,f,uk,1816-1847.,1852,1851,1847,3,3,,New York;D. Appleton;1852.,Fiction|NotFiction,,novel,Woman's friendship; a story of domestic life
uiuo.ark+=13960=t89g6700s,"Nunn, Lorenzo N",,,f,uk,,1852,,1852,3,3,v.1,London;T. Cautley Newby;1852.,,,novel,The militia major
uc2.ark+=13960=t08w3hh7p,"Paul, Howard",,,,,1835-1905.,1853,,1853,2,2,,New York;Garrett & co.;1853.,,,nonfic,Dashes of American humor
uc1.b3325615,"Marsh-Caldwell, Anne",,,f,uk,1791-1874.,1854,1845,1854,10,10,v. 2,London;Hurst and Blackett;1854.,Fiction,English fiction,novel,Aubrey
uc2.ark+=13960=t91837s15,"Otis, Harrison Gray, Mrs",,,f,us,1796-1873.,1854,,1854,2,2,,"Boston;Ticknor, Reed, and Fields;1854.",,,novel,The Barclays of Boston
mdp.39015063979366,"freifrau von, Tautphœus, Jemima (Montgomery)",,,f,ir,1807-1893.,1858,1857,1858,7,2,,Leipzig;B. Tauchnitz;1858.,Fiction,,novel,Quits; a novel
uc1.b3325371,"Lowell, Robert",,,m,,1816-1891.,1858,,1858,4,4,v. 2,"Boston;Phillips, Sampson;1858.",NotFiction,,novel,The new priest in Conception Bay
uiuo.ark+=13960=t3jw8wd54,"Lytton, Rosina Bulwer Lytton, Baroness",,,f,ir,1802-1888.,1858,,1858,3,3,v.2,London;C.J. Skeet;1858.,,,novel,"The world and his wife, or, A person of consequence"
uc2.ark+=13960=t7sn04f3b,"Doesticks, Q. K. Philander","Thomson, Mortimer",,m,us,1831-1875.,1859,,1859,2,2,,New York;Rudd & Carleton;1859.,,Fortune-telling,novel,The witches of New York
uc2.ark+=13960=t0vq2v64h,"Ferry, Gabriel","Reid, Thomas Mayne",,m,uk,1809-1852.,1860,,1852,6,6,v.3,London;Hurst and Blackett;1860.,,,novel,The wood-rangers
uc1.b3579182,"Lever, Charles James",,,m,ir,1806-1872.,1864,1861,1864,4,2,v.1-2,London;Chapman and Hall;1864.,Fiction|NotFiction,,novel,A day's ride: a life's romance
uiuo.ark+=13960=t0jt0c18w,"Dickens, Charles",,,m,uk,1812-1870.,1864,1865,1864,40,16,v.3,"New York;J. Bradburn, 1864-65.",Satire|ContainsBiogMaterial|NotFiction|Bibliographies|Love stories|Fiction,"Dickens, Charles|Inheritance and succession|Fiction|London (England)|Poor families|Deception|Social classes|1812-1870",novel,Our mutual friend
njp.32101072041773,"Neil, Ross",,,m,,1840?-1888.,1864,,1864,3,3,vol.2,London;Tinsley Brothers;1864.,Fiction,,novel,"Abbot's Cleve, or, Can it be proved? : a novel"
uiuo.ark+=13960=t3cz3vk37,"Tabor, Eliza",,,f,uk,1835-1914.,1867,,1867,3,3,v.3,London;Hurst and Blackett;1867.,,,novel,Alec's bride
uiuo.ark+=13960=t7rn3q28p,"Braddon, M. E. (Mary Elizabeth)",,,f,uk,1835-1915.,1868,,1868,5,5,v.1,"London;Ward, Lock, and Tyler;1868.",NotFiction,,novel,Dead-sea fruit
uc2.ark+=13960=t13n25f63,"Kingsley, Henry",,,m,uk,1830-1876.,1871,,1871,4,4,v.2,London;Tinsley Bros.;1871.,,,novel,Old Margaret
uiuo.ark+=13960=t6j10q98b,"Walmsley, Hugh Mulleneux",,,m,uk,1826-1879.,1871,,1871,3,3,v.1,London;R. Bentley;1871.,,,novel,The life guardsman
uiuo.ark+=13960=t2t44bz9q,"Walmsley, Hugh Mulleneux",,,m,uk,1826-1879.,1871,,1871,3,3,v.3,London;R. Bentley;1871.,,,novel,The life guardsman
uiuo.ark+=13960=t24b3d004,"Collins, Wilkie",,,m,uk,1824-1889.,1872,,1872,4,3,v.3,London;R. Bentley and son;1872.,NotFiction,,novel,Poor Miss Finch
nnc1.0113374273,"Collins, Wilkie",,,m,uk,1824-1889.,1873,,1873,5,5,v.29,New York|Harper|1873]-,NotFiction,,novel,[Novels
njp.32101074878412,"Clarke, Mary Cowden, Mrs",,,f,uk,1809-1898.,1873,1850,1873,10,5,,New York;G. P. Putnam's Sons;1873.,Fiction|UnknownGenre|NotFiction,"Women|Fiction|Characters|In literature|1564-1616|Adaptations|Shakespeare, William",shortstories,"The girlhood of Shakespeare's heroines, in a series of tales"
nyp.33433074849310,"Alexander, Mrs","Hector, Annie French",,f,uk,1825-1902.,1875,,1875,2,2,,New York;H. Holt and Company;1875.,Fiction,,novel,Ralph Wilton's weird; a novel
uiuo.ark+=13960=t63491f4b,"Garvice, Charles",,"Hart, Caroline",m,uk,1850-1920.,1875,,1875,3,3,v.2,London;A. Smith;1875.,,,novel,Maurice Durant
nyp.33433076092190,"Eliot, George",,,f,uk,1819-1880.,1876,1872,1876,36,26,"v. 7 (Middlemarch, no. 2)",New York;Harper;1876.,Autobiography|NotFiction|Pastoral fiction|Fiction|UnknownGenre,"social life and customs|English literature|England|Fiction|Social life and customs|Fiction|Eliot, George|19th century|1819-1880",novel,Middlemarch
uc2.ark+=13960=t0cv4d859,"Harland, Marion",,,f,us,1830-1922.,1876,,1876,2,2,,New York;G. W. Carleton;1876.,,,novel,My little love
uc2.ark+=13960=t3xs5q555,"Trollope, Frances Eleanor",,,f,uk,1835-1913.,1876,,1876,3,3,v.3,London;Chapman and Hall;1876.,,,novel,A charming fellow
uiuo.ark+=13960=t3708nx0s,"MacDonald, George",,,m,uk,1824-1905.,1876,,1876,4,3,v.3,London;Henry S. King;1876.,Fiction,"History|Scottish fiction|Civil War, 1642-1649|Fiction|19th century|Religious fiction",novel,St. George and St. Michael
uiuo.ark+=13960=t3nw0444v,"Shearer, James",,,m,,,1877,,1877,3,3,v.3,London;Tinsley Brothers;1877.,,,novel,Prinkle and his friends. A novel
wu.89099759854,"Howells, William Dean",,,m,us,1837-1920.,1881,,1881,12,11,,"Boston;New York;Houghton, Mifflin and company;c1881.",Fiction|NotFiction,Manners and customs|Fiction|American fiction,shortstories,A fearful responsibility : and other stories
uiuo.ark+=13960=t3gx4zm7t,Randolph,,,f,,,1882,,1882,3,3,v.2,London;Hurst and Blackette;1882.,,,novel,Iris
nyp.33433074895842,"Marks, Mary A. M",,,f,uk,1843-1916.,1883,,1883,3,2,v. 1,London;Macmillan;1883?,Fiction,"Revolution, 1775-1783|1741-1801|Fiction|Arnold, Benedict|History",novel,A great treason; a story of the war of independence
nc01.ark+=13960=t15m72s8g,"Braddon, M. E. (Mary Elizabeth)",,,f,uk,1835-1915.,1883,,1883,2,2,,Leipzig;B. Tauchnitz;1883.,,,novel,Flower and weed
njp.32101067707412,"Blackmore, R. D. (Richard Dooddridge)","Blackmore, Richard Doddridge",,m,uk,1825-1900.,1884,,1884,12,12,vol.2,Leipzig;Tauchnitz;1884.,Fiction,Fiction|Satire|Social movements,novel,"The remarkable history of Sir Thomas Upmore, bart., M. P., formerly known as ""Tommy Upmore"""
njp.32101063877326,Moira,,,u,,,1884,,1884,3,3,v. 1,London;Remington;1884.,Fiction,,novel,Philip Graham : a subject of Queen Mab
mdp.39015063942869,"Flagg, E. E. (Elizabeth E.)",,,f,,,1885,,1885,2,2,,Chicago;National Christian association;1885.,NotFiction,,novel,"Between two opinions; or, The question of the hour"
uc2.ark+=13960=t0vq2sn8f,"Henty, G. A. (George Alfred)",,,m,uk,1832-1902.,1885,,1885,11,11,,"London;Blackie & Son, limited;1885",Juvenile audience|Novel|Fiction,"Alfred, 871-899|Great Britain|King of England|849-899|Alfred|History|Juvenile fiction",novel,The dragon and the raven
coo.31924065002358,"Yonge, Charlotte M. (Charlotte Mary)",,,f,uk,1823-1901.,1885,,1885,7,7,v.2,Leipzig;B. Tauchnitz;1885.,Fiction|NotFiction,823Y8TW,novel,The two sides of the shield
njp.32101067630226,"Boyle, Frederick",,,m,uk,1841-1914.,1885,,1885,6,6,v.2,London;Richard Bentley and Son;1885.,Fiction,,novel,A good hater
nyp.33433082294657,"James, Henry",,,m,,1843-1916.,1886,,1886,22,8,,London;New York;Macmillan;1886.,Bookplates (Provenance)|NN-BGC|NotFiction|Presentation inscriptions (Provenance)|Fiction|Ink stamps (Provenance)|UnknownGenre,,novel,The Princess Casamassima; a novel
pst.000005325719,"Scott, Hugh Stowell",,"Merriman, Henry Seton",m,uk,1862-1903.,1888,,1888,2,2,v.1,London;r. Bentey;1888.,NotFiction,,novel,The phantom future : a novel
uiuo.ark+=13960=t4vh66t48,"Wood, Ellen",,"Wood, Mrs. Henry",f,uk,1814-1887.,1888,,1887,8,8,v.3,London;R. Bentley;1888.,Fiction,,novel,The story of Charles Strange
njp.32101058274091,"Peirce, B. K. (Bradford Kinney)",,,m,us,1819-1889.,1889,,1889,2,2,,New York;Hunt & Eaton;Cincinnati;Cranston & Stowe;1889.,NotFiction,"1785-1851|Audubon, John James",novel,"Audubon's adventures; or, Life in the woods"
nyp.33433075861504,"Yonge, Charlotte M. (Charlotte Mary)",,,f,uk,1823-1901.,1889,,1889,2,2,,London;Macmillan;1889.,Fiction|NotFiction,,novel,"A reputed changeling : or, Three seventh years two centuries ago"
nnc1.cu11651474,"Harte, Bret",,,m,us,1836-1902.,1889,,1889,9,7,v.5,New York;Sully and Kleinteich;c1889-1903,Fiction|NotFiction,,shortstories,Colonel Starbottle's client and some other people
uc2.ark+=13960=t6736q45t,"Gautier, Théophile",,,m,fr,1811-1872.,1890,1835,1890,14,10,,London;Published for the Trade;189-?,Fiction|NotFiction,,reprint,Mademoiselle de Maupin
uiuo.ark+=13960=t9v12bx9q,"Colvill, Helen Hester",,"Wylde, Katharine",f,uk,1854-1941.,1890,,1890,3,3,v.3,London;R. Bentley;1890.,,,novel,Mr. Bryant's mistake
nyp.33433076075898,"Lummis, Charles Fletcher",,,m,us,1859-1928.,1891,,1891,4,2,,New York;C. Scribner's sons;1916 [1891,Fiction|NotFiction,Fiction,shortstories,"A New Mexico David, and other stories and sketches of the Southwest"
uiuo.ark+=13960=t4wh2v25j,"Belgrave, Dalrymple J",,,m,uk,1850-1922.,1891,,1891,2,2,v.1,London;Chapman and Hall;1891.,,,novel,Jack Warleigh
uc2.ark+=13960=t9m32s75q,"Kipling, Rudyard",,,m,uk,1865-1936.,1892,,1892,4,4,,London;W. Heinemann;1892.,NotFiction,,novel,The naulahka;
nyp.33433074811682,"Deland, Margaret Wade Campbell",,,f,us,1857-1945.,1893,,1893,3,2,,"Boston;New York;Houghton, Mifflin and Company;1893.",Fiction,Fiction|Social life and customs|19th century,shortstories,"Mr. Tommy Dove, and other stories"
nyp.33433074866611,"Kipling, Rudyard",,,m,uk,1865-1936.,1893,,1893,23,20,,"New York;Doubleday, Page;1908;Appleton;c1893",English fiction|NotFiction|Fiction|UnknownGenre,,shortstories,Many inventions
uc1.b3324209,"Huth, Alfred Henry",,,m,uk,1850-1910.,1894,,1894,2,2,,"London;New York;Longmans, Green, and co.;1894.",Fiction,,novel,"A true relation of the travels and perilous adventures of Mathew Dudgeon, gentleman: wherein is truly set down the manner of his taking, the long time of his slavery in Algiers, and means of his delivery"
nnc1.0050796232,"Kingsley, Henry",,,m,uk,1830-1876.,1894,1863,1876,3,3,v.6,"London;Ward, Lock and Bowden;1894-96.",Fiction|NotFiction,English fiction,reprint,Austin Elliot and the Harveys
uc2.ark+=13960=t71v5kh28,"Francis, John Cyril",,,m,,1856-1894.,1895,,1894,2,2,,London;R. H. Porter;1895.,,Somaliland|Description and travel|Horn of Africa|Hunting,novel,Three months' leave in Somali Land
uc1.b261458,"Canton, William",,,m,uk,1845-1926.,1896,,1896,2,2,,New York;Stone & Kimball;1896.,,,juvenile,The invisible playmate
uc2.ark+=13960=t9p26w01p,"Besant, Walter, Sir",,,m,uk,1836-1901.,1896,,1896,5,5,v.1,London;Chatto & Windus;1896.,,Marital conflict|America|Fiction|Asylums|Satire|Religion,novel,The city of refuge
nyp.33433082364617,"Byron-Curtiss, A. L. (Arthur Lester)",,,m,us,b. 1871.,1897,,1897,2,2,,"Boonville, N.Y.;The Willard Press;1912, [c1897].",Biography|NotFiction,"Foster, Nathaniel|Frontier and pioneer life|New York (State)|History|1767?-1840|Adirondack Mountains",novel,The life and adventures of Nat Foster : trapper and hunter of the Adirondacks
uc1.$b358697,"Boothby, Guy Newell",,,m,au,1867-1905.,1898,,1898,2,2,,"London ; New York;Ward, Lock;1898.",Fiction,,novel,The lust of hate
uc2.ark+=13960=t4mk68r8n,"Mackail, J. W. (John William)",,,m,uk,1859-1945.,1901,1892,1901,3,3,,"London, New York, Bombay;Longmans, Green;1901.",,History of Biblical events|Bible. N.T|Legends,novel,Biblia innocentium; part second
coo.31924064975323,"Gerard, E. (Emily)",,,,,1849-1905.,1901,,1901,2,2,v.2,Leipzig;B. Tauchnitz;1901.,NotFiction,,nonfic,"The extermination of love, a fragmentary study in erotics"
nyp.33433074923115,"Le Gallienne, Richard",,,m,uk,1866-1947.,1902,,1902,4,4,,"New York;London;Harper & Brothers;1905, c1902.",Fiction,,novel,An old country house
uc2.ark+=13960=t81j9qk9w,"Turgenev, Ivan Sergi︠e︡evích",,,m,ru,1818-1883.,1903,,1883,6,6,v.13,New York;C. Scribner's sons;1903-04.,UnknownGenre|NotFiction,,reprint,"Phantoms, and other stories"
uc1.b3581514,"MacGrath, Harold",,,m,us,1871-1932.,1904,,1904,5,4,,Indianapolis;The Bobbs-Merrill company;1904,Fiction|NotFiction,,novel,The man on the box
uc2.ark+=13960=t7tm79n46,"Kipling, Rudyard",,,m,uk,1865-1936.,1906,,1906,7,6,,"Garden City, N.Y.;Doubleday, Page;1919, c1906.",Fiction|NotFiction,"Short stories, English|Juvenile fiction",novel,Puck of Pook's Hill
uc1.31158013276653,"McNaught, Rosamond (Livingstone), Mrs",,,f,,,1906,,1906,4,3,,Philadelphia;The Penn publishing company;1911.,NotFiction,"Christmas|Recitations|Exercises, recitations, etc|Literary collections",shortstories,"Christmas selections, for readings and recitations"
uc2.ark+=13960=t7gq6v57j,"Benson, Arthur Christopher",,,m,uk,1862-1925.,1907,,1907,5,5,,New York and London;G. Putnam's Sons;1907.,Fiction|NotFiction,,novel,Beside still waters
coo.31924060446899,"Bagot, Richard",,,m,uk,1860-1921.,1907,,1907,2,2,v.2,Leipzig;B. Tauchnitz;1907.,NotFiction,,novel,Temptation
uc2.ark+=13960=t1cj8961x,"Davis, Charles Belmont",,,m,us,1866-1926.,1908,,1908,3,3,,New York;C. Scribner's son;1908.,,,shortstories,The stage door
uc2.ark+=13960=t2697062m,"Klette, C. H. B. (Charles Herman Bruno)",,,m,us,,1908,,1908,2,2,,New York;Cochrane;1909 [c1908,,,novel,The lost mine of the Mono;
nyp.33433074865746,"James, Winifred Lewellin",,,m,au,1876-1941.,1910,,1910,3,3,,Boston;New York;Houghton Mifflin company;1910.,NotFiction,,novel,Letters to my son
uc1.b4382838,"Henry, O",,,m,us,1862-1910.,1910,,1910,13,12,,"Garden City, N.Y.;Doubleday, Doran & Co. for Review of Reviews;c1910.",Fiction|UnknownGenre|NotFiction,,shortstories,Whirligigs
uc1.b3581548,"Mitchell, John Ames",,,m,us,1845-1918.,1910,1897,1910,2,2,,New York;Life Publishing Company;1910.,Fiction,,novel,"Dr Thorne's idea. Originally published as ""Gloria victis"""
mdp.39015031225173,"Bennett, Arnold",,,m,uk,1867-1931.,1911,1898,1911,3,3,,New York;George H. Doran company;1911,Fiction,,novel,A man from the North
uc2.ark+=13960=t05x2cn2f,"Hutchinson, A. S. M. (Arthur Stuart-Menteth)",,,m,us,1880-1971.,1912,,1912,4,4,,"Boston;Little, Brown;1922, c1912.",Fiction|NotFiction,,novel,The happy warrior
mdp.39015004974807,Saki,"Munro, Hector Hugh",,m,uk,1870-1916.,1914,,1914,4,3,,London;John Lane;New York;John Lane Company;1914.,Fiction,,novel,When William came; a story of London under the Hohenzollerns
