"docid","author","realname","pseudonym","gender","nationality","authordate","inferreddate","firstpub","latestcomp","allcopiesofwork","copiesin25yrs","enumcron","imprint","genres","subjects","category","shorttitle"
"uc2.ark+=13960=t4rj4g518","Jerrold, Douglas William",,,"m","uk","1803-1857.",1867,1844,1857,3,3,,"London;Bradbury, Evans, & co.;1867.",,,"novel","The story of a feather"
"uiuo.ark+=13960=t3cz3vk37","Tabor, Eliza",,,"f","uk",,1867,,1867,3,3,"v.3","London;Hurst and Blackett;1867.",,,"novel","Alec's bride"
"uiuo.ark+=13960=t17m0xt0c","Trollope, Thomas Adolphus",,,"m","uk","1810-1892.",1868,,1868,3,3,"v.2","London;Chapman & Hall;1868.",,,"novel","The dream numbers"
"uiuo.ark+=13960=t7tm7kz9z","Fullom, S. W",,,"m","uk",,1868,,1868,3,3,"v.3","London;R. Bentley;1868.",,,"novel","Time will tell;"
"nyp.33433076092190","Eliot, George",,,"f","uk","1819-1880.",1876,1871,1876,36,26,"v. 7 (Middlemarch, no. 2)","New York;Harper;1876.","Autobiography|NotFiction|Pastoral fiction|Fiction|UnknownGenre","social life and customs|English literature|England|Fiction|Social life and customs|Fiction|Eliot, George|19th century|1819-1880","novel","Middlemarch"
"uc1.b4105109","Eliot, George",,,"f","uk","1819-1880.",1876,1876,1876,71,49,"v.8","New York;Harper;1876.","NotFiction|Novel|Bibliographies|Fiction|Didactic fiction|Jewish fiction|Autobiography|NotBiographical","Marriage|English literature|England|Fiction|Social life and customs|Upper class|Jews|Eliot, George|19th century|1819-1880|Zionists","novel","Daniel Deronda"
"uiuo.ark+=13960=t3708nx0s","MacDonald, George",,,"m","uk","1824-1905.",1876,,1876,4,3,"v.3","London;Henry S. King;1876.","Fiction","History|Scottish fiction|Civil War, 1642-1649|Fiction|19th century|Religious fiction","novel","St. George and St. Michael"
"uiuo.ark+=13960=t07w6q90x","Crommelin, May",,,"f","uk","1850-1930",1881,,1881,3,3,"v.1","London;Hurst and Blackett;1881.",,,"novel","Miss Daisy Dimity"
"coo.31924065002358","Yonge, Charlotte M. (Charlotte Mary)",,,"f","uk","1823-1901.",1885,,1885,7,7,"v.2","Leipzig;B. Tauchnitz;1885.","Fiction|NotFiction","823Y8TW","novel","The two sides of the shield"
"mdp.39015063975463","Shorthouse, J. H. (Joseph Henry)",,,"m","uk","1834-1903.",1886,,1886,3,3,,"London;New York;Macmillan and co.;1888.","Fiction|Historical fiction",,"novel","Sir Percival; a story of the past and of the present"
"uc2.ark+=13960=t32235s0f","Dumas, Alexandre",,,"m","fr","1802-1870.",1887,1845,1870,38,24,"v.5","London;New York;G. Routledge and Sons;1888, c1887.","NotFiction|Novel|Adventure stories|Bibliographies|Fiction|Historical fiction|UnknownGenre","French literature|History|Fiction|19th century|Fiction|History","novel","The Count of Monte-Cristo"
"dul1.ark+=13960=t2b85xw79","Fox, S. M",,,"m","uk","1856-1941.",1887,,1887,2,2,"v.1","Edinburgh;W. Blackwood and Sons;1887.",,"Utopias","novel","Our own Pompeii"
"uc2.ark+=13960=t6736q45t","Gautier, Théophile",,,"m","fr","1811-1872.",1890,1835,1890,14,10,,"London;Published for the Trade;189-?","Fiction|NotFiction",,"novel","Mademoiselle de Maupin"
"nyp.33433074811682","Deland, Margaret Wade Campbell",,,"f","us","1857-1945.",1893,,1893,3,2,,"Boston;New York;Houghton, Mifflin and Company;1893.","Fiction","Fiction|Social life and customs|19th century","shortstories","Mr. Tommy Dove, and other stories"
"uc1.b3324209","Huth, Alfred Henry",,,"m","uk","1850-1910.",1894,1894,1894,2,2,,"London;New York;Longmans, Green, and co.;1894.","Fiction",,"novel","A true relation of the travels and perilous adventures of Mathew Dudgeon, gentleman: wherein is truly set down the manner of his taking, the long time of his slavery in Algiers, and means of his delivery"
"uc2.ark:/13960/t03x84232","Reid, Mayne",,,"m","us","1818-1883.",1900,1867,1883,4,4,,"London|G. Routledge & Sons, ltd.|New York|E. P. Dutton and Co.|19--","Fiction",,"novel","Afloat in the forest"
"uc2.ark+=13960=t6zw1cd3v","Hornung, E. W. (Ernest William)",,,"m","uk","1866-1921.",1901,1903,1901,3,3,,"London;Holden;1901?",,,"novel","No hero"
"mdp.39015005083392","Conrad, Joseph",,,"m","po","1857-1924.",1903,1900,1903,6,5,,"New York;McClure, Phillips & co.;1903.","Fiction|NotFiction",,"novel","Lord Jim; a romance"
"uc2.ark+=13960=t9m32nz7f","Green, Anna Katharine",,,"f","us","1846-1935.",1905,1905,1905,4,4,,"Indianapolis;The Bobbs-Merrill company;1905","Fiction",,"novel","The millionaire baby"
"uc1.b3331940","Lucas, E. V. (Edward Verrall)",,,"m","uk","1868-1938.",1906,,1906,4,4,,"London;Wells-Gardner-Darton & co. ltd.;New York;F. A. Stokes Company;1906","Juvenile audience|NotFiction|Juvenile literature|Publishers' advertisements","Children's stories, English","juvenile|shortstories","Forgotten tales of long ago"
"uc2.ark+=13960=t2697062m","Klette, C. H. B. (Charles Herman Bruno)",,,"m","us",,1908,,1908,2,2,,"New York;Cochrane;1909 [c1908",,,"novel","The lost mine of the Mono;"
"nyp.33433074865746","James, Winifred Lewellin",,,"f","au","1876-1941.",1910,,1910,3,3,,"Boston;New York;Houghton Mifflin company;1910.","NotFiction",,"novel","Letters to my son"
"uc1.b4382838","Henry, O",,,"m","us","1862-1910.",1910,,1910,13,12,,"Garden City, N.Y.;Doubleday, Doran & Co. for Review of Reviews;c1910.","Fiction|UnknownGenre|NotFiction",,"shortstories","Whirligigs"
"loc.ark+=13960=t6640824t","Smith, Francis Hopkinson",,,"m","us","1838-1915.",1913,1913,1913,4,4,,"Garden City, N.Y.;Doubleday, Page;1913.",,"Literary landmarks|London|Thackeray, William Makepeace|England|London (England)|Description and travel|1811-1863","novel","In Thackeray's London"
"nyp.33433074812243","Churchill, Winston, Sir",,,"m","us","1874-1965.",1917,1917,1917,4,4,,"New York;The Macmillan company;1917.","Fiction|NotFiction",,"novel","The dwelling-place of light"
"nyp.33433076038839","Bower, B. M, Mrs","Sinclair, Bertha Muzzy",,"f","us","1874-1940.",1917,,1917,2,2,,"Boston;Little, Brown;1917.","Fiction|Western fiction",,"novel","Starr, of the desert"
"mdp.39015063950037","Rinehart, Mary Roberts",,,"f","us","1876-1958.",1919,,1919,3,3,,"New York;The Review of reviews co.;c1919","Fiction","Authors, American|Maine","novel","Dangerous days"
"uc1.b4020417",,,,,,,1923,,1923,2,2,"v.2","London|The Casanova Society|1923-","NotFiction","Arabian nights","reprint","The book of the thousand nights and one night : rendered  from the literal and complete version of Dr. J. C. Mardrus and collated with other sources"
"uc1.$b242632","Mansfield, Katherine",,,"f","nz","1888-1923.",1924,,1923,4,3,,"London|Constable|1924.","Bibliographies|Fiction","Social life and customs|Fiction","shortstories","Something childish and other stories"
"uc1.$b161227","Pérez de Ayala, Ramón",,,"m","es","1880-1962.",1924,1912,1924,2,2,,"New York|E. P. Dutton|c1924","NotFiction",,"novel","The fox's paw"
"yul.12249800_002_00","Proust, Marcel",,,"m","fr","1871-1922.",1924,1914,1922,12,6,"Online book (v. 2)","London|Chatto & Windus|1924.","Autobiographical fiction|NotFiction|Psychological fiction|Stream of consciousness fiction|Fiction|UnknownGenre|Bildungsromans","Social life and customs|France|Villages|Fiction|19th century","novel","Within a budding grove"
"mdp.39015004288455","Cather, Willa",,,"f","us","1873-1947.",1925,1925,1925,7,6,,"New York|A. A. Knopf|1925.","Fiction|NotFiction","Middle-aged men|Teacher-student relationships|Fiction|Fiction|College teachers|Midlife crisis|Social life and customs","novel","The professor's house"
"mdp.39015031304374","Swinnerton, Frank",,,"m","uk","1884-1982.",1926,1926,1926,3,3,,"New York|Doran|c1926","NotFiction",,"novel","Summer storm"
"mdp.39015059404106","Ervine, St. John G. (St. John Greer)",,,"m","uk","1883-1971.",1927,,1927,2,2,,"New York|The Macmillan company|1927.","Fiction",,"novel","The wayward man"
"uc1.b3625004","Sandoz, Mari",,,"f","us","1896-1966.",1935,,1935,4,2,,"Boston|Little, Brown, and company|1935.","NotFiction","Sandoz, Jules Ami|Frontier and pioneer life|Nebraska|1857?-1928","novel","Old Jules"
"uc1.$b103982","Nordhoff, Charles","with James Norman Hall",,"m","us","1887-1947.",1936,,1936,3,3,,"Boston|Little, Brown|c1936.","Fiction|NotFiction",,"novel","The hurricane"
"mdp.39015059377237","Duranty, Walter",,,"m","us","1884-1957.",1937,1937,1937,3,3,,"New York|Simon and Schuster|1937.","Fiction",,"novel","One life, one kopeck; a novel"
"mdp.39015002984121","Lewis, Wyndham",,,"m","uk","1882-1957.",1937,1937,1937,3,3,,"London [etc.|Cassell|1937","Fiction|NotFiction",,"novel","The revenge for love"
"mdp.39015030141710","Dunsany, Edward John Moreton Drax Plunkett, Baron",,,"m","ir","1878-1957.",1937,,1937,3,3,,"New York|G. P. Putnam's sons|c1937","NotFiction",,"novel","Rory and Bran"
"mdp.39015063917739","Ertz, Susan",,,"f","uk","1887-1985.",1939,,1939,2,2,,"New York|London|D. Appleton-Century company, incorporated|1939.","Fiction",,"novel","One fight more"
"uc1.b4110045","Saroyan, William",,,"m","us","1908-1981.",1939,,1939,2,2,,"Boston, Mass.|Hairenik Press|1939.","Fiction|ContainsBiogMaterial","Armenian literature|Translations into English","shortstories","Hairenik, 1934-1939. An anthology of short stories and poems by young Armenian writers in the United States, and translations of selected short stories from the original Armenian, collected from issues of the Hairenik weekly, 1934-1938 inclusive"
"uc1.$b87322","Frankau, Gilbert",,,"m","uk","1884-1952.",1943,1942,1943,2,2,,"New York|E. P. Dutton & Co.|1943.","Fiction|NotFiction",,"novel","World without end; a novel"
"mdp.39015066681480","Pritchett, V. S. (Victor Sawdon)",,,"m","uk","1900-1997.",1945,,1945,3,3,,"London|Chatto & Windus|1945.","Fiction|UnknownGenre|NotFiction",,"shortstories","It may never happen : and other stories"
"mdp.39015028692120","Wilder, Robert",,,"m","us","1901-1974.",1946,1945,1946,2,2,,"New York|Putnam|1946","Fiction",,"novel","Written on the wind, a novel"
"mdp.39015031228607","Davis, H. L. (Harold Lenoir)",,,"m","us","1896-1960.",1949,,1949,3,3,,"New York|W. Morrow|1949.","Fiction",,"novel","Beulah Land"
"wu.89058151408","Faulkner-Horne, Shirley",,,"f","uk","1919-",1949,,1949,2,2,,"London|Witherby|1949","NotFiction","Horsemanship in literature|English literature","shortstories","The horse-lovers' anthology"
"uc1.$b392395","Green, Julien",,,"m","us","1900-1998.",1951,1950,1951,2,2,,"New York|Macmillan|1951.","Fiction|NotFiction",,"novel","Moira"
"mdp.39015038231034","Gorbatov, Boris Leontʹevich",,,"m","ru","1908-1954.",1953,1945,1953,3,3,,"Moscow|Foreign Languages Publishing House|1953.","NotFiction",,"novel","Donbas : a novel"
"mdp.39015014858594","Webber, Gordon",,,"m","us","1912-1986.",1954,1954,1954,2,2,,"Boston|Little, Brown|1954.","Fiction",,"novel","The far shore"
"uc1.$b323008","Bellasis, M. (Margaret)",,,"f","ca","1884-1961.",1955,,1955,2,2,,"New York|Coward-McCann|1955, c1954","NotFiction",,"novel","Mrs. Betsey"
"mdp.39015016445929","Chase, Ilka",,,"m","us","1905-1978.",1956,,1956,2,2,,"Garden City, N.Y.|Doubleday|1956.","Fiction",,"novel","The island players"
"uc1.b4088677","Spark, Muriel",,,"f","uk","1918-2006.",1958,1958,1958,3,3,,"London|Macmillan|1958.","Short stories|NotFiction",,"shortstories","The go-away bird, with other stories"
"mdp.39015001988560","Lu, Xun",,,"m","ch","1881-1936.",1960,1935,1936,4,3,,"Peking|Foreign Languages Press|1960.","Fiction|UnknownGenre|NotFiction","Lu, Xun|1881-1936|Translations into English","shortstories","Selected stories of Lu Hsun pseud"
"mdp.39015000649353","Espinàs, Josep Maria",,,"m","es","1927-",1961,,1961,2,2,,"New York|Pantheon|c1961.","Fiction",,"novel","By nature equal"
"mdp.39015002754367","Salamanca, J. R",,,"m","us","1922-2013.",1961,,1961,2,2,,"New York|Simon and Schuster|1961.","Fiction",,"novel","Lilith"
"mdp.39015000017445","Hill, Herbert, ed.",,,"m","us","1924-2004.",1963,1962,1963,3,3,,"New York|Knopf|1963.","NotFiction","Literary collections|African American authors|American literature|African Americans|20th century","shortstories","Soon, one morning; new writing by American Negroes, 1940-1962"
"mdp.39015010766171","Fallaci, Oriana",,,"f","it","1929-2006.",1966,1966,1966,2,2,,"New York|Atheneum|1966.","UnknownGenre","National Aeronautics and Space Administration|United States|Officials and employees","nonfic","If the sun dies"
"mdp.39015005172427","Tchernowitz-Avidar, Yemimah",,,"f","is","1909-",1969,,1969,2,2,,"Ramat-Gan|Massada|1969","Fiction",,"novel","The daughter; the diary of an Israeli girl"
"uc1.$b795540","Litvinov, Ivy",,,"f","uk","1889-1977.",1971,1971,1971,2,2,,"New York|Viking Press|1971","Fiction","Manners and customs|Fiction","novel","She knew she was right;"
"mdp.39015008170840","Oz, Amos",,,"m","is","1939-",1972,1968,1972,10,10,,"New York|Knopf; [distributed by Random House|1972.","Fiction",,"novel","My Michael"
"mdp.39015041169767","Malouf, David",,,"m","au","1934-",1975,,1975,2,2,,"St. Lucia, Q.|University of Queensland Press|1975.","Fiction",,"novel","Johnno : a novel"
"mdp.39015007033346","Cheever, John",,,"m","us","1912-1982",1978,,1978,5,5,,"New York|Alfred A. Knopf|1978.","Fairfield|NotFiction|Fiction|Publishers' advertisements|Typefaces (Type evidence)",,"shortstories","The stories of John Cheever"
"mdp.49015000703570","Fraser, George MacDonald",,,"m","uk","1925-2008.",1978,1977,1978,2,2,,"New York|Knopf : distributed by Random House|1978, c1977.","Bibliographies|Fiction","Madagascar|Borneo|British|Soldiers|Fiction|Flashman, Harry Paget (Fictitious character)","novel","Flashman's lady"
"mdp.49015001035089","Agee, Jonis",,,"f","us",,1981,,1981,2,2,,"West Branch, Iowa|Toothpaste Press|1981.","Fiction",,"poetry","Mercury"
"mdp.49015002980614","Moss, Robert",,,"m","au","1946-",1983,,1983,2,2,,"New York|Simon and Schuster|c1983.","Fiction|NotFiction",,"novel","Monimbo : a novel"
"uc1.b4360995","Wharton, William",,,"m","us","1925-2008.",1985,,1985,2,2,,"New York|Knopf|1985.","Fiction","Boys|Depressions|Fiction","novel","Pride"
"mdp.39015062896264","Cohen, William S","with Gary Hart",,"m","us","b. 1940.",1985,,1985,2,2,,"New York|William Morrow|c1985.","Novel",,"novel","The double man"
"mdp.39015021940344","Sandel, Cora",,,"f","no","1880-1974.",1986,,1974,3,3,,"London|P. Owen|1986.","Fiction|UnknownGenre","1880-1974|Sandel, Cora|Translations into English","shortstories","The silken thread : stories and sketches"
"mdp.39015011697342","Johnson, Diane",,,"f","us","1934-",1987,,1987,2,2,,"New York|Knopf|Distributed by Random House|1987.","Fiction|NotFiction","Americans|Women|Fiction|Iran","novel","Persian nights"
"mdp.39015013445427","Powers, J. F. (James Farl)",,,"m","us","1917-1999.",1988,,1988,2,2,,"New York|A.A. Knopf|1988.","Fiction","Clergy|Vietnam War, 1961-1975|Fiction|Catholics|Middle West","novel","Wheat that springeth green"
"mdp.39015054154185","Banti, Anna",,,"f","it","1895-1985.",1988,1953,1988,3,3,,"Lincoln|University of Nebraska Press|1995, c1988.","Fiction|Biographical fiction|NotFiction","1593-1652 or 3|Women painters|Gentileschi, Artemisia|Fiction","novel","Artemisia"
"mdp.39015047522399","Millhauser, Steven",,,"m","us","b. 1943.",1990,,1990,2,2,,"New York|Poseidon Press|1990.","Fiction",,"shortstories","The Barnum Museum : stories"
"uc1.b4439432","Giles, Jeff",,,"m","us",,1992,,1992,2,2,,"New York|Ticknor & Fields|1992.","Fiction|Autobiographical fiction",,"novel","Back in the blue house"
"uc1.b4355154","Poverman, C. E",,,"m","us","1944-",1992,,1992,2,2,,"Princeton|Ontario Review Press|New York, NY|Distributed by G. Braziller|c1992.","Fiction",,"shortstories","Skin : stories"
"mdp.39015009126478","Brookner, Anita",,,"f","uk","1928-2016.",1993,1993,1993,2,2,,"New York|Random House|c1993.","Domestic fiction|Fiction|NotFiction","Women|Fiction|Families","novel","Dolly"
"mdp.39015032572284","Karunaratna, Suvimalee",,,"f","in","1939-",1993,,1993,2,2,,"Colombo?|Suvimalee Karunaratna|1993.","Fiction",,"novel","Lake marsh"
"mdp.39015032612833","Carroll, Jonathan",,,"m","us","1949-",1994,,1994,2,2,,"New York|Doubleday|c1994.","Fiction|Slipstream","Fiction|Death","novel","From the teeth of angels"
"uc1.b4146227","Jelinek, Elfriede",,,"f","aus","1946-",1994,1975,1994,3,3,,"London|New York|Serpent's Tail|1994.","Fiction","Fiction","novel","Women as lovers"
"mdp.39015047737906",,,,,"ma",,1998,,1998,2,2,,"Kuala Lumpur|Dewan Bahasa dan Pustaka|1998.","Fiction","Malaysian literature|Malaysian literature (English)|Malaysia|Translations into English|Authors, Malay","shortstories","Malaysian literary laureates : selected works"
"uc1.32106014833021","Stock, Francine",,,"f","uk","b. 1958.",1999,1999,1999,2,2,,"London|Chatto & Windus|1999","Fiction","Secret service|Great Britain|England|Fiction|Older women|Aliens|Television journalists|Civil service pensioners|World War, 1939-1945|Italians","novel","A foreign country"
"mdp.39015051311986","Lustig, Arnošt",,,"m","cz","1926-2011.",2001,,2001,2,2,,"Evanston, Ill.|Northwestern University Press|c2001","Fiction",,"novel","The house of returned echoes"
"mdp.39015061860105","De Souza, Eunice",,,,,,2004,,2004,2,2,,"New Delhi|New York, NY|Puffin Books|2004.","Fiction","India|Legends","shortstories","101 folktales from India"
"mdp.39015060814913","McCormack, Mike",,,"m","ir","1965-",2005,,2005,2,2,,"London|Jonathan Cape|2005","Fiction","Coma|Fiction|Patients|Prison hulks|Identity (Psychology)","novel","Notes from a coma"
"mdp.39015066810543","Bernhard, Thomas",,,"m","aus","b. 1963.",2006,,2006,2,2,,"New York|Knopf|2006","Fiction","Medical students|Fiction|James, Henry|Appreciation|Artists|1843-1916","novel","Frost"
"mdp.39015073934724","Rogler, Lloyd H. (Lloyd Henry)",,,"m",,"1930-",2008,,2008,2,2,,"Walnut Creek, CA|Left Coast Press|c2008.","Fiction","Fiction|Social scientists","shortstories","Barrio professors : tales of naturalistic research"
