docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
nyp.33433074911573	Smith, Charlotte Turner	Smith, Charlotte Turner	1749-1806.	1800	1800	m	1800	1802	London;Printed by and for S. Low;1800-1802.	1800-1802	v. 1.  The story of Edouarda.--v. 2.  The story of Henrietta.--v. 3.  The story of Corisande.--v. 4.  The Hungarian.--v. 5.  The Hungarian (con't.) Leonora.  Guilelmine de Mortivalle.	Fiction	English fiction			7096924.0	enk	1423005	1	1	1	v. 4	4.0	The letters of a solitary wanderer: | containing narratives of various description. | $c: By Charlotte Smith ...	The Hungarian	True	The Hungarian
nyp.33433074911581	Smith, Charlotte Turner	Smith, Charlotte Turner	1749-1806.	1800	1800	m	1800	1802	London;Printed by and for S. Low;1800-1802.	1800-1802	v. 1.  The story of Edouarda.--v. 2.  The story of Henrietta.--v. 3.  The story of Corisande.--v. 4.  The Hungarian.--v. 5.  The Hungarian (con't.) Leonora.  Guilelmine de Mortivalle.	Fiction	English fiction			7096924.0	enk	1423005	1	1	1	v. 5	5.0	The letters of a solitary wanderer: | containing narratives of various description. | $c: By Charlotte Smith ...	The Hungarian (con't.) Leonora.  Guilelmine de Mortivalle	True	The Hungarian (con't.) Leonora.  Guilelmine de Mortivalle
njp.32101037604772	Du Bois, Edward	Du Bois, Edward	1774-1850.	1800	1800	s	1800	    	London;Printed for J. Wright;1800.	1800		Fiction	Godwin, William|1756-1836|St. Leon: a tale of the sixteenth century			11776820.0	enk	9472201	1	1	1			St. Godwin: | a tale of the sixteenth, seventeenth, and eighteenth century. | $c: By Count Reginald de St. Leon [pseud.]		True	St. Godwin: a tale of the sixteenth, seventeenth, and eighteenth century
hvd.hn2he3	Kendall, Edward Augustus	Kendall, Edward Augustus	1776?-1842.	1800	1800	s	1800	    	London;Printed for E. Newbery, the corner of St. Paul's Church-yard, by G. Woodfall, Paternoster-Row;1800.	1800	The fire -- George, or, The best method of finishing a task -- Augustus, or, The blessings of obedience -- Little Zoe -- Little Martin -- Henrietta, the good-natured -- The kite -- Arthur Heedless, a character -- Rashness, or, The stories of the Persian and his dog, and of the king and his hawk -- The spoilt children -- Cecilia Longville -- Little George -- Rodolphus, or, The danger of falsehood -- Leopold -- Good behavior to servants -- The garden -- Charlotte -- The work-bag -- The peaches --	Juvenile audience|Fiction	Conduct of life|Children's stories|Juvenile literature			20808179.0	enk	9712116	1	1	1			The stories of Senex, or, Little histories of little people / | $c: by E.A. Kendal ...		True	The stories of Senex, or, Little histories of little people
hvd.hn2he5				1800	1800	s	1800	    	London;Printed for Vernor and Hood;1800.	1800		Fiction				15735234.0	enk	9711432	1	1	1			The Governess, or, Evening amusements at a boarding school.		True	The Governess, or, Evening amusements at a boarding school
nyp.33433074910278	Moore, John	Moore, John	1729-1802.	1800	1800	s	1800	    	London;Printed for G. G. and J. Robinson;1800.	1800		NotFiction			PR3605.M5M6 1800	3890141.0	enk	670480	1	5	5	v. 2	2.0	Mordaunt. | Sketches of life, characters, and manners, in various countries; including the Memoirs of a French lady of quality. | $c: By the author of Zeluco & Edward.		True	Mordaunt. Sketches of life, characters, and manners, in various countries; including the Memoirs of a French lady of quality
mdp.39015000623663	Kipling, Rudyard	Kipling, Rudyard	1865-1936.	1800	1800	s	1910	    	New York;Manhattan press;1910?	1910		ContainsBiogMaterial|NotFiction|Fiction|UnknownGenre	English fiction			4361636.0	nyu	590775	2	38	2			Plain tales from the hills / | $c: by Rudyard Kipling.		True	Plain tales from the hills
wu.89001048909	Reade, Charles	Reade, Charles	1814-1884.	1800	1800	q	1800	1995	New York|Collier|1902?	1902		NotFiction				9404730.0	nyu	11984679	1	1	1	9	9.0	The works of Charles Reade.		True	The works of Charles Reade
mdp.39015063947199				1800	1800	s	1800	    	Southwark [London;J. Ker;1800?	"<estimate=""[1800?]"">"	The prophetic warning.--Rinaldo and Adeline.	Fiction			PZ3.P9457	7009684.0	enk	243392	1	1	1			The prophetic warning; | or, The castle of Lindendorff. An original romance. | $c: By a young gentleman of note.		True	The prophetic warning; or, The castle of Lindendorff. An original romance
uva.x000099740	Hamilton, Elizabeth	Hamilton, Elizabeth	1756?-1816.	1800	1800	s	1800	    	Bath;Printed by R. Cruttwell for G.G. and J. Robinson, London;1800.	1800		Fiction|NotFiction			PZ3.H183M	5084139.0	enk	8721527	2	14	12	v.2	2.0	Memoirs of modern philosophers.		True	Memoirs of modern philosophers
nyp.33433074911557	Smith, Charlotte Turner	Smith, Charlotte Turner	1749-1806.	1800	1800	m	1800	1802	London;Printed by and for S. Low;1800-1802.	1800-1802	v. 1.  The story of Edouarda.--v. 2.  The story of Henrietta.--v. 3.  The story of Corisande.--v. 4.  The Hungarian.--v. 5.  The Hungarian (con't.) Leonora.  Guilelmine de Mortivalle.	Fiction	English fiction			7096924.0	enk	1423005	1	1	1	v. 2	2.0	The letters of a solitary wanderer: | containing narratives of various description. | $c: By Charlotte Smith ...	The story of Henrietta	True	The story of Henrietta
njp.32101068142080	Linley, W. (William)	Linley, W. (William)	1771?-1835.	1800	1800	s	1800	    	London;W. Lane;1800.	1800		NotFiction				27533678.0	enk	8967445	1	2	2	v.2	2.0	Forbidden apartments : | a tale.		True	Forbidden apartments : a tale
mdp.39015063931862				1800	1800	s	1800	    	London;Printed and sold by Sabine and son;1800?	"<estimate=""[1800?]"">"		Fiction				66290978.0	enk	449707	1	1	1			The history of Zoa, | the beautiful Indian, daughter of Henrietta de Bellgrave; and of Rodomond ... | $c: To which is added the memoirs of Lucy Harris, a foundling, who, at sixteen years of age, was discovered to be daughter to the Countess of B-- --. A true story.		True	The history of Zoa, the beautiful Indian, daughter of Henrietta de Bellgrave; and of Rodomond
hvd.hwkd6m	Le Maistre, John Gustavus	Le Maistre, John Gustavus	d. 1840.	1801	1801	s	1801	    	Cork;Connor;1801.	1801		NotFiction				13404004.0	ie 	9708463	1	1	1			Frederic Latimer; or, The history of a young man of fashion.		True	Frederic Latimer; or, The history of a young man of fashion
uiuo.ark+=13960=t63496n5k	Moore, George	Moore, George	fl. 1797-1811.	1801	1801	s	1801	    	London;Printed for G.G. and J. Robinson, by R. Noble;1801.	1801						6936332.0	enk	8720059	1	3	3	v.1	1.0	Grasville Abbey		True	Grasville Abbey
uiuo.ark+=13960=t7np2rz8s	Helme, Elizabeth	Helme, Elizabeth	d. 1814?	1801	1801	s	1801	    	London;Printed for Earle and Hemet;1801.	1801						6742922.0	enk	8723511	1	4	4	v.3	3.0	St. Margaret's cave		True	St. Margaret's cave
njp.32101068167160	Dallas, Robert Charles	Dallas, Robert Charles	1754-1824.	1801	1801	s	1801	    	London;Printed by A. Strahan for T. N. Longman and O. Rees;1801.	1801		Fiction				5759790.0	enk	8968358	1	4	4	vol.4	4.0	Percival : | or, Nature vindicted : a novel / | $c: by R. C. Dallas, Esq.; in four volumes; vol. I; [lines from Bacon].		True	Percival : or, Nature vindicted : a novel
uiuo.ark+=13960=t5h99gq2h	Du Bois, Edward	Du Bois, Edward	1774-1850.	1801	1801	s	1801	    	London;Murray and Highley;1801.	1801			823D85O			13326181.0	enk	8721983	1	3	3	v.1	1.0	Old Nick;		True	Old Nick;
nyp.33433075735021	Pestalozzi, Johann Heinrich	Pestalozzi, Johann Heinrich	1746-1827.	1801	1801	s	1801	    	Philadelphia;J. Groff;1801.	1801		NotFiction	Education			16259259.0	pau	8670249	1	1	1			Leonard and Gertrude. | A popular story, written originally in German, translated into French, and now attempted in English, with the hope of its being useful to all classes of society.		True	Leonard and Gertrude. A popular story, written originally in German, translated into French, and now attempted in English, with the hope of its being useful to all classes of society
nyp.33433075755250	Walker, George	Walker, George	1772-1847.	1801	1801	s	1801	    	New York;Printed for the booksellers;1801.	1801		Fiction	English fiction			37311505.0	nyu	8691169	1	1	1	v. 1-3	1.0	The three Spaniards, a romance. | $c: By George Walker ...		True	The three Spaniards, a romance
uiuo.ark+=13960=t4qj7s022	Damer, Anne Seymour Conway	Damer, Anne Seymour Conway		1801	1801	s	1801	    	London;J. Johnson;1801.	1801						3689586.0	enk	8718331	1	3	3	v.2	2.0	Belmour		True	Belmour
njp.32101068167186	Dallas, Robert Charles	Dallas, Robert Charles	1754-1824.	1801	1801	s	1801	    	London;Printed by A. Strahan for T. N. Longman and O. Rees;1801.	1801		Fiction				5759790.0	enk	8968358	1	4	4	vol.2	2.0	Percival : | or, Nature vindicted : a novel / | $c: by R. C. Dallas, Esq.; in four volumes; vol. I; [lines from Bacon].		True	Percival : or, Nature vindicted : a novel
hvd.hn2hej	Semple, Elizabeth	Semple, Elizabeth	fl. 1804-1816.	1801	1801	s	1801	    	London;Printed for E. Lloyd ...;1801.	1801		Juvenile audience|Fiction	Conduct of life|Children			16856814.0	enk	9714515	1	2	2	v.2	2.0	Summer rambles, or, Conversations, instructive and entertaining : | for the use of children : dedicated (by permission) to Her Royal Highness The Princess Charlotte of Wales ... / | $c: by a Lady.		True	Summer rambles, or, Conversations, instructive and entertaining : for the use of children : dedicated (by permission) to Her Royal Highness The Princess Charlotte of Wales
hvd.rsmcsi	Adams, Hannah	Adams, Hannah	1755-1831.	1801	1801	s	1801	    	Boston;Printed by and for Manning & Loring, proprietors, No.2, Cornhill, Boston.;October, 1801.	1801	The 3d ed., with large additions ... Published according to act of Congress.	Fiction	Religion|Dictionaries		BL31.A3 1801	1446704.0	mau	9705980	1	1	1			A view of religions, | in two parts. Pt.I. Containing an alphabetical compendium of the various religious denominations, which have appeared in the world, from the beginning of the Christian era to the present day. Pt.II. Containing a brief account of the different schemes of religion now embraced among mankind. The whole collected from the best authors, ancient and modern. | $c: By Hannah Adams...		True	A view of religions, in two parts. Pt.I. Containing an alphabetical compendium of the various religious denominations, which have appeared in the world, from the beginning of the Christian era to the present day. Pt.II. Containing a brief account of the different schemes of religion now embraced among mankind. The whole collected from the best authors, ancient and modern
mdp.39015065769393	Surr, T. S. (Thomas Skinner)	Surr, T. S. (Thomas Skinner)	1770-1847.	1801	1801	m	1801	1802	London;Printed for T. Hurst;1801-02.	1801-1802		Fiction				21935368.0	enk	122420	1	3	3	v.2	2.0	Splendid misery. | A novel ... | $c: By T. S. Surr.		True	Splendid misery. A novel
umn.31951002017392d				1801	1801	s	1801	    	London;Reprinted for J. Debrett;1801	1801		NotFiction			PK6550T8 1801	54248011.0	ii 	8557750	1	1	1			The Tooti nameh; | or, Tales of a parrot, in the Persian language with an English translation.		True	The Tooti nameh; or, Tales of a parrot, in the Persian language with an English translation
nyp.33433082353917	Keir, Susanna Harvey	Keir, Susanna Harvey	1747-1802.	1802	1802	s	1802	    	Boston;Printed by Munroe & Francis, for S. Hall ... [and 8 others;1802.	1802	The fifth edition.	NotFiction	Children's stories, Scottish			21566087.0	mau	8654928	1	1	1			Interesting memoirs / | $c: by a lady.		True	Interesting memoirs
nyp.33433074857875	Miss. Hatfield, S	Miss. Hatfield, S		1802	1802	s	1802	    	Wilmington [Del.;Bonsal and Niles;1802.	1802		Fiction	English fiction			37256022.0	deu	8669011	1	1	1	v. 1-2	1.0	She lives in hopes; or, Caroline. | A narration founded upon facts. | $c: By Miss Hatfield ...		True	She lives in hopes; or, Caroline. A narration founded upon facts
dul1.ark:/13960/t9f48pv82				1802	1802	m	1802	9999	London|Printed at the Minerva Press, for Lane and Newman|1802-.	1802		Fiction				11738713.0	enk	100073021	1	1	1	v.1	1.0	The castle of Caithness. | A romance of the thirteenth century. | $c: By F. H. P.		True	The castle of Caithness. A romance of the thirteenth century
dul1.ark+=13960=t4vh67297	Grafigny	Grafigny		1802	1802	s	1802	    	Paris;printed for Durand Bookseller;1802.	1802			Utopias			15674607.0	fr 	10943516	1	2	2	v.2	2.0	Letters of a Peruvian princess		True	Letters of a Peruvian princess
njp.32101073253682				1802	1802	s	1802	    	Edinburgh;Printed for the booksellers by Schaw;1802.	1802		NotFiction				42847423.0	stk	9012635	1	1	1	v.2	2.0	Arabian Night's entertainments, | consisting of one thousand and one stories, told by the sultaness of the Indies ... | $c: Tr. into French from the Arabian Mss. by M. Galland; and now done into English from the last Paris edition.		True	Arabian Night's entertainments, consisting of one thousand and one stories, told by the sultaness of the Indies
njp.32101073253690				1802	1802	s	1802	    	Edinburgh;Printed for the booksellers by Schaw;1802.	1802		NotFiction				42847423.0	stk	9012635	1	1	1	v.1	1.0	Arabian Night's entertainments, | consisting of one thousand and one stories, told by the sultaness of the Indies ... | $c: Tr. into French from the Arabian Mss. by M. Galland; and now done into English from the last Paris edition.		True	Arabian Night's entertainments, consisting of one thousand and one stories, told by the sultaness of the Indies
njp.32101068163946				1802	1802	s	1802	    	Cork;Connor;1802.	1802		Fiction				41220928.0	ie 	8968240	1	1	1			The monk of the grotto; or, Eugenio and Virginia; | a tale, | $c: from the French.		True	The monk of the grotto; or, Eugenio and Virginia; a tale
uc1.b3549806				1802	1802	s	1802	    	London;T. Hurst;ca. 1802	1802		NotFiction				13130629.0	enk	6672850	1	1	1			Monkish mysteries; or, The miraculous escape: containing the history and the villanies of the monk Bertrand; | the detection of his impious frauds, and subsequent repentance and retribution.		True	Monkish mysteries; or, The miraculous escape: containing the history and the villanies of the monk Bertrand; the detection of his impious frauds, and subsequent repentance and retribution
nyp.33433074916481	Bellamy, Thomas	Bellamy, Thomas	1745-1800.	1802	1800	s	1802	    	Alexandria [Va.;Printed by Cottom and Stewart;1802.	1802		Fiction	English fiction		PZ3.B4187B	19373691.0	vau	8589900	1	1	1	v. 1-3	1.0	The beggar boy : | a novel / | $c: by the late Mr. Thomas Bellamy.		True	The beggar boy : a novel
nyp.33433074864178	Hays, Mary	Hays, Mary	1759 or 60-1843.	1802	1802	s	1802	    	New York;Printed for Hugh M. Griffith;1802.	1802		Fiction				8266493.0	nyu	8665753	1	1	1			Memoirs of Emma Courtney / | $c: by Mary Hays.		True	Memoirs of Emma Courtney
uiuo.ark+=13960=t2z32gn5j	West	West		1802	1802	s	1802	    	London;Printed by A. Strahan, for T.N. Longman and O. Rees;1802.	1802						4166256.0	enk	8720611	1	3	3	v.1	1.0	The infidel father		True	The infidel father
uiuo.ark+=13960=t6vx10k7w	Melville, Theodore	Melville, Theodore		1802	1802	s	1802	    	London;Crosby and Letterman;1802.	1802						52810973.0	enk	8724257	1	3	3	v.1	1.0	The white knight, or, The monastery of Morne		True	The white knight, or, The monastery of Morne
mdp.39015027528697	Lucas, Charles	Lucas, Charles	1769-1854.	1802	1802	s	1802	    	London;Printed at the Minerva press, for W. Lane;1801.	1801		Fiction			PR4894.L346I6	6901080.0	enk	240310	1	1	1	v.4	4.0	The infernal Quixote. | A tale of the day ... | $c: By Charles Lucas.		True	The infernal Quixote. A tale of the day
uiuo.ark+=13960=t5q81zv8g	Walker, George	Walker, George	1772-1847.	1803	1803	s	1803	    	London;Printed for G. Walker, and T. Hurst, by Exton;1803.	1803			823W15D		PR5708.W57D6	7121292.0	enk	8719363	1	3	3	v.1	1.0	Don Raphael		True	Don Raphael
njp.32101072911082	Arnaud, François-Thomas-Marie de Baculard d'	Arnaud, François-Thomas-Marie de Baculard d'	1718-1805.	1803	1803	s	1803	    	Paris;Laporte;1803.	1803	t. 1-5. Épreuves du sentiment.--t. 6-8. Nouvelles historiques.--t. 9-10. Romans.-- t. 11-12. Théatre.	NotFiction				1429862.0	fr 	9010560	1	2	2	vol. 8	8.0	Œuvres de d'Arnaud.	Nouvelles historiques.--t	True	Nouvelles historiques.--t
uiuo.ark+=13960=t6xw4rw1j	Cuthbertson, Catherine	Cuthbertson, Catherine		1803	1803	s	1803	    	London;Printed for G. and J. Robinson;1803.	1803		Fiction	English fiction			6715920.0	enk	8690976	2	12	12	v.2	2.0	Romance of the Pyrenees		True	Romance of the Pyrenees
njp.32101068177094	Du Bois, Edward	Du Bois, Edward	1774-1850.	1803	1803	s	1803	    	London;T.N. Longman and O. Rees;1803.	1803	2d ed.	Fiction			PZ3.D8515O2	10370714.0	enk	8969050	1	3	3	vol.2	2.0	Old Nick; | a satirical story ... | $c: By the author of A piece of family biography ...		True	Old Nick; a satirical story
uc1.b3553822	Corry, John	Corry, John	approximately 1770-	1803	1803	s	1803	    	London;Printed for B. Crosby and Co.;1803	1803		Fiction	Chapbooks			6921633.0	enk	6673646	2	2	2			The history of Henry Thomson, | or The reward of filial affection. | $c: By John Corry ...		True	The history of Henry Thomson, or The reward of filial affection
hvd.hn2ghd	Sanders, Charlotte	Sanders, Charlotte		1803	1803	s	1803	    	London;Printed for J. Mawman, Poultry, London; and by and for T. Wilson, and R. Spence, High-Ousegate, York;1803.	1803	Holidays at home -- The grandsire's tale -- Rosa, a fiction -- The birth-day -- The fairy of the cake -- The governess -- The giddy girl -- The grandmother -- The bullfinch -- The errors of education.	Juvenile audience|Fiction				29697788.0	enk	9714089	1	1	1			Holidays at home : | written for the amusement of young persons / | $c: by Charlotte Sanders.		True	Holidays at home : written for the amusement of young persons
uva.x000468330	Pérez de Hita, Ginés	Pérez de Hita, Ginés	1544?-1619?	1803	1803	s	1803	    	London;T. Ostell;1803.	1803		NotFiction	History	Granada (Kingdom)	DP115.8P43	62351634.0	enk	9796615	1	1	1			The civil wars of Granada;		True	The civil wars of Granada;
mdp.39015009231708	Day, Thomas	Day, Thomas	1748-1789.	1803	1789	s	1803	    	London;Printed for B. Crosby and co. [etc.;1803.	1803		Juvenile audience|Fiction|NotFiction	Juvenile literature|1748-1789|Friendship|Prejudices|Children's stories, English|Conduct of life|Day, Thomas			31629673.0	enk	285062	1	11	3			The history of Sandford and Merton ... | $c: By Thomas Day.		True	The history of Sandford and Merton
uiuo.ark+=13960=t4pk1235x	Walker, George	Walker, George	1772-1847.	1803	1803	s	1803	    	London;Printed for G. Walker, and T. Hurst, by Exton;1803.	1803			823W15D		PR5708.W57D6	7121292.0	enk	8719363	1	3	3	v.3	3.0	Don Raphael		True	Don Raphael
uiuo.ark+=13960=t8w95tz11	Walker, George	Walker, George	1772-1847.	1803	1803	s	1803	    	London;Printed for G. Walker, and T. Hurst, by Exton;1803.	1803			823W15D		PR5708.W57D6	7121292.0	enk	8719363	1	3	3	v.2	2.0	Don Raphael		True	Don Raphael
nyp.33433074968219	Disraeli, Isaac	Disraeli, Isaac	1766-1848.	1803	1803	s	1803	    	New York;Printed and published by D. Longworth;1803.	1803	The birth of romance.--Mejnoun and Leila; or The Arabian Petrarch and Laura.--Love and humility, a Roman romance.--The lovers; or Origin of the pleasing arts.	Fiction	English fiction			13393866.0	nyu	1909897	1	1	1			Romances | $c: by I. D'Israeli.		True	Romances
hvd.rslysq	Hays, Mary	Hays, Mary	1759 or 60-1843.	1803	1803	s	1803	    	London;Printed for Richard Phillips;1803.	1803		NotFiction	Women|Biography			1390983.0	enk	9706556	1	1	1			Female biography; | or, memoirs of illustrious and celebrated women, of all ages and countries. | $c: Alphabetically arranged.		True	Female biography; or, memoirs of illustrious and celebrated women, of all ages and countries
uiuo.ark+=13960=t3xs6cp6m	Young, Mary Julia	Young, Mary Julia		1803	1803	s	1803	    	London;Printed by D.N. Shury for Crosby and Hughes;1803.	1803						13323844.0	enk	8722931	1	4	4	v.2	2.0	Right and wrong; or, The kinsmen of Naples		True	Right and wrong; or, The kinsmen of Naples
uc2.ark+=13960=t3gx4dk9q	Harley, George Davies	Harley, George Davies	-1811	1804	1804	s	1804	    	Liverpool;J. M'Creery;1804.	1804			Montford, Charles			10201256.0	enk	7915238	2	2	2			Circumstances respecting the late Charles Montford, esq		True	Circumstances respecting the late Charles Montford, esq
uc2.ark+=13960=t4nk38459	Pitt, William	Pitt, William		1804	1804	s	1804	    	London;Printed for T. Payne ... by T. Bensley;1804.	1804			Pitt, William|Camelford, Thomas Pitt|Earl of Chatham|Baron|Correspondence|1708-1778|1737-1793			8738925.0	enk	5818982	2	2	2			Letters written by the late Earl of Chatham to his nephew, Thomas Pitt, esq		True	Letters written by the late Earl of Chatham to his nephew, Thomas Pitt, esq
uiuo.ark+=13960=t3cz3x62n	Edgeworth, Maria	Edgeworth, Maria	1767-1849.	1804	1804	s	1804	    	London;Printed for J. Johnson, St. Paul's Church-yard, by C. Mercier and Co.;1804.	1804		Fiction|NotFiction	Juvenile literature|X823ED3PO|Children's stories, English|Conduct of life			11287183.0	enk	8722402	1	13	6	v.3	3.0	Popular tales		True	Popular tales
dul1.ark+=13960=t6737pj6n	Berquin	Berquin		1804	1804	s	1804	    	New-York;Printed for S. Campbell, E. Duyckinck [etc.] L. Nichols, Printer;1804.	1804			Van Boskerck, William Webb|Children's stories, French|Juvenile fiction|Conduct of life|Baker, Julia Ann M|Provenance			13572242.0	nyu	10942309	1	4	3			The looking-glass for the mind; or, Intellectual mirror		True	The looking-glass for the mind; or, Intellectual mirror
uiuo.ark+=13960=t76t0xv5n	Bisset, Robert	Bisset, Robert		1804	1804	s	1804	    	London;Longman;1804.	1804						13276151.0	enk	8721656	1	3	3	v.3	3.0	Modern literature;		True	Modern literature;
uiuo.ark+=13960=t08w42g96	Pigott, Harriet	Pigott, Harriet		1804	1804	s	1804	    	London;Parsons;1804.	1804						13402317.0	enk	8722505	1	4	4	v.1	1.0	The pride of ancestry: or, Who is she?		True	The pride of ancestry: or, Who is she?
nyp.33433074951975	Dallas, Robert Charles	Dallas, Robert Charles	1754-1824.	1804	1804	s	1804	    	London;Printed for T. N. Longman;O. Rees;1804.	1804		NotFiction				6737461.0	enk	8690990	1	4	4	v. 4	4.0	Aubrey : | a novel.		True	Aubrey : a novel
hvd.hn2her				1804	1804	s	1804	    	London;printed for J.Harris;1804.	1804		NotFiction				237735306.0	enk	9715257	1	1	1			The Tame goldfinch,or The unfortunate neglect.		True	The Tame goldfinch,or The unfortunate neglect
uiuo.ark+=13960=t2j67qh6b	Bisset, Robert	Bisset, Robert		1804	1804	s	1804	    	London;Longman;1804.	1804						13276151.0	enk	8721656	1	3	3	v.2	2.0	Modern literature;		True	Modern literature;
uiuo.ark+=13960=t8nc6b618				1804	1804	s	1804	    	London;Printed for T. Cadell and W. Davies by I. Gold;1804.	1804						6950535.0	enk	1425586	1	1	1	v.1	1.0	The eve of San-Pietro		True	The eve of San-Pietro
mdp.39015014653201	Wieland, Christoph Martin	Wieland, Christoph Martin	1733-1813.	1804	1804	s	1804	    	London;J. Bell;1804.	1804		UnknownGenre				67893592.0	enk	1785300	1	3	3	v.1	1.0	Confessions in Elysium, | or, The adventures of a Platonic philosopher; taken from the German of C. M. Wieland; | $c: by John Battersby Elrington ...		True	Confessions in Elysium, or, The adventures of a Platonic philosopher; taken from the German of C. M. Wieland;
njp.32101066459445	Gooch, Elizabeth Sarah Villa-Real	Gooch, Elizabeth Sarah Villa-Real	b. 1756.	1804	1804	s	1804	    	London;Highley;1804.	1804		NotFiction				43432334.0	enk	8928152	1	2	2	v.3	3.0	Sherwood forest; or, Northern adventures; | a novel ...		True	Sherwood forest; or, Northern adventures; a novel
hvd.hn2ghf	Semple, Elizabeth	Semple, Elizabeth	fl. 1804-1816.	1804	1804	s	1804	    	London;Printed for J. Harris, successor to E. Newbery;1804.	1804		Juvenile audience|NotFiction				17631401.0	enk	9711326	1	1	1			"Gertrude, Agnes and Melite, and Amelia Douglas: | tales, for the instruction and amusement of young persons. | $c: By the author of ""A cup of sweets."""		True	Gertrude, Agnes and Melite, and Amelia Douglas: tales, for the instruction and amusement of young persons
nnc1.1002356589				1805	1805	s	1805	    	London;1805.	1805		NotFiction				35146272.0	enk	8405549	1	1	1	v.1	1.0	Two pilgrims; | a romance.		True	Two pilgrims; a romance
mdp.39015016424155	Helme, Elizabeth	Helme, Elizabeth	d. 1816.	1805	1805	s	1805	    	Brentford;Printed by and for P. Norbury;1805.	1805		Fiction				6635057.0	enk	590332	1	4	4	v.3	3.0	The pilgrim of the cross : | or, The chronicles of Christabelle de Mowbray : an ancient legend / | $c: by Elizabeth Helme.		True	The pilgrim of the cross : or, The chronicles of Christabelle de Mowbray : an ancient legend
nnc1.1002356538				1805	1805	s	1805	    	London;1805.	1805		NotFiction				35146272.0	enk	8405549	1	1	1	v.2	2.0	Two pilgrims; | a romance.		True	Two pilgrims; a romance
nyp.33433066604392	M. Berquin, (Arnaud)	M. Berquin, (Arnaud)	1747-1791.	1805	1791	s	1805	    	Philadelphia;Printed and sold by John Bioren;1805?	1805		Juvenile audience|Fiction|NotFiction	Children's stories, French|Juvenile fiction|Conduct of life			1011924.0	pau	8689212	1	3	2			[The looking-glass for the mind, | or The juvenile friend, | $c: being a valuable collection of interesting and miscellaneous incidents calculated to exhibit to young minds the happy effects of youthful innocence, and filial affection; in prose and verse: designed to improve and amuse the rising generation. Embellished with a elegant frontispiece, and seventy-three cuts.		True	[The looking-glass for the mind, or The juvenile friend
nyp.33433075736870	Gessner, Salomon	Gessner, Salomon	1730-1788.	1805	1788	s	1805	    	London;Published by James Cundee;1805.	1805		NotFiction				4754060.0	enk	8590010	1	1	1	v. 2	2.0	The works of Solomon Gessner; | translated from the German. With notes, critical and explanatory, to which is prefixed, a copious memoir of the life of the author.		True	The works of Solomon Gessner; translated from the German. With notes, critical and explanatory, to which is prefixed, a copious memoir of the life of the author
mdp.39015016424148	Helme, Elizabeth	Helme, Elizabeth	d. 1816.	1805	1805	s	1805	    	Brentford;Printed by and for P. Norbury;1805.	1805		Fiction				6635057.0	enk	590332	1	4	4	v.2	2.0	The pilgrim of the cross : | or, The chronicles of Christabelle de Mowbray : an ancient legend / | $c: by Elizabeth Helme.		True	The pilgrim of the cross : or, The chronicles of Christabelle de Mowbray : an ancient legend
nyp.33433076082514	Melmoth, Sydney	Melmoth, Sydney		1805	1805	s	1805	    	Huddersfield;Printed by Brook and Lancashire for S. Crosby and Co.;1805.	1805		NotFiction				37887894.0	enk	8681105	1	1	1			Beauties of English prose / | $c: selected by Sidney Melmoth.		True	Beauties of English prose
dul1.ark+=13960=t89g6ct7k	Edgeworth, Maria	Edgeworth, Maria	1767-1849.	1805	1805	s	1805	    	London;J. Johnson;1805.	1805		NotFiction				2795881.0	enk	8885168	1	2	2			The modern Griselda		True	The modern Griselda
uiuo.ark+=13960=t1hh6st5v	Charlton, Mary	Charlton, Mary		1805	1805	s	1805	    	London;Printed at the Minerva-Press, for Lane, Newman, and Co.;1805.	1805						6688411.0	enk	8720425	1	2	2	v.2	2.0	The homicide		True	The homicide
uiuo.ark+=13960=t70v93r77	Opie, Amelia Alderson	Opie, Amelia Alderson	1769-1853.	1805	1805	s	1805	    	London;Longman, Hurst, Rees, & Orme; [etc., etc.;1805.	1805						1160880.0	enk	1423615	1	2	2	v.3	3.0	Adeline Mowbray		True	Adeline Mowbray
nyp.33433074869425	Ireland, W. H. (William Henry)	Ireland, W. H. (William Henry)	1777-1835.	1805	1805	s	1805	    	London;C. Chapple;1805.	1805		Fiction	Queen of Scots|Fiction|1542-1587|Mary		PR4821.I5A67	3461935.0	enk	8665292	1	1	1			Effusions of love from Chatelar to Mary, queen of Scotland. | $c: Translated from a Gallic manuscript, in the Scotch college at Paris. Interspersed with songs, sonnets, and notes explanatory, by the translator.		True	Effusions of love from Chatelar to Mary, queen of Scotland
hvd.hwspyj	Zschokke, Heinrich	Zschokke, Heinrich	1771-1848.	1805	1805	s	1805	    	London;Printed by D.N. Shury, for J.F. Hughes;1805.	1805		Fiction|UnknownGenre				7129916.0	enk	1422754	1	3	1			The bravo of Venice, | a romance: | $c: translated from the German by M. G. Lewis ...		True	The bravo of Venice, a romance:
