docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
uiuo.ark+=13960=t4fn1v66s	James, G. P. R	James, G. P. R. (George Payne Rainsford)	1801?-1860.	1851	1851	s	1851	    	London;Thomas Cautley Newby;1851.	1851			823J23FA			18788392.0	enk	8719703	1	2	2	v.2	2.0	The fate		True	The fate
nyp.33433082288626				1851	1851	s	1851	    	New York : Leavitt;1851.	1851		NotFiction	Gift books			1944014.0	nyu	8655612	1	1	1	1851		The Irving offering : | a token of affection, for 1851.		True	The Irving offering : a token of affection, for 1851
uiuo.ark+=13960=t6sx6xq74	Smedley, Menella Bute	Smedley, Menella Bute		1851	1851	s	1851	    	London;G. Hoby;1851.	1851						4110693.0	enk	8723528	1	2	2	v.2	2.0	The story of a family		True	The story of a family
nyp.33433075754642	Tayler, Charles B. (Charles Benjamin)	Tayler, Charles B. (Charles Benjamin)	1797-1875.	1851	1851	s	1851	    	New York;Stanford and Swords;1851.	1851		NotFiction			PZ3.T211 A	6524049.0	nyu	8668497	1	1	1			The angels' song : | a Christmas token. | $c: By Charles B. Tayler.		True	The angels' song : a Christmas token
uc1.$b358653	Baron, Lytton, Edward Bulwer Lytton	Lytton, Edward Bulwer Lytton, Baron	1803-1873.	1852	1852	m	1852	18	London;New York;G. Routledge;1852?	1852	v.1; Devereux. Godolphin.- v.2; Ernest Maltravers. Alice.- v.3; The Caxtons.- v.4; The coming race. Falkland. Zicci. Pausanias the Spartan.- v.5 ; Pelham. The disowned.- v.6; Eugene Aram. Zanoni.- v.7; Harold.- v.8; Kenelm Chillingly.- v.9; The last of the barons.- v.10; Leila. Calderon the courtier. The pilgrims of the Rhine.- v.11; Night and morning.- v.12-13; My novel.- v. 14; The Parisians.- v.15; Paul Clifford.- v.16; Rienzi. - v.17; A strange... For complete contents see shelf list.	Fiction|NotFiction	the Spartan|Fiction|Pausanias				   	9996674	1	2	1	v. 4	4.0	Bulwer Lytton's novels.	; The coming race. Falkland. Zicci. Pausanias the Spartan	True	; The coming race. Falkland. Zicci. Pausanias the Spartan
njp.32101067178184	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1852	1852	s	1852	    	New York;D. Appleton and company;1852.	1852		Fiction				7415705.0	nyu	8590000	1	1	1			Men's wives. | $c: By William M. Thackeray.		True	Men's wives
uc1.$b358655	Baron, Lytton, Edward Bulwer Lytton	Lytton, Edward Bulwer Lytton, Baron	1803-1873.	1852	1852	m	1852	18	London;New York;G. Routledge;1852?	1852	v.1; Devereux. Godolphin.- v.2; Ernest Maltravers. Alice.- v.3; The Caxtons.- v.4; The coming race. Falkland. Zicci. Pausanias the Spartan.- v.5 ; Pelham. The disowned.- v.6; Eugene Aram. Zanoni.- v.7; Harold.- v.8; Kenelm Chillingly.- v.9; The last of the barons.- v.10; Leila. Calderon the courtier. The pilgrims of the Rhine.- v.11; Night and morning.- v.12-13; My novel.- v. 14; The Parisians.- v.15; Paul Clifford.- v.16; Rienzi. - v.17; A strange... For complete contents see shelf list.	NotFiction					   	9996674	1	1	1	v. 6	6.0	Bulwer Lytton's novels.	; Eugene Aram. Zanoni	True	; Eugene Aram. Zanoni
uc1.$b358650	Baron, Lytton, Edward Bulwer Lytton	Lytton, Edward Bulwer Lytton, Baron	1803-1873.	1852	1852	m	1852	18	London;New York;G. Routledge;1852?	1852	v.1; Devereux. Godolphin.- v.2; Ernest Maltravers. Alice.- v.3; The Caxtons.- v.4; The coming race. Falkland. Zicci. Pausanias the Spartan.- v.5 ; Pelham. The disowned.- v.6; Eugene Aram. Zanoni.- v.7; Harold.- v.8; Kenelm Chillingly.- v.9; The last of the barons.- v.10; Leila. Calderon the courtier. The pilgrims of the Rhine.- v.11; Night and morning.- v.12-13; My novel.- v. 14; The Parisians.- v.15; Paul Clifford.- v.16; Rienzi. - v.17; A strange... For complete contents see shelf list.	NotFiction					   	9996674	1	1	1	v. 1	1.0	Bulwer Lytton's novels.	; Devereux. Godolphin	True	; Devereux. Godolphin
uiuo.ark+=13960=t6nz8ts84	Bride	Bride		1852	1852	s	1852	    	London;Thomas Cautley Newby;1852.	1852						57294807.0	enk	8718485	1	3	3	v.3	3.0	The bride elect, a novel		True	The bride elect, a novel
nnc1.cu50383493	Sealsfield, Charles	Sealsfield, Charles	1793-1864.	1852	1852	s	1852	    	London;Ingram, Cooke, & co.;1852.	1852		NotFiction			PZ3.S4383C	998519.0	enk	8423024	1	3	3			The cabin book: | or, National characteristics. | $c: By Charles Sealsfield. Tr. from the German, by Sarah Powell.		True	The cabin book: or, National characteristics
mdp.39015059417959	Taylor, Bayard	Taylor, Bayard	1825-1878.	1852	1852	m	1852	1867	New York;G.P. Putnam;1852-1867.	1852-1867		UnknownGenre				67892230.0	nyu	1775339	1	3	3	V.11	11.0	Prose writings of Bayard Taylor ...		True	Prose writings of Bayard Taylor
wu.89087921466	Arthur, T. S. (Timothy Shay)	Arthur, T. S. (Timothy Shay)	1809-1885.	1852	1852	t	1853	1852	Boston;L.P. Crown & Co.;1853, [c1852;(Philadelphia;stereotyped by L. Johnson and Co.)	1853		Fiction				30551126.0	mau	8995035	1	3	3			True riches : | or, Wealth without wings. / | $c: by T.S. Arthur.		True	True riches : or, Wealth without wings
nyp.33433075756100	Sealsfield, Charles	Sealsfield, Charles	1793-1864.	1852	1852	s	1852	    	Edinburgh and;London;W. Blackwood and sons;1852.	1852	Adventures in Louisiana [from Lebensbilder aus der westlichen hemisphaÌre] I. The cypress swamp. II. The bloody blockhouse.--Adventures in Texas [from Das kajuÌtenbuch] I. A scamper in the prairie. II. Lynch law. III. Twenty to one.--Two nights in southern Mexico [from SuÌden und Norden]--A sketch in the tropics [from Das kajuÌtenbuch] I. The fugitive. II. The blockade.	NotFiction	Southwest, Old|Frontier and pioneer life		PZ3.S4383S	5868140.0	stk	6536409	2	2	2			Scenes and adventures in central America, | $c: ed. by Frederick Hardman.		True	Scenes and adventures in central America
uiuo.ark+=13960=t6b286f0k	Crawford, A	Crawford, A		1852	1852	s	1852	    	London;T.C. Newby;1852.	1852						22297045.0	enk	8719369	1	3	3	v.1	1.0	The double marriage		True	The double marriage
uc2.ark+=13960=t7fq9rm4h	Arthur, T. S	Arthur, T. S. (Timothy Shay)	1809-1885.	1852	1852	t	1852	1855	Philadelphia;Lippincott, Grambo;1855, c1852.	1855						2846094.0	pau	7651528	2	2	2			The lost children		True	The lost children
nyp.33433076069602	Lee, Eliza Buckminster	Lee, Eliza Buckminster	1794-1864.	1852	1852	s	1852	    	Boston;Ticknor, Reed, and Fields;1852.	1852		Fiction				6235832.0	mau	8434169	1	1	1			Florence, the parish orphan; | and A sketch of the village in the last century. | $c: By Eliza Buckminster Lee.		True	Florence, the parish orphan; and A sketch of the village in the last century
uiuo.ark+=13960=t7cr65n7z	Daniel, Mackenzie	Daniel, Mackenzie		1852	1852	s	1852	    	London;Newby;1852	1852						34611105.0	enk	8723572	1	3	3	v.2	2.0	The student's wife		True	The student's wife
nyp.33433076065501	Herbert, Henry William	Herbert, Henry William	1807-1858.	1853	1853	s	1853	    	Philadelphia;T. B. Peterson and brothers;1853	1853		Fiction	History|Republic, 265-30 B.C|Fiction	Rome	PZ3.H415Ro	2724396.0	pau	7915385	1	1	1			The Roman traitor: | or, The days of Cicero, Cato and Cataline.  A true tale of the republic. | $c: By Henry William Herbert.		True	The Roman traitor: or, The days of Cicero, Cato and Cataline.  A true tale of the republic
uc2.ark+=13960=t4pk08k78				1853	1853	 	1853	    	Boston;Jenks, Hickling and Swan;1853.	1853						2741800.0	mau	7666573	1	1	1			Mapleton, or, More work for the Maine law		True	Mapleton, or, More work for the Maine law
uiuo.ark+=13960=t6c25js1v	Tautphoeus, Jemima Montgomery	Tautphoeus, Jemima Montgomery		1853	1853	s	1853	    	London;R. Bentley;1853.	1853			English fiction		PR5548.T76C8	9535049.0	enk	8719167	1	4	4	v.2	2.0	Cyrilla		True	Cyrilla
uiuo.ark+=13960=t86h5706q	Tautphoeus, Jemima Montgomery	Tautphoeus, Jemima Montgomery		1853	1853	s	1853	    	London;R. Bentley;1853.	1853			English fiction		PR5548.T76C8	9535049.0	enk	8719167	1	4	4	v.3	3.0	Cyrilla		True	Cyrilla
njp.32101068164175	Maitland, James A	Maitland, James A		1853	1853	s	1853	    	New-York;H. Long & Brother;1853.	1853		Fiction				6260490.0	nyu	8968258	1	1	1			The old doctor: | or, Stray leaves from my journal. | $c: Being sketches of the most interesting reminiscences of a retired physician.		True	The old doctor: or, Stray leaves from my journal
uc2.ark+=13960=t5w669q8k	Haven, Alice B	Haven, Alice B. (Alice Bradley)	1827-1863.	1853	1853	t	1863	1853	New-York;D. Appleton & Co.;1863, c1853.	1863		Fiction|Juvenile audience	Gold mines and mining|Juvenile literature|Frontier and pioneer life|Conduct of life|Juvenile literature|California|Boys|Voyages to the Pacific coast|Gold discoveries|Gold discoveries			9904612.0	nyu	7661896	1	4	4			"""All's not gold that glitters"""		True	"""All's not gold that glitters"""
uc2.ark+=13960=t1rf5kn0t	Arthur, T. S	Arthur, T. S. (Timothy Shay)	1809-1885.	1853	1853	s	1853	    	Boston;L. Crown;1853.	1853						2422771.0	mau	7651553	2	2	2			The way to prosper		True	The way to prosper
uc2.ark+=13960=t40r9t540				1853	1853	s	1853	    	London;Ingram, Cooke, and Co.;1853	1853			Anecdotes		PN6259.A2R3	13172409.0	enk	7691759	1	1	1			The Railway anecdote book		True	The Railway anecdote book
nyp.33433076079304	Huntington, J. V. (Jedediah Vincent)	Huntington, J. V. (Jedediah Vincent)	1815-1862.	1853	1853	s	1853	    	New York;Redfield;1853.	1853	New and rev. ed.	NotFiction				34951903.0	nyu	8658707	1	2	2	v. 1	1.0	Alban : | or the history of a young Puritan / | $c: by J.V. Huntington.		True	Alban : or the history of a young Puritan
nyp.33433075820146	Bungener, Félix	Bungener, Félix	1804-1874.	1853	1853	s	1853	    	Boston;Gould and Lincoln;1853.	1853	--pt.I. A sermon at court.--pt. II. A sermon in the city.--pt. III. A sermon in the desert.	Fiction	History|Fiction|Louis XV, 1715-1774	France	PZ3.B883P	1979746.0	mau	8672509	1	2	2	v. 2	2.0	The priest and the Huguenot; | or, Persecution in the age of Louis XV. | $c: From the French of L. Bungener.	A sermon in the city.--pt	True	A sermon in the city.--pt
uc2.ark+=13960=t3901zw01	Abbot, Anne W	Abbot, Anne W		1853	1853	s	1853	    	Cambridge [Mass.;J. Bartlett;1853.	1853					PS1000.A46A8 1853	42931526.0	mau	5908825	3	3	3			Autumn leaves		True	Autumn leaves
uc2.ark+=13960=t7qn60w4n	Paxton, Philip	Paxton, Philip	1816-1865.	1853	1853	s	1853	    	New York;Redfield;1853.	1853					PZ3.H1885S	1704222.0	nyu	7669308	2	2	2			A stray Yankee in Texas		True	A stray Yankee in Texas
nyp.33433074862305	Cambridge, William G	Cambridge, William G		1853	1853	s	1853	    	Boston;Abel Tompkins and B. B. Mussey;1853.	1853		NotFiction				4452715.0	mau	8658052	1	1	1			Henri : | or, the web and woof of life / | $c: by William G. Cambridge.		True	Henri : or, the web and woof of life
wu.89094583911	Donaldson, Paschal	Donaldson, Paschal		1854	1854	s	1854	    	New York;Carlton & Phillips;1854-	1854		Fiction	Mythology, Classical			50699088.0	nyu	5776475	1	1	1			Conversations on the mythology of the ancients, or, A history of the heathen deities / | $c: by Paschal Donaldson.		True	Conversations on the mythology of the ancients, or, A history of the heathen deities
njp.32101073360370	Woodworth, Francis C. (Francis Channing)	Woodworth, Francis C. (Francis Channing)	1812-1859.	1854	1854	s	1854	    	New York;Clark, Austin & Smith;1854.	1854		Juvenile audience|NotFiction			PZ6.W8Bal	11537647.0	nyu	9014251	1	1	1			The balloon, and other stories ... : | for children / | $c: by Theodore Thinker.		True	The balloon, and other stories ... : for children
njp.32101063600819	Townsend, Frederic	Townsend, Frederic		1854	1854	s	1854	    	New York;D. Appleton;1854.	1854		NotFiction	Social life and customs	Rome	DG78.T7	1149028.0	nyu	8916841	1	1	1			"Letters from Rome, A.D. 138. | $c: By the author of ""Clouds and sunshine"", ""Spiritual visitors"", etc."		True	Letters from Rome, A.D. 138
wu.89088299805	Lover, Samuel	Lover, Samuel	1797-1868.	1854	1854	s	1854	    	Philadelphia;Coates;1854?	1854		Bibliographies|Fiction|NotFiction	Fiction|English literature|Social life and customs|19th century			10241454.0	pau	5974523	1	10	1			Handy Andy : | a tale of Irish life / | $c: by Samuel Lover.		True	Handy Andy : a tale of Irish life
njp.32101067632651	Elder, William	Elder, William	1806-1885.	1854	1854	s	1854	    	New York;J. C. Derby;Boston;Phillips, Sampson & Co.;Cincinnati;H. W. Derby;1854.	1854		Fiction				6169476.0	nyu	8961363	1	1	1			Periscopics: | or, Current subjects extemporaneously treated.		True	Periscopics: or, Current subjects extemporaneously treated
uva.x001687872	Holmes, Mary Jane	Holmes, Mary Jane	1825-1907.	1854	1854	s	1854	    	New York;D. Appleton & co.;1854.	1854	1st ed.	NotFiction				21681478.0	xx 	9793747	1	1	1			Tempest and sunshine; | or, Life in Kentucky.		True	Tempest and sunshine; or, Life in Kentucky
uc2.ark+=13960=t8mc8ss07				1854	1854	s	1854	    	Boston;E. W. Hinks;1854.	1854			VI|United States|Alexander|Anti-Catholicism|Fiction|Sources|Pope|1431-1503			2469512.0	mau	7668934	2	2	2			One link in the chain of apostolic succession		True	One link in the chain of apostolic succession
njp.32101068176690	Davies, Christiana Jane	Davies, Christiana Jane	1822 or 3-1891	1854	1854	s	1854	    	London;Hurst and Blackett;1854.	1854						777071467.0	enk	8969035	1	3	3	v.2	2.0	"The History of Herbert Lake / | $c: bu the author of ""Anne Dysart,"" &c."		True	The History of Herbert Lake
uc2.ark+=13960=t0tq5t878				1854	1854	 	1854	    	Boston;Phillips, Sampson, and Company.;New York;J.C. Derby;1854.	1854			Children's stories|Children and death|Poor|Juvenile fiction			651858.0	mau	7678872	2	2	2			The Cheerful heart; or, ''A silver lining to every cloud.''		True	The Cheerful heart; or, ''A silver lining to every cloud.''
njp.32101065713933	McDuff, J. R	McDuff, J. R		1854	1854	s	1854	    	New York;R. Carter & Bros.;1854.	1854		Fiction				37264542.0	nyu	9244890	1	1	1			"The woodcutter of Lebanon, | and The exiles of Lucerna. | $c: By the author of ""The morning and night watches;"" [i.e. J.R. McDuff]"		True	The woodcutter of Lebanon, and The exiles of Lucerna
nyp.33433074859897	Gwynne, Talbot	Gwynne, Talbot		1854	1854	s	1854	    	New York;Riker, Thorne & Co.;1854.	1854		Fiction	English fiction			37243924.0	nyu	8669268	1	1	1			Nanette and her lovers; | a tale of Normandy. | $c: By Talbot Gwynne [pseud.] ...		True	Nanette and her lovers; a tale of Normandy
uc2.ark+=13960=t45q53b1s	Knighton, W	Knighton, W		1854	1854	s	1854	    	London;Hurst and Blackett;1854.	1854			Description and travel|Sri Lanka		DS489.K71	5194375.0	enk	6659059	1	3	3	v.1	1.0	Forest life in Ceylon		True	Forest life in Ceylon
nyp.33433074864236	Sir, Kaye, John William	Kaye, John William, Sir	1814-1876.	1854	1854	s	1854	    	London;Chapman and Hall;1854.	1854		Fiction	English fiction			13299320.0	enk	8666613	1	2	2	v. 2	2.0	Jerningham: a story.		True	Jerningham: a story
mdp.39015036697095	Mrs. Jameson, (Anna)	Jameson, (Anna), Mrs	1794-1860.	1855	1855	s	1855	    	London;Longmans, Brown, Green, and Longmans;1855.	1855	2d ed., cor.|pt. I. Ethics and character.--pt. II. Literature and art.	Fiction			PR4821.I6C6 1855	4227571.0	enk	158780	1	1	1			A commonplace book of thoughts, memories, and fancies. | Original and selected, | $c: by Mrs. Jameson.		True	A commonplace book of thoughts, memories, and fancies. Original and selected
uiuo.ark+=13960=t8ff4942h	Maberly	Maberly		1855	1855	s	1855	    	London;Hurst and Blackett;1855.	1855					PZ3.M113D	21427198.0	enk	8719333	1	3	3	v.3	3.0	Display		True	Display
nyp.33433088073741				1855	1855	s	1855	    	New York;J.Q. Preble;1855.	1855		Fiction				18141301.0	nyu	8590836	1	1	1			The little Esop.		True	The little Esop
nyp.33433075763684	Tayler, Charles B. (Charles Benjamin)	Tayler, Charles B. (Charles Benjamin)	1797-1875.	1855	1855	s	1855	    	New York;Stanford and Swords;1855.	1855		Fiction	History|English fiction|Fiction	Great Britain		5532138.0	xx 	8668518	1	1	1			Legends and records, chiefly historical / | $c: by Charles B. Tayler.		True	Legends and records, chiefly historical
uiuo.ark+=13960=t5bc4m870	Sinclair, Catherine	Sinclair, Catherine	1800-1864.	1855	1855	s	1855	    	London;R. Bentley;1855.	1855						22231886.0	enk	6061753	1	4	4	v.2	2.0	Cross purposes		True	Cross purposes
njp.32101068162740	Adams, F. Colburn (Francis Colburn)	Adams, F. Colburn (Francis Colburn)		1855	1855	s	1855	    	London;Sampson Low;1855.	1855		Fiction				12622312.0	enk	8968176	1	2	2	vol.1	1.0	Our world, or, The democrat's rule / | $c: by Justia, a Knownothing.		True	Our world, or, The democrat's rule
uc2.ark+=13960=t0pr7sq62	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1855	1855	m	1855	1857	London;Bradbury & Evans;1855-1857.	1855-1857		Fiction|ContainsBiogMaterial|NotFiction	English literature			4538198.0	enk	6059476	1	14	1	v.03	3.0	Miscellanies	The memoirs of Barry Lyndon, Esq. A legend of the Rhine. Rebecca and Rowena. A little dinner at Timmins's. The Bedford-Row conspiracy	True	The memoirs of Barry Lyndon, Esq. A legend of the Rhine. Rebecca and Rowena. A little dinner at Timmins's. The Bedford-Row conspiracy
mdp.39015063602497	Warren, Samuel	Warren, Samuel	1807-1877.	1855	1855	s	1855	    	Edinburgh;London;Wm. Blackwood;1855.	1855	v. 1. The bracelets. My first circuit. Sir William Follett. Memoir of John William Smith. Who is the murderer? The Duke of Marlborough. The paradise in the Pacific. Uncle Tom's cabin. Calais. Pegsworth -- v. 2. The mystery of murder, and its defence. Modern state trials. The martyr patriots. Speculators among the stars. A few personal recollections of Christopher North.	Bibliographies|NotFiction	History|Law			3456646.0	stk	324746	1	1	1	v.2	2.0	Miscellanies, critical, imaginative, and juridical : | contributed to Blackwood's magazine / | $c: by Samuel Warren.	The mystery of murder, and its defence. Modern state trials. The martyr patriots. Speculators among the stars. A few personal recollections of Christopher North	True	The mystery of murder, and its defence. Modern state trials. The martyr patriots. Speculators among the stars. A few personal recollections of Christopher North
nyp.33433082014881	Cooper, James Fenimore	Cooper, James Fenimore	1789-1851.	1855	1851	s	1855	    	London;R. Bentley;1855.	1855		Fiction|NotFiction				3652187.0	xx 	8658627	1	6	2			Wyandotte : | or, the hutted knoll / | $c: by J. Fenimore Cooper...		True	Wyandotte : or, the hutted knoll
wu.89098856669	Piatt, Louise Kirby	Piatt, Louise Kirby	1826-1864.	1855	1855	s	1855	    	New York;J. C. Derby; [etc., etc.;1855.	1855		Fiction	Description and travel	Paris (France)	DC733.P58	6265156.0	nyu	5789490	1	1	1			Bell Smith abroad. | $c: Illustrated by Healy, Walcutt, and Overarche.		True	Bell Smith abroad
njp.32101067634244	Hannay, James	Hannay, James	1827-1873.	1855	1855	s	1855	    	London;Hurst;1855.	1855		NotFiction				43450970.0	enk	8961448	1	3	3	v.2	2.0	Eustace Conyers; | a novel ...		True	Eustace Conyers; a novel
uc1.b4104064	Abbott, Jacob	Abbott, Jacob	1803-1879.	1855	1855	s	1855	    	New York;T. Y. Crowell;1855.	1855	A new ed. /|rev. by the author.	Juvenile audience|Fiction|UnknownGenre				4374571.0	nyu	6155669	1	2	2			Rollo learning to read.		True	Rollo learning to read
mdp.39015064810974	Old Humphrey	Old Humphrey	1787-1854.	1855	1854	s	1855	    	Philadelphia;Presbyterian Board of Publication;ca. 1855	1855		NotFiction	Conduct of life|Conversation			11342451.0	pau	5296020	1	1	1			Learning to converse / | $c: revised by the Editor of the Board.		True	Learning to converse
uc1.b4102448	Newman, John Henry	Newman, John Henry	1801-1890.	1856	1856	s	1856	    	New York;Boston;D. & J. Sadlier & Co.;1856.	1856		Fiction|NotFiction	Church history|Primitive and early church, ca. 30-600|Fiction		PZ3.N465C	2474402.0	nyu	6155078	1	8	2			Callista; | a sketch of the third century.		True	Callista; a sketch of the third century
uc2.ark+=13960=t78s4tc10	Kavanagh, Julia	Kavanagh, Julia	1824-1877.	1856	1856	s	1856	    	New York;Appleton;1856.	1856						29988885.0	nyu	6130931	2	2	2			Rachel Gray		True	Rachel Gray
inu.30000054117191	Sewell, Elizabeth Missing	Sewell, Elizabeth Missing	1815-1906.	1856	1856	s	1856	    	London;Longman, Brown, Green, Longmans, & Roberts;1856.	1856		Fiction				22463818.0	enk	6062084	1	6	5	v.1	1.0	"Ivors / | $c: by the Author of ""Amy Herbert,"" ""Cleve Hall,"" etc."		True	Ivors
nyp.33433074942859	Conybeare, William John	Conybeare, William John	1815-1857.	1856	1856	s	1856	    	New York;Wiley & Halsted;1856.	1856		Fiction					nyu	8584543	1	1	1			Perversion  : | or, the causes and consequences of infidelity, a tale for the times / | $c: by W. J. Conybeare.		True	Perversion  : or, the causes and consequences of infidelity, a tale for the times
uc2.ark+=13960=t45q4sn45	Arthur, T. S	Arthur, T. S. (Timothy Shay)	1809-1885.	1856	1856	s	1856	1852	Philadelphia;J.W. Bradley;1855.	1855						14470375.0	pau	7651547	1	1	1			Tales from real life		True	Tales from real life
uc1.$b807295	Dupuy, Eliza A. (Eliza Ann)	Dupuy, Eliza A. (Eliza Ann)	1814-1881.	1856	1856	s	1856	    	New York;Harper & brothers;1856.	1856		NotFiction	Fiction|Huguenots		PZ3.D929Hu	5745129.0	xx 	6678101	3	3	3			The Huguenot exiles; | or, The times of Louis XIV.  A historical novel.		True	The Huguenot exiles; or, The times of Louis XIV.  A historical novel
uiuo.ark+=13960=t8rb7pg9t	Scott	Scott		1856	1856	s	1856	    	London;R. Bentley;1856.	1856						22174179.0	enk	8721974	1	3	3	v.1	1.0	The old grey church		True	The old grey church
nyp.33433074880802	Marsh-Caldwell, Anne	Marsh-Caldwell, Anne	1791-1874.	1856	1856	s	1856	    	Leipzig;1856.	1856		NotFiction				37294066.0	gw 	8669968	1	7	7	v. 1-2	1.0	"Evelyn Marston; | $c: by the author of ""Emilia Wyndham,"" etc. [Anon.]"		True	Evelyn Marston;
wu.89098877509	Mrs., Kinzie, John H	Kinzie, John H., Mrs	1806-1870.	1856	1856	s	1856	    	New York;Derby & Jackson;Cincinnati;H.W. Derby & co.;1856.	1856		NotFiction	Indians of North America|Northwest, Old|Description and travel|Frontier and pioneer life|Wisconsin|1775-1865|1806-1870|History|Kinzie, John H|Mrs	Northwest, Old|Illinois|Chicago (Ill.)|Portage (Wis.)	F484.3.K5	3989466.0	xx 	5789580	3	6	5			"Wau-bun, the ""early day"" in the North-west. | $c: By Mrs. John H. Kinzie."		True	"Wau-bun, the ""early day"" in the North-west"
uc2.ark+=13960=t78s4nw43	Oertel, Wilhelm	Oertel, Wilhelm	1798-1867.	1856	1856	s	1856	    	New York;Ernst Kaufmann;1856?	1856						12621564.0	nyu	7668856	1	1	1			Simon		True	Simon
uc1.$b809214	Hill, George Canning	Hill, George Canning	1825-1898.	1856	1856	s	1856	    	Boston;Higgins & Bradley;1856.	1856		Fiction|NotFiction				6211155.0	mau	7939030	1	2	2			"Amy Lee; | or, Without and within. | $c: By the author of ""Our parish."""		True	Amy Lee; or, Without and within
nyp.33433082291505				1856	1856	s	1856	    	New York;Richard Marsh;1856.	1856		NotFiction	Wit and humor			22581399.0	nyu	8655651	1	1	1			New book of a thousand anecdotes, wit, humor, odd scraps, tales legends, bon mots, offhand hits, sketches ... | $c: arranged by A. Wag.		True	New book of a thousand anecdotes, wit, humor, odd scraps, tales legends, bon mots, offhand hits, sketches
uc2.ark+=13960=t1hh6mf0f	Jewett, Mrs. Susan W ]	Jewett, Mrs. Susan W ]		1856	1856	s	1856	    	Cincinnati;Truman and Spofford;1856.	1856					PZ3.J552O	1520882.0	xx 	6130967	3	3	3			The old corner cupboard;		True	The old corner cupboard;
coo.31924013459379	Grant, James	Grant, James	1822-1887.	1857	1857	s	1857	    	London;J. & C. Brown;1857?	1857		NotFiction				6821975.0	enk	11250272	1	1	1			The highlanders of Glen Ora.		True	The highlanders of Glen Ora
wu.89098017916	Cummins, Maria S. (Maria Susanna)	Cummins, Maria S. (Maria Susanna)	1827-1866.	1857	1857	s	1857	    	London;Sampson Low, Son, and Co.;1857.	1857		Fiction|NotFiction				11830742.0	enk	5946465	1	3	2			"Mabel Vaughan / | $c: by the author of the ""Lamplighter"" ; edited, by arrangement with the author, by Mrs. Gaskell ..."		True	Mabel Vaughan
nyp.33433082529615	Optic, Oliver	Optic, Oliver	1822-1897.	1857	1857	s	1857	    	Boston;Brown, Bazin;1857.	1857		Juvenile audience|Fiction			PZ7.A22Now6	2953328.0	mau	8654306	1	3	2			Now or never : | or, The adventures of Bobby Bright, a story for young folks / | $c: Oliver Optic [pseud.]		True	Now or never : or, The adventures of Bobby Bright, a story for young folks
uiuo.ark+=13960=t7gq77m0x	Neale, J. M	Neale, J. M		1857	1857	s	1857	    	London;Joseph Masters, Aldersgate Street, and New Bond Street;MDCCCLVII [1857	1857						15324365.0	enk	8721124	1	1	1	Talbot Collection of British Pamphlets		The Lewes Riot		True	The Lewes Riot
coo.31924013521764	Marsh-Caldwell, Anne	Marsh-Caldwell, Anne	1791-1874.	1857	1857	s	1857	    	Leipzig;Tauchnitz;1857.	1857	Copyright ed.	NotFiction				9116534.0	gw 	8666182	2	9	9	v.1	1.0	"The rose of Ashurst, | $c: by the author of ""Emilia Wyndham,"" ""Evelyn Marston,"" etc."		True	The rose of Ashurst
uiuo.ark+=13960=t67375c09	Gore	Gore		1857	1857	s	1857	    	London;Hurst and Blankett;1857.	1857						13297372.0	enk	779303	2	2	2	v.3	3.0	The two aristocracies		True	The two aristocracies
nyp.33433074898986	Manning, Anne	Manning, Anne	1807-1879.	1857	1857	s	1857	    	London;Printed for Arthur Hall, Virtue;1857.	1857		Fiction	English fiction			17277708.0	enk	8666164	1	1	1			"Helen and Olga : | a Russian tale / | $c: by the author of ""Mary Powell."""		True	Helen and Olga : a Russian tale
uiuo.ark+=13960=t4wh36k87				1857	1857	s	1857	    	London;Hurst and Blackett;1857.	1857						60342047.0	enk	8723105	1	1	1	v.3	3.0	The second wife		True	The second wife
uc2.ark+=13960=t46q29319	Wilson, John Mackay	Wilson, John Mackay	1804-1835.	1857	1835	m	1857	1858	Manchester;Ainsworth; (etc., etc.);(1857-58)	1857-1858		Fiction|UnknownGenre	Borders of Scotland|Scottish Borders (Scotland)|Fiction			14228408.0	enk	7693881	1	31	11	v.3	3.0	Wilson's tales of the borders, and of Scotland;		True	Wilson's tales of the borders, and of Scotland;
njp.32101063604563	Mudge, Zachariah Atwell	Mudge, Zachariah Atwell	1813-1888.	1857	1857	t	1861	1857	Boston;Degen & Estes, 23 Cornhill;1861, c1857.	1861		Juvenile audience|NotFiction				26700589.0	mau	8917011	1	2	2			"A will, and a way : |  or, The boy in the city / | $c: by the author of ""Towns of Zion,"" ""Life of Wesley,"" ""Triumphs of industry,"" etc."		True	A will, and a way :  or, The boy in the city
uc2.ark+=13960=t16m39m6z	Bede, Cuthbert	Bede, Cuthbert	1827-1889.	1857	1857	s	1857	    	London;R. Bentley;1857.	1857					PZ3.B726Ne 2	1074276.0	enk	6502151	2	2	2			Nearer and dearer		True	Nearer and dearer
uiuo.ark+=13960=t6rx9nf53	Goodrich, A. M	Goodrich, A. M		1857	1857	s	1857	    	London;J.W. Parker;1857.	1857			English fiction			22121979.0	enk	8664561	2	3	3	v.1	1.0	The myrtle and the heather		True	The myrtle and the heather
