docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
uc1.32106002003793	Saki	Saki	1870-1916.	1930	1916	m	1930	19	London|J. Lane, Bodley Head|1930.	1930		NotFiction|Bibliographies|Fiction|Biography|UnknownGenre	Saki|1870-1916			152407328.0	   	7125017	1	11	10			The short stories of Saki (H.H. Munro) complete, | $c: with an introduction by Christopher Morley.		True	The short stories of Saki (H.H. Munro) complete
njp.32101060906938	Boccaccio, Giovanni	Boccaccio, Giovanni	1313-1375.	1910	1910	s	1910	    	London;Privately printed;1910.	1910		UnknownGenre|NotFiction				11912397.0	enk	8913854	1	14	9	v.1	1.0	The Decameron / | $c: of Giovanni Boccaccio; faithfully translated by J.M. Rigg; illustrated by Louis Chalon.		True	The Decameron
njp.32101060906946	Boccaccio, Giovanni	Boccaccio, Giovanni	1313-1375.	1910	1910	s	1910	    	London;Privately printed;1910.	1910		UnknownGenre|NotFiction				11912397.0	enk	8913854	1	14	9	v.2	2.0	The Decameron / | $c: of Giovanni Boccaccio; faithfully translated by J.M. Rigg; illustrated by Louis Chalon.		True	The Decameron
coo.31924013568609	Wells, H. G. (Herbert George)	Wells, H. G. (Herbert George)	1866-1946.	1912	1912	s	1912	    	Leipzig;B. Tauchnitz;1912.	1912	Copyright ed.	Fiction|UnknownGenre	English fiction			13969688.0	gw 	11405852	1	9	9	v.1	1.0	Marriage / | $c: by H. G. Wells.		True	Marriage
coo.31924064989225	Wells, H. G. (Herbert George)	Wells, H. G. (Herbert George)	1866-1946.	1912	1912	s	1912	    	Leipzig;B. Tauchnitz;1912.	1912	Copyright ed.	Fiction|UnknownGenre	English fiction			13969688.0	gw 	11405852	1	9	9	v.2	2.0	Marriage / | $c: by H. G. Wells.		True	Marriage
nyp.33433074877899	Leacock, Stephen	Leacock, Stephen	1869-1944.	1914	1914	s	1914	    	New York;John Lane company;London;John Lane; [etc., etc.;1914.	1914		Satire|Humorous fiction|NotFiction|Fiction	Canadian fiction|Canadian wit and humor|Rich people|Fiction|Capitalists and financiers		PR6023.E15A8 1914	761295.0	nyu	537425	5	10	9			Arcadian adventures with the idle rich, | $c: by Stephen Leacock.		True	Arcadian adventures with the idle rich
mdp.39015000673486	Johnson, E. Pauline	Johnson, E. Pauline	1861-1913.	1911	1911	s	1911	    	Toronto;McClelland, Goodchild & Stewart, limited;c1911	1911	New ed. ...	UnknownGenre|NotFiction	Folklore|Indians of North America|British Columbia|Vancouver Island|Legends			620419.0	onc	1971838	1	8	8			Legends of Vancouver, | $c: by E. Pauline Johnson (Tekahionwake)		True	Legends of Vancouver
uc2.ark+=13960=t1zc80754	Ward, Humphry	Ward, Mary Augusta	1851-1920.	1911	1911	s	1911	    	Garden City;N. Y., Doublday, Page & company;1911.	1911		Fiction|NotFiction	English fiction			1359172.0	xx 	7695118	1	8	8			The case of Richard Meynell		True	The case of Richard Meynell
loc.ark+=13960=t5s760m21	Conrad, Joseph	Conrad, Joseph	1857-1924.	1912	1912	s	1912	    	New York;London;Harper & Brothers Publishers;1912.	1912		Fiction|Autobiography|NotFiction			PR6005.O4Z5	1075878.0	nyu	666754	4	8	8			A personal record		True	A personal record
uc1.31175034928476	Benson, Robert Hugh	Benson, Robert Hugh, (Spirit)	1871-1914.	1912	1912	c	1912	1930	New York|Kenedy|c1912, 1930.	1912		Fiction|NotFiction				4724563.0	nyu	12433810	1	8	8			Come rack! Come rope! | $c: by Robert Hugh Benson.		True	Come rack! Come rope!
mdp.39015065936125	Galsworthy, John	Galsworthy, John	1867-1933.	1913	1913	s	1913	    	New York;C. Scribner's sons;1913.	1913		Fiction|NotFiction			PZ3.G139D	365621.0	nyu	1020328	3	8	8			The dark flower,		True	The dark flower
wu.89099773699	Churchill, Winston	Churchill, Winston, Sir	1871-1947.	1915	1915	s	1915	    	London;Macmillan;1915.	1915	1st. English ed.	NotFiction				17538811.0	enk	8995965	1	8	8			A far country,/ | $c: by Winston Churchill ... illustrated by Herman Pfeifer.		True	A far country
mdp.39015027190902	Blasco Ibáñez, Vicente	Blasco Ibáñez, Vicente	1867-1928.	1918	1918	s	1918	    	New York;E. P. Dutton & company;1918.	1918		Fiction|UnknownGenre	World War, 1914-1918|Fiction		PZ3.B6125Fo	346175.0	nyu	1050075	4	8	8			The four horsemen of the Apocalypse. | (Los cuatro jinetes del Apocalipsis) | $c: from the Spanish of Vincente Blasco Ibáñez; authorized translation by Charlotte Brewster Jordan.		True	The four horsemen of the Apocalypse. (Los cuatro jinetes del Apocalipsis)
uc2.ark+=13960=t6h12zc73	Dunsany, Edward John Moreton Drax Plunkett	Dunsany, Edward John Moreton Drax Plunkett, Baron	1878-1957.	1918	1918	|	1918	    	Boston;Little, Brown;1918.	1918		UnknownGenre|NotFiction	World War, 1914-1918|Fiction			168203.0	|||	1375665	4	8	8			Tales of war		True	Tales of war
mdp.39015035307506	Stoker, Bram	Stoker, Bram	1847-1912.	1965	1912	s	1965	    	New York|Heritage Press|1965	1965		Gothic fiction|NotFiction|Novel|Bibliographies|Fiction	Vampires|Dracula, Count (Fictitious character)|Fiction|Horror tales, Irish			1572092.0	nyu	2877725	1	12	8			Dracula. | $c: with an introduction by Anthony Boucher ; iIllustrated with wood engravings by Felix Hoffmann.		False	Dracula
mdp.39015023179024	Lincoln, Joseph Crosby	Lincoln, Joseph Crosby	1870-1944.	1910	1910	s	1910	    	New York;A. L. Burt company;1910	1910		Fiction|NotFiction				4625406.0	nyu	280203	2	7	7			The depot master, | $c: by Joseph C. Lincoln. [With four illustrations by Howard Heath.]		True	The depot master
uc1.b4097436	Bennett, Arnold	Bennett, Arnold	1867-1931.	1910	1910	s	1910	    	New York;E. P. Dutton & company;c1910	1910	His vocation -- His love -- His freedom -- His start in life.	Fiction|UnknownGenre|NotFiction	Domestic fiction, English|Fathers and sons|Clayhanger family (Fictitious characters)|Pottery industry|Fiction	Staffordshire (England)|Stoke-on-Trent (England)	PZ3.B438C12	918462.0	nyu	429919	3	10	7	(copy 1)		Clayhanger.		True	Clayhanger
uc2.ark+=13960=t6f18vg7v	Jerome, Jerome K	Jerome, Jerome K. (Jerome Klapka)	1859-1927.	1910	1910	s	1910	    	London;Hurst & Blackett;1910.	1910		UnknownGenre|NotFiction				6185212.0	enk	6060127	1	7	7			The passing of the third floor back		True	The passing of the third floor back
uc2.ark+=13960=t5m902j4s	Henry, O	Henry, O	1862-1910.	1910	1910	t	1918	1910	Garden City, N.Y.;Doubleday, Page & Company, for Review of Reviews;1918, c1910.	1918						26109184.0	nyu	7662109	2	7	7			Strictly business		True	Strictly business
coo.31924022000362	Atherton, Gertrude Franklin Horn	Atherton, Gertrude Franklin Horn	1857-1948.	1910	1910	s	1910	    	Leipzig;B. Tauchnitz;1910.	1910	Copyright ed.	Fiction|NotFiction				22945500.0	gw 	11406234	1	7	7	v.1	1.0	Tower of ivory; | a novel, | $c: by Gertrude Atherton.		True	Tower of ivory; a novel
coo.31924022000370	Atherton, Gertrude Franklin Horn	Atherton, Gertrude Franklin Horn	1857-1948.	1910	1910	s	1910	    	Leipzig;B. Tauchnitz;1910.	1910	Copyright ed.	Fiction|NotFiction				22945500.0	gw 	11406234	1	7	7	v.2	2.0	Tower of ivory; | a novel, | $c: by Gertrude Atherton.		True	Tower of ivory; a novel
wu.89006985188	Wister, Owen	Wister, Owen	1860-1938.	1911	1911	s	1911	    	New York;The Macmillan company;1911.	1911		Fiction|NotFiction			PZ3.W768Me	177868.0	nyu	779382	4	7	7			Members of the family, | $c: by Owen Wister, with illustrations by H. T. Dunn.		True	Members of the family
nyp.33433074881123	Marshall, Archibald	Marshall, Archibald	1866-1934.	1911	1911	s	1911	    	New York;Dodd, Mead & Company;1911.	1911		Fiction|NotFiction			PZ3.M3555El2	692488.0	nyu	7665417	2	7	7			The eldest son, | $c: by Archibald Marshall ...		True	The eldest son
uc2.ark+=13960=t4hm53r17	Morris, Elisabeth Woodbridge	Morris, Elisabeth Woodbridge	1870-1964.	1912	1912	s	1912	    	Boston;New York;Houghton Mifflin company;1912.	1912		NotFiction	Outdoor books|Natural history		PS3525.O74.J6 1912	1363326.0	mau	242088	2	8	7			The Jonathan papers		True	The Jonathan papers
uc2.ark+=13960=t3st7kq42	Gourmont, Remy de	Gourmont, Rémy de	1858-1915.	1912	1912	s	1912	    	London;S. Swift and Co., limited;1912.	1912		NotFiction				1051333.0	enk	7687957	2	7	7			A night in the Luxembourg		True	A night in the Luxembourg
yale.39002014097373	Pringle, Elizabeth W. Allston (Elizabeth Waties Allston)	Pringle, Elizabeth W. Allston (Elizabeth Waties Allston)	1845-1921.	1913	1913	s	1913	    	New York;The Macmillan company;1913.	1913		NotFiction	Georgetown County (S.C.)|South Carolina|Plantation life|19th century|1845-1921|(Elizabeth Waties Allston)|Economic conditions|Social life and customs|Georgetown County|Pringle, Elizabeth W. Allston|History|Rice	Georgetown County (S.C.)	F277.G35P9	1839147.0	nyu	197478	5	7	7			A woman rice planter | $c: [by] Patience Pennington [pseud.] with an introduction by Owen Wister and illustrations by Alice R. H. Smith.		True	A woman rice planter
mdp.39015063546231	Davis, Richard Harding	Davis, Richard Harding	1864-1916.	1913	1913	s	1913	    	Leipzig;B. Tauchnitz;1913.	1913	Copyright ed.|The Red cross girl.--The Grand Cross of the Crescent.--The invasion of England.--Blood will tell.--The sailorman.--The mind reader.--The naked man.	Fiction|NotFiction	American fiction			11074345.0	gw 	285377	1	7	7			The Red cross girl, | $c: by Richard Harding Davis.		True	The Red cross girl
uc2.ark+=13960=t4zg6jm9q	Allinson, Anne Crosby Emery	Allinson, Anne Crosby (Emery), Mrs	1871-1932.	1913	1913	s	1913	    	New York;The Macmillan company;1913.	1913		NotFiction	Rome|Social life and customs		DG78.A6	1150294.0	nyu	653640	6	7	7			Roads from Rome		True	Roads from Rome
uc1.b4373265	Burroughs, Edgar Rice	Burroughs, Edgar Rice	1875-1950.	1913	1913	s	1913	    	New York;Ballantine Books;c1913.	1913		Juvenile audience|Adventure fiction|NotFiction|Fiction|Fantasy fiction	Fiction|Juvenile fiction|Adventure stories|Tarzan (Fictitious character)|Children's literature|Collections			12570090.0	nyu	6228594	1	9	7			The return of Tarzan / | $c: Edgar Rice Burroughs.		True	The return of Tarzan
uc2.ark+=13960=t07w6qj3h	Mackenzie, Compton	Mackenzie, Compton, Sir	1883-1972.	1913	1913	m	1913	1914	London;M. Secker;1913-14.	1913-1914		Fiction|NotFiction				2461814.0	enk	7700897	1	8	7	v.1	1.0	Sinister street		True	Sinister street
uc2.ark+=13960=t1qf91x3f	Mackenzie, Compton	Mackenzie, Compton, Sir	1883-1972.	1913	1913	m	1913	1914	London;M. Secker;1913-14.	1913-1914		Fiction|NotFiction				2461814.0	enk	7700897	1	8	7	v.2	2.0	Sinister street		True	Sinister street
uc2.ark+=13960=t3qv3fs8f	France, Anatole	France, Anatole	1844-1924.	1913	1913	s	1913	    	London;John Lane;1913.	1913		Fiction|UnknownGenre				996518.0	enk	9261956	1	8	7			The gods are athirst ;		True	The gods are athirst ;
uc2.ark+=13960=t2t43k226	Tarkington, Booth	Tarkington, Booth	1869-1946.	1914	1914	s	1914	    	New York;Grosset & Dunlap;c1914.	1914		Bildungsromane|NotFiction|Presentation inscriptions (Provenance)|Fiction|Publishers' advertisements|Juvenile literature	Boys|Fiction|Indiana			796561.0	nyu	6629988	1	7	7			Penrod		True	Penrod
mdp.49015000587163	Fisher, Dorothy Canfield	Fisher, Dorothy Canfield	1879-1958.	1915	1915	s	1915	    	New York;H. Holt;1915.	1915		Fiction|NotFiction	Young women|Middle West|Adolescence|Fiction|Families			13221922.0	nyu	4440844	1	9	7			The bent twig / | $c: by Dorothy Canfield.		True	The bent twig
loc.ark+=13960=t8mc98w74	Gregg, Frank Moody	Gregg, Frank Moody	1864-	1915	1915	s	1915	    	New York;George H. Doran company;c1915	1915		NotFiction	Pilgrims (New Plymouth Colony)|Fiction|Fiction|Massachusetts|History|New Plymouth, 1620-1691|History		F68.G812		nyu	9597336	1	7	7			The founding of a nation		True	The founding of a nation
uc1.b4698027	James, Henry	James, Henry	1843-1916.	1915	1915	s	1915	    	London;M. Secker;1915	1915		Psychological fiction|Fiction|NotFiction	Mentoring of authors|Young men|Fiction|Authors				enk	11256399	1	9	7			The lesson of the master.		True	The lesson of the master
loc.ark+=13960=t13n2np23	Huard, Frances Wilson	Huard, Frances Wilson	b. 1885.	1916	1916	s	1916	    	New York, George H. Doran company;c1916	1916		Autobiography|NotFiction	World War, 1914-1918|Personal narratives		D640.H8	1161745.0	nyu	487334	4	7	7			My home in the field of honor		True	My home in the field of honor
mdp.39015019960767	Wharton, Edith	Wharton, Edith	1862-1937.	1916	1916	s	1916	    	New York;Scribner;1916.	1916		Short stories|Fiction|NotFiction			PS3162.X5 1916	638425.0	nyu	1188233	1	7	7			Xingu, and other stories.		True	Xingu, and other stories
uc1.b4374101	Tarkington, Booth	Tarkington, Booth	1869-1946.	1916	1916	s	1916	    	Garden City, N. Y.;Doubleday, Page & company;1916.	1916		Fiction|NotFiction	Boys|Fiction|Male friendship	Indiana	PS2972.P4 1916	1934137.0	nyu	6060199	3	7	7			Penrod and Sam / | $c: by Booth Tarkington ; illustrated by Worth Brehm.		True	Penrod and Sam
uc1.b3834452	Ervine, St. John G. (St. John Greer)	Ervine, St. John G. (St. John Greer)	1883-1971.	1917	1917	s	1917	    	New York;The Macmillan company;1917.	1917		Fiction|NotFiction			PZ3.E7383C	600121.0	nyu	118772	3	7	7			Changing winds; | a novel, | $c: by St. John G. Ervine.		True	Changing winds; a novel
mdp.39015005192508	Lewis, Sinclair	Lewis, Sinclair	1885-1951.	1917	1917	s	1917	    	New York;Harper;c1917	1917		Fiction|UnknownGenre			PZ3.L5884J	1024225.0	nyu	628789	1	7	7			The job; | an American novel, | $c: by Sinclair Lewis.		True	The job; an American novel
wu.89006531560	Fisher, Dorothy Canfield	Fisher, Dorothy Canfield	1879-1958.	1917	1917	s	1917	    	New York;Henry Holt;1917.	1917		Juvenile audience|Fiction	Aunts and Uncles|Farm life|Fiction|Vermont|Country life	Vermont	PZ7.F532U	8175066.0	nyu	5974492	1	7	7			Understood Betsy / | $c: by Dorothy Canfield.  Illustrations by Ada C. Williamson.		True	Understood Betsy
nyp.33433082405808	Garland, Hamlin	Garland, Hamlin	1860-1940.	1917	1917	s	1917	    	New York;The Macmillan company;1917.	1917		Autobiography|NotFiction	Northeastern States|Northwestern States|Frontier and pioneer life		PS1733.A4	272044.0	nyu	8638916	1	7	7			A son of the middle border, | $c: by Hamlin Garland; with illustrations by Alice Barber Stephens.		True	A son of the middle border
mdp.39015010807835	Mrs., Fraser, Hugh	Fraser, Hugh, Mrs	1851-1922.	1910	1910	s	1910	    	New York;Dodd, Mead and company;1910.	1910		History|Autobiography|NotFiction|Biography	Diplomats' spouses|Social life and customs|Description and travel|-1922|History|Fraser, Hugh|Biography|Mrs	China|Rome (Italy)|Italy	D413.F8A3	408481.0	nyu	157913	1	6	6	v.1	1.0	A diplomatist's wife in many lands, | $c: by Mrs. Hugh Fraser.		True	A diplomatist's wife in many lands
mdp.39015010807827	Mrs., Fraser, Hugh	Fraser, Hugh, Mrs	1851-1922.	1910	1910	s	1910	    	New York;Dodd, Mead and company;1910.	1910		History|Autobiography|NotFiction|Biography	Diplomats' spouses|Social life and customs|Description and travel|-1922|History|Fraser, Hugh|Biography|Mrs	China|Rome (Italy)|Italy	D413.F8A3	408481.0	nyu	157913	1	6	6	v.2	2.0	A diplomatist's wife in many lands, | $c: by Mrs. Hugh Fraser.		True	A diplomatist's wife in many lands
mdp.39015000623465	Kipling, Rudyard	Kipling, Rudyard	1865-1936.	1910	1910	s	1910	    	Garden City, New York;Doubleday, Page & Company;1910.	1910	A charm.--Introduction.--Cold iron.--Cold iron.--The two cousins.--Gloriana.--The looking-glass.--A truthful song.--The wrong thing.--King Henry VII and the shipwrights.--The way through the woods.--Marklake witches.--Brookland road.--The run of the downs.--The knife and the naked chalk.--Song of the men's side.--Philadelphia.--Brother Squaretoes.--If-----.--A St. Helena lullaby.--'A priest in spite of himself.'--'Poor honest men.'--Eddi's service.--The conversion of St. Wilfrid.--Song of the r	Juvenile audience|Fiction|NotFiction			PZ3.K629Re	1130681.0	nyu	590968	3	6	6			Rewards and fairies / | $c: by Rudyard Kipling.		True	Rewards and fairies
uc1.b3326917	Masefield, John	Masefield, John	1878-1967.	1910	1910	s	1910	    	London [etc.;New York;Nelson;1910	1910		Fiction				330359.0	enk	633014	3	6	6			Lost endeavour, | $c: by John Masefield.		True	Lost endeavour
nyp.33433074855374	Galsworthy, John	Galsworthy, John	1867-1933.	1910	1910	s	1910	    	New York;C. Scribner's sons;1910.	1910		Fiction|NotFiction			PZ3.G139Mo	3307594.0	nyu	1020331	3	7	6			A motley,		True	A motley
mdp.39015054040400	Wells, H. G. (Herbert George)	Wells, H. G. (Herbert George)	1866-1946.	1910	1910	s	1910	    	New York;Duffield;1910.	1910		Fiction|NotBiographical|NotFiction			PR5774.N4 1910	1200744.0	nyu	1188100	2	6	6			The new Machiavelli / | $c: by H.G. Wells.		True	The new Machiavelli
mdp.39015026478720	Racovița, Elena (von Dönniges)	Racovița, Elena (von Dönniges)	1845-1911.	1910	1910	s	1910	    	New York;Macmillan;1910.	1910		Autobiography|NotFiction	Germany|(von DoÌnniges)|RacovitÌ¦a, Elena|Princesses|1845-1911|Biography|(von Dönniges)|Racovița, Elena		CT1098.R2A2	2653559.0	nyu	1599064	2	6	6			Princess Helene von Racowitza, | an autobiography; | $c: authorised translation from the German, by Cecil Mar.		True	Princess Helene von Racowitza, an autobiography;
uc1.b4512667	Buchan, John	Buchan, John	1875-1940.	1910	1910	s	1910	    	New York;Doran;c1910.	1910		NotFiction|Adventure stories|Fiction|UnknownGenre	Scots|Clergy|Fiction in English, 1900-1945 - Texts|Fiction|Zulu (African people)|South Africa				nyu	6254090	2	10	6			Prester John, | $c: by John Buchan.		True	Prester John
uc2.ark+=13960=t8nc5ts38	Abbott, Eleanor Hallowell	Abbott, Eleanor Hallowell	b. 1872.	1910	1910	s	1910	    	Grosset & Dunlap;c1910	1910		Fiction|NotFiction				276625.0	xx 	6501204	1	6	6			Molly make-believe		True	Molly make-believe
uc1.$b358469	Phillips, David Graham	Phillips, David Graham	1867-1911.	1910	1910	s	1910	    	New York;Grosset & Dunlap;1910.	1910		Fiction				3895759.0	nyu	9478343	1	6	6			The husband's story : | a novel / | $c: by David Graham Phillips.		True	The husband's story : a novel
uc1.b3796889	Bennett, Arnold	Bennett, Arnold	1867-1931.	1910	1910	s	1910	    	Toronto;Bell & Cockburn;1910.	1910		Fiction|NotFiction	English fiction				   	10159390	1	6	6			Helen with the high hand; | an idyllic diversion.		True	Helen with the high hand; an idyllic diversion
uc2.ark+=13960=t13n22v0b	Grenfell, Wilfred Thomason	Grenfell, Wilfred Thomason, Sir	1865-1940.	1911	1911	s	1911	    	New York;Fleming H. Revell;c1911.	1911			Labrador (N.L.)			480114.0	nyu	152125	4	6	6			Down North on the Labrador		True	Down North on the Labrador
mdp.39015059371875	Merrick, Leonard	Merrick, Leonard	1864-1939.	1911	1911	s	1916	    	New York;London;M, Kennerley;1916.	1916		Fiction|NotFiction	Great Britain|Fiction|Theater			1555394.0	nyu	156957	3	6	6			Conrad in quest of his youth, | an extravagance of temperament, | $c: by Leonard Merrick.		True	Conrad in quest of his youth, an extravagance of temperament
uc2.ark+=13960=t19k4606m	Brady, Cyrus Townsend	Brady, Cyrus Townsend	1861-1920.	1911	1911	s	1911	    	New York;A. L. Burt company;1911	1911						6608003.0	nyu	281018	2	6	6			As the sparks fly upward		True	As the sparks fly upward
mdp.39015031225611	Bennett, Arnold	Bennett, Arnold	1867-1931.	1911	1911	s	1911	    	New York;E. P. Dutton & company;c1911	1911		Fiction	English fiction		PZ3.B438Den	1981726.0	nyu	429922	4	6	6			Denry the audacious, | $c: by Arnold Bennett.		True	Denry the audacious
mdp.39015024469945	de France, Marie	de France, Marie	active 12th century.	1911	1911	s	1911	    	London;J. M. Dent & sons, ltd.;New York;E. P. Dutton & co.;1911	1911	Introduction.--I. Prologue by way of dedication.--II. The lay of Gugemar.--III. The lay of the dolorous knight.--IV. The lay of Eliduc.--V. The lay of the nightingale.--VI. The lay of Sir Launfal.--VII. The lay of the two lovers.--VIII. The lay of the were-wolf.--IX. The lay of the ash tree.--X. The lay of the honeysuckle.--XI. The lay of Equitan.--XII. The lay of Milon.--XIII. The lay of Yonec.--XIV. The lay of the thorn.--XV. The lay of Graelent.--XVI. A story of beyond the sea.--XVII. The ch	UnknownGenre|NotFiction	French literature|English literature|To 1500|Translations from French (Old French)|Translations into English		PQ1494.L3E6 1911	2849341.0	|||	1014647	2	6	6			French mediaeval romances from the lays of Marie de France, | $c: tr. by Eugene Mason.		True	French mediaeval romances from the lays of Marie de France
mdp.39015013273456	graf, Tolstoy, Leo	Tolstoy, Leo, graf	1828-1910.	1911	1910	s	1911	    	New York;T. Y. Crowell & co.;c1911	1911		UnknownGenre|NotFiction			PZ3.T588Re6	1837009.0	nyu	1054980	3	6	6			Resurrection,		True	Resurrection
uc2.ark+=13960=fk92805k0s	London, Jack	London, Jack	1876-1916.	1911	1911	s	1911	    	New York;Review of Reviews Co.;1911	1911		Short stories|Fiction|NotFiction	Fiction|American literature			2393228.0	nyu	6154982	2	9	6			South Sea tales		True	South Sea tales
uc2.ark+=13960=t1jh3f35g	Kester, Vaughan	Kester, Vaughan	1869-1911.	1911	1911	s	1911	    	Indianapolis;The Bobbs-Merrill Company;c1911	1911					PZ3.K489P	284963.0	inu	6678330	4	6	6			The prodigal judge		True	The prodigal judge
uc2.ark+=13960=t10p12n34	Beerbohm, Max	Beerbohm, Max, Sir	1872-1956.	1911	1911	s	1911	    	New York;Boni and Liveright, inc.;c1911.	1911		Love stories|Fiction|College stories	Young women|College students|England|Fiction|Man-woman relationships|Oxford			2978095.0	nyu	7685613	1	7	6			Zuleika Dobson		True	Zuleika Dobson
uc2.ark+=13960=t80k27j15	James, Henry	James, Henry	1843-1916.	1911	1911	s	1911	    	London;Methuen & Co. ltd.;1911	1911		Fiction			PS2116.O8 1911a	3866758.0	enk	9259636	1	7	6			The outcry		True	The outcry
uva.x000957223	Merrick, Leonard	Merrick, Leonard	1864-1939.	1911	1911	s	1911	    	London and New York;M. Kennerley;1911.	1911		Fiction|NotFiction	English fiction		PZ3.M552Po2	1810254.0	xx 	9775799	1	8	6			The position of Peggy, | $c: by Leonard Merrick.		True	The position of Peggy
uc1.31158008560525	Ford, Ford Madox	Ford, Ford Madox	1873-1939.	1911	1911	 	1911	    	London;Constable;1911.	1911		Fiction|NotFiction				1429390.0	   	11719434	1	6	6			Ladies whose bright eyes : | a romance by Ford Madox Hueffer.		True	Ladies whose bright eyes : a romance by Ford Madox Hueffer
nyp.33433074816558	Ade, George	Ade, George	1866-1944.	1912	1912	s	1912	    	Garden City, N. Y.;Doubleday, Page & Co.;1912.	1912		UnknownGenre|NotFiction			PS1006.A6K6 1912	1075671.0	nyu	114406	5	6	6			Knocking the neighbors, | $c: by George Ade ... illustrated by Albert Levering.		True	Knocking the neighbors
mdp.39015031308953	Stephens, James	Stephens, James	1882-1950.	1912	1912	s	1912	    	London;Macmillan and co., limited;1912.	1912		Juvenile audience|Fiction|UnknownGenre|NotFiction			PZ3.S8337Cr	1427667.0	enk	1194583	1	10	6			The crock of gold,		True	The crock of gold
uiuo.ark+=13960=t2w37pr9k	France, Anatole	France, Anatole	1844-1924.	1912	1912	s	1912	    	London;John Lane;New York;John Lane company; [etc., etc.;1912.	1912		Fiction|UnknownGenre	tr|Alfred Richard			3179091.0	enk	1795697	3	8	6			The aspirations of Jean Servien		True	The aspirations of Jean Servien
loc.ark+=13960=t5r78gb92	Andrews, Mary Raymond Shipman	Andrews, Mary Raymond Shipman	d. 1936.	1912	1912	s	1912	    	New York;C. Scribner's sons;1912.	1912		NotFiction	Fiction|Lincoln, Abraham|1809-1865		E457.9.A56	2761813.0	nyu	6522855	4	6	6			The counsel assigned		True	The counsel assigned
uc2.ark+=13960=t4mk67m2j	Davis, Richard Harding	Davis, Richard Harding	1864-1916.	1912	1912	s	1912	    	London;Duckworth & Co.;1912.	1912		Fiction|ContainsBiogMaterial				30153338.0	enk	6607593	1	6	6			The man who could not lose		True	The man who could not lose
uc2.ark+=13960=t8gf0qp7v	Hornung, E. W	Hornung, E. W. (Ernest William)	1866-1921.	1912	1912	s	1912	    	New York;C. Scribner's Sons;1912.	1912		NotFiction			PZ3.H786Fa	7024851.0	nyu	7688699	2	6	6	yr.1912		Fathers of men		True	Fathers of men
nyp.33433074971262	Locke, William John	Locke, William John	1863-1930.	1912	1912	s	1912	    	New York;Grosset & Dunlap;cop. 1912	1912		Fiction	English fiction			37259997.0	nyu	8669241	1	6	6			Stella Maris, | $c: by William J. Locke, illustrations by Frank Wiles.		True	Stella Maris
coo.31924013572650	Williamson, Charles Norris	Williamson, C. N. (Charles Norris)	1859-1920.	1912	1912	s	1912	    	Leipzig;B. Tauchnitz;1912.	1912	Copyright ed.	Fiction|NotFiction				40778513.0	gw 	11405889	1	6	6	v.1	1.0	The heather moon, | $c: by C.N. and A.M. Williamson.		True	The heather moon
coo.31924065000865	Williamson, Charles Norris	Williamson, C. N. (Charles Norris)	1859-1920.	1912	1912	s	1912	    	Leipzig;B. Tauchnitz;1912.	1912	Copyright ed.	Fiction|NotFiction				40778513.0	gw 	11405889	1	6	6	v.2	2.0	The heather moon, | $c: by C.N. and A.M. Williamson.		True	The heather moon
coo.31924022000404	Atherton, Gertrude Franklin Horn	Atherton, Gertrude Franklin Horn	1857-1948.	1912	1912	s	1912	    	Leipzig;B. Tauchnitz;1912.	1912	Copyright ed. ...	Fiction				64079822.0	gw 	11406235	1	6	6	v.1	1.0	Julia France and her times, | a novel, | $c: by Gertrude Atherton.		True	Julia France and her times, a novel
coo.31924022000412	Atherton, Gertrude Franklin Horn	Atherton, Gertrude Franklin Horn	1857-1948.	1912	1912	s	1912	    	Leipzig;B. Tauchnitz;1912.	1912	Copyright ed. ...	Fiction				64079822.0	gw 	11406235	1	6	6	v.2	2.0	Julia France and her times, | a novel, | $c: by Gertrude Atherton.		True	Julia France and her times, a novel
mdp.39015063517422	Burnett, Frances Hodgson	Burnett, Frances (Hodgson)	1849-1924.	1913	1913	s	1913	    	New York;A. L. Burt company;1913	1913		Fiction|NotFiction				5452400.0	nyu	284002	1	6	6			T. Tembarom / | $c: by Frances Hodgson Burnett ; with four illustrations by Charles S. Chapman.		True	T. Tembarom
uc1.b3325381	Parker, Gilbert	Parker, Gilbert, Sir	1862-1932.	1913	1913	s	1913	    	New York;London;Harper & brothers;1913.	1913		Fiction|NotFiction			PZ3.P225J	792794.0	nyu	449563	4	6	6			The judgment house; | a novel, | $c: by Gilbert Parker; illustrated by W. Hatherell, R.I.		True	The judgment house; a novel
uc2.ark+=13960=t5j961j3j	Churchill, Winston	Churchill, Winston, Sir	1871-1947.	1913	1913	s	1913	    	New York;The Macmillan Company;1913.	1913		Fiction			PZ3.C474I	270931.0	nyu	663349	5	6	6			The inside of the cup		True	The inside of the cup
uc2.ark+=13960=t85h7hw3p	Hay, Ian	Hay, Ian	1876-1952.	1921	1921	 	1921	    	Boston;Houghton Mifflin;1921.	1921		NotBiographical|NotFiction				1080341.0	   	7688847	4	28	28	v.0001	1.0	The writings of Ian Hay		True	The writings of Ian Hay
