docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	category	shorttitle
nyp.33433074793831	Corbin, John					1870-1959.	1907		1907	2	2		New York;D. Appleton and 	Fiction			The cave man
nyp.33433082303151	Franklin, Josephine						1865		1865	1	1		Boston;Taggard and Thomps	Juvenile audience|Fiction			Martin and the miller
inu.30000007708815	Collins, Wilkie					1824-1889.	1868		1868	1	1		New York;Harper & brother	NotFiction			The moonstone. A novel
uiuo.ark+=13960=t75t4866z	Roche, Regina Maria					1764?-1845.	1824		1824	4	4	v.4	London;Printed for A. K. 				The tradition of the castle;
nyp.33433074862305	Cambridge, William G						1853		1853	1	1		Boston;Abel Tompkins and 	NotFiction			Henri : or, the web and woof of life
uc2.ark+=13960=t1ng4h02g	Greenleaf, Sue						1906		1906	1	1		New York;B. W. Dodge and 				Don Miguel Lehumada
uiuo.ark+=13960=t44q88r9x	Gore						1838		1838	3	3	v.3	London;H. Colburn;1838.				The heir of Selwood, or, Three epochs of a life
mdp.39015001153629	Christie, Agatha					1890-1976.	1933		1933	1	1		New York|Dodd, Mead & com	Fiction			Thirteen at dinner
coo.31924064998069	White, Percy					1852-1938.	1905		1905	2	2	v.2	Leipzig;B. Tauchnitz;1905	NotFiction			The system
uc2.ark+=13960=t4nk38459	Pitt, William						1804		1804	2	2		London;Printed for T. Pay		Pitt, William|Camelford, 		Letters written by the late Earl of Chatham to his nephew, Thomas Pitt, esq
uc2.ark+=13960=t3dz04t88	Flynn, William J						1919		1919	1	1		New York;J.A. McCann;1919				The barrel mystery
dul1.ark+=13960=t9g45ch9h	Godfrey, Hollis						1908		1908	2	2		Boston;Little, Brown & Co				The man who ended war;
mdp.39015042099278	Head, Ann						1961		1961	1	1		Garden City, N.Y.|Doubled	Fiction			Always in August
hvd.hnn97y	Hood, Thomas					1799-1845.	1827		1827	1	1		London;William H. Ainswor	Fiction			National tales
uiuo.ark+=13960=t7br98r5d							1810		1810	1	1	v.1	London;Printed for the au				The adulteress ; or, anecdotes of two noble families
uc1.$b555827	Trenker, Luis					1892-	1934		1934	1	1		New York|E. P. Dutton and	NotFiction	Mountaineering		Brothers of the snow
uc2.ark+=13960=t4rj4ck98							1846		1846	3	3		New York;Stanford and Swo				Recantation
uc1.$b3181	Branson, Helen Kitchen					1916-	1947		1947	1	1		Pasadena, Calif.|M.S. Sen	NotFiction	Race relations|1905-|Grif		Let there be life: a contemporary account of Edna L. Griffin, M.D
mdp.39015063587474	Majendie, Margaret, Lady					b. 1850.	1881		1881	1	1		New York;G. Munro;1881	Fiction			Giannetto
uc2.ark+=13960=t8mc8ss07							1854		1854	2	2		Boston;E. W. Hinks;1854.		VI|United States|Alexande		One link in the chain of apostolic succession
nyp.33433074852835	Birmingham, George A					1865-1950.	1905		1905	4	4		London;E. Arnold;1905.	Fiction|NotFiction			The seething pot
uc1.$b662534	Nazhivin, Iv. (Ivan)					1874-1940.	1931		1931	1	1		New York|London|Harper & 	Fiction			According to Thomas, an historical novel of the first century
uc2.ark+=13960=t74t6gp9m	Cushing, Paul					1854-1919	1840		1840	3	3	v.2	Edinburgh;W. Blackwood;18				The bull i' th' thorn
mdp.39015028917659	Pradhan, Pabitra Kumar						1992		1992	1	1		Cuttack, Orissa|Toshali B	Fiction			Audible silence
mdp.39015028435223							1992		1992	1	1		New York, N.Y.|Peguin|199	NotFiction	United States|Women autho		Catholic girls
pst.000006161873	Paisley, John Walter						1938		1938	1	1		Boston|The Christopher pu	NotFiction			Ras Bravado
uc1.b4449524	Andress, Lesley						1980		1980	1	1		New York|Putnam|c1980	Fiction			Caper
uiuo.ark+=13960=t9j393d7p	Crumpe						1829		1829	3	3	v.1	London;H. Colburn;1829.		Ireland|Fiction|History|1		Geraldine of Desmond, or, Ireland in the reign of Elizabeth
uiuo.ark+=13960=t1ng57g58							1868		1868	1	1	v.3	London;Tinsley Bros.;1868				Out of the meshes
uiuo.ark+=13960=t7zk5z02q	Brown, Thomas						1819		1819	3	3	v.3	London;Printed for Sherwo				London, or, A month at Steven's
mdp.39015012190651	Maupassant, Guy de					1850-1893.	1917		1893	1	1	v.12	New York;Brunswick Subscr	UnknownGenre			The complete works of Guy de Maupassant. Translations and critical and interpretative essays
pst.000004786689	Chase, James Hadley					1906-1985	1950		1950	1	1		London|Published for the 	NotFiction			Malory
uc2.ark+=13960=t4bp02s9c	James, G. P. R. (George Payne Rainsford)					1801?-1860.	1844		1844	1	1	v.14	London;Smith, Elder and C				[The works
nyp.33433076073646	Warner, Susan					1819-1885.	1877		1877	1	1		New York;R. Carter and Br	Fiction			Pine needles : [a story]
mdp.39015000512742	Simenon, Georges					1903-1989.	1976		1976	2	1		London|Hamilton|c1976.	Novel|Fiction|Detective a	Police|Maigret, Jules (Fi		Maigret and the ghost
uc2.ark+=13960=t7xk8n82d	Lever, Charles James					1806-1872.	1880		1872	1	1	v.12	London, New York;G. Routl				Charles Lever's novels
mdp.39015061866318	Chaffee, Allen						1930		1930	1	1		Springfield, Mass.|McLoug	Novel|Juvenile audience			Lost! : Two boys battle the elements
inu.39000003642282	Harris, Christie						1975		1975	1	1		Toronto|McClelland and St	NotFiction	Folklore|Indians of North		Sky man on the totem pole?
mdp.39015059119886	Nissen, Thisbe					1972-	2004		2004	1	1		New York|Alfred A. Knopf|	Domestic fiction|Novel|Ps	Single mothers|Accident v		Osprey Island
pst.000005455102	Fairchild, Garet						1956		1956	1	1		New York|Exposition Press	NotFiction			Prisoners in the Riff : a novel
mdp.39015049744967	Cather, Willa					1873-1947.	1927		1927	6	4		Boston|New York|Hougton M	Bibliographies|Fiction|No	Fiction|Fiction|Opera|You		The song of the lark
uiuo.ark+=13960=t3bz6v35r	Scott, Walter, Sir					1771-1832.	1818		1818	21	7	v.2	Edinburgh;Printed by Jame	Fiction|UnknownGenre|NotF	Fiction|1671-1734|Rob Roy		Rob Roy
uiuo.ark+=13960=t0qr5fj5r	Savile, Charles Stuart						1842		1842	3	3	v.2	London;R. Bentley;1842.				Karah Kaplan; or, The Koordish chief
mdp.39015018520398	Moggach, Deborah						1990		1990	1	1		London|Heinemann|1990.	Fiction			Stolen
uc2.ark+=13960=t9f47hm13	Holland, J. G. (Josiah Gilbert)					1819-1881.	1864		1864	1	1		New York;C. Scribner;1864				The Bay-path;
mdp.39015001610354	Cheever, John						1977		1977	3	3		New York|Knopf|1977.	Fiction|NotFiction	Large type books		Falconer
mdp.39015060075960	Rosencof, Mauricio						2004		2004	1	1		Albuquerque|University of	Fiction	Uruguay|Jews|Authors, Uru		The letters that never came
uc2.ark+=13960=t6qz22x3r	Harland, Marion					1830-1922.	1876		1876	1	1		New York;G.W. Carleton;18				Jessamine
njp.32101066457449	Collins, Mortimer					1827-1876.	1865		1865	1	1	vol.3	London;J. Maxwell;1865.	NotFiction			Who is the heir? A novel
uc1.b3741192	Wambakha, O						1978		1978	1	1		Nairobi|Kenya Literature 	Fiction			The closed road to Wapi
uc1.32106018712015	Dean, Louise						2005		2005	2	2		London|Scribner|2005	Fiction	Maze Prison (Lisburn, Nor		This human season
mdp.39015066783013	Block, Elizabeth (Elizabeth Ruth)						2005		2005	1	1		New York|Spuyten Duyvil|c	Psychological fiction|Exp	Fiction|Motion picture au		A gesture through time
inu.32000009648280	Green, Frances H. (Frances Harriet)					1805-1878.	1842		1842	1	1		Providence [R.I.;Printed 	Juvenile audience|NotFict	Blacks|Eldridge, Elleanor		Elleanor's second book
mdp.39015065707187	Ripley, Sidney Dillon					1913-2001.	1942		1942	2	2		New York|Harper|1942. --	NotFiction	Denison-Crockett expediti		Trail of2001. the money bird : 30,000 miles of adventure with a naturalist
uc1.b3626218	Paulding, James Kirke					1778-1860.	1835		1835	3	3	v. 2	New York;Harper & brother	Fiction	History|Fiction|Fiction|H		Koningsmarke; or, Old times in the new world
uc2.ark+=13960=t51g0v51c	Daudet, Alphonse					1840-1897.	1898		1897	1	1	v.08	New York;Society of Engli				The novels, romances, and memoirs of Alphonse Daudet
mdp.39015014541265	McGarry, Jean						1987		1987	1	1		Baltimore|Johns Hopkins U	NotFiction			The very rich hours
mdp.39015048891959	Stewart, Fred Mustard					1932-2007.	1978		1978	1	1		New York|Viking Press|197	Fiction			A rage against heaven
mdp.39015056512109	Packer, ZZ						2003		2003	1	1		New York|Riverhead Books|	Fiction	Fiction|Young women|Afric		Drinking coffee elsewhere
uiuo.ark+=13960=t04x5pc89							1811		1811	1	1	v.1	London;printed for C. Cha				Gotha, or Memoirs of the Wurtzburg family, founded on facts
uc1.$b155513	Lehmann, Arthur Heinz					1909-1956.	1955		1954	1	1		New York|Holt|1955,c1954	Fiction			The noble stallion
mdp.39015064003018	Bray, (Anna Eliza), Mrs					1790-1883.	1815		1815	2	1	v.8	London;Longman, Brown, Gr	Fiction			Trials of the heart
uc2.ark+=13960=t0sq8zn5q	Howard, M. W. (Milford Wriarson)					1862-1937.	1921		1921	2	2		Los Angeles, Cal.;Publish				Peggy Ware
uiuo.ark+=13960=t67375c09	Gore						1857		1857	2	2	v.3	London;Hurst and Blankett				The two aristocracies
inu.30000052999335	Ben Odeh, Hikmat						1995		1995	2	2		Irbid|H. Ben Odeh|c1995.	NotFiction	Palestine|Jordan|Fairy ta		Classic Fairy Tales from ancient Palestine and Jordan
uc1.$b103842	Bourne, Peter					b. 1900.	1952		1952	1	1		New York|Putnam|1952	UnknownGenre			The golden road
inu.39000000277678	Apolo, Edia						1982		1982	1	1		Apapa, Lagos, Nigeria|Her	Fiction			Lagos na waa i swear
nnc1.0036685208	duc de, Lévis, Pierre-Marc-Gaston					1764-1830.	1829		1829	2	2	v.1	New-York;Sold by G. & C. 	Fiction			The Carbonaro : Piedmontese tale
loc.ark+=13960=t2d805x4x	Bartlett, Frederick Orin					1876-1945.	1922		1922	1	1		Norwood, Mass.;Priv. prin				Jane and I
uc2.ark+=13960=t7dr2sh01	Bennett, Arnold					1867-1931.	1912		1912	4	2		New York;George H. Doran 	Fiction|NotFiction			The matador of the Five Towns
mdp.39015018053242	Ashley, Robert Paul					1915-	1953		1953	2	2		New York|Rinehart|1953	Fiction	Early modern, 1500-1700|E		Elizabethan fiction
nyp.33433068250780	Moulton, Arthur W. (Arthur Wheelock)						1916		1916	1	1		Boston;R. G. Badger;1916.	NotFiction			It came to pass
pst.000021382758							1954		1954	1	1	win. v.16	New York|Reader's Digest 	NotFiction	Condensed books		Reader's digest condensed books : winter 1954 selections, vol. 16
mdp.39015048712163	Dawson, Fielding					1930-2002.	1985		1985	1	1		Santa Barbara|Black Sparr	Fiction			Virginia Dare : stories, 1976-1981
mdp.39015063918133	Fletcher, J. S. (Joseph Smith)					1863-1935.	1935		1935	1	1		New York|A. A. Knopf|1935	Fiction			The eleventh hour; being the second of the further adventures of Ronald Camberwell
mdp.39015055883816	Gornick, Lisa					1956-	2002		2002	1	1		Chapel Hill, N.C.|Algonqu	Fiction	Psychotherapist and patie		A private sorcery : a novel
uiuo.ark+=13960=t5j96f67z	Cathcart						1833		1833	3	3	v.1	London;Longman;1833.				Adelaide;
mdp.39015065769393	Surr, T. S. (Thomas Skinner)					1770-1847.	1801		1801	3	3	v.2	London;Printed for T. Hur	Fiction			Splendid misery. A novel
uc2.ark+=13960=t9862cj28	Ferguson, Esther Baldwin						1910		1910	1	1	c.2	San Francisco;Gilmartin C		Equality|Social condition		The lump of gold
uc2.ark+=13960=t31261n0t	Daudet, Alphonse					1840-1897.	1898		1897	1	1	v.04	New York;Society of Engli				The novels, romances, and memoirs of Alphonse Daudet
umn.31951002102922y	Goddard, Constance Felicity						1945		1945	1	1		London|J. Cape|1945.	NotFiction			Come wind, come weather
njp.32101068163615							1820		1820	1	1	vol.2	London;T. Egerton;1820.	Fiction			Good-humour; or, My uncle, the general
mdp.39015010397001	Murasaki Shikibu					b. 978?	1976		1976	2	2	v.1	New York|Alfred A, Knopf|	NotFiction			The tale of Genji
uc2.ark+=13960=t1sf2qf1f	Hayes, Clair W. (Clair Wallace)					b. 1887.	1917		1917	2	2		New York;A.L. Burt Co.;c1		France|Fiction|Verdun, Ba		The boy allies at Verdun, or, Saving France from the enemy
nyp.33433074929476	Braddon, M. E. (Mary Elizabeth)					1835-1915.	1873		1873	10	8	v. 2	Leipzig;B. Tauchnitz;1873	NotFiction			Strangers and pilgrims; a novel
wu.89098877509	Kinzie, John H., Mrs					1806-1870.	1856		1856	6	5		New York;Derby & Jackson;	NotFiction	Indians of North America|		"Wau-bun, the ""early day"" in the North-west"
uc2.ark+=13960=t40r9t540							1853		1853	1	1		London;Ingram, Cooke, and		Anecdotes		The Railway anecdote book
nyp.33433087358515	Hunt, Leigh					1784-1859.	1807		1807	1	1	v. 3	London;J. Hunt and C. Rey	Fiction			Johnson. Marmontel
uc1.32106011486914							1988		1988	1	1		New York|Continuum|1988.	Fiction	Short stories, German|Eng		German romantic stories
uc1.32106001693115	Knight, Damon					1922-2002.	1961		1961	1	1		New York|Simon and Schust	NotFiction	Science fiction, American		Far out; 13 science fiction stories
uva.x001850551	Strother, Emily Vielé					1865-	1915		1915	1	1		New York;E. P. Dutton & c	Fiction			Eve Dorre : the story of her precarious youth
nyp.33433076059850	Putnam, Nina (Wilcox), Mrs					1888-1962.	1912		1912	1	1		Garden City, N.Y.;Doubled	Fiction			In search of Arcady
nyp.33433074920962	Leslie, Madeline					1815-1893.	1867		1867	1	1		Boston;Henry A. Young;186	NotFiction			The chest of tools
mdp.39015035016099	Garner, James Finn						1995		1995	1	1		New York|Macmillan|c1995.	Fiction	Large type books|Politica		Politically correct holiday stories : for an enlightened yuletide season
uiuo.ark+=13960=t2x354s13	Ouida					1839-1908.	1878		1878	3	3	v.1	London;Chatto & Windus;18				Friendship
uc1.b3037092							1821		1821	1	1	v.3	London;Hurst, Robinson an	NotFiction			Ballantyne's novelist's library. [With prefatory memoirs by Sir Walter Scott]
uc1.b3336986	Crawford, F. Marion (Francis Marion)					1854-1909.	1882		1882	1	1	v. 17	New York;Collier;c1882-c1	NotFiction			The complete works of F. Marion Crawford
nyp.33433076079304	Huntington, J. V. (Jedediah Vincent)					1815-1862.	1853		1853	2	2	v. 1	New York;Redfield;1853.	NotFiction			Alban : or the history of a young Puritan
mdp.39015035319808	Ėrenburg, Ilʹi͡a					1891-1967.	1949		1949	1	1		New York|Gaer Associates|	Fiction			The storm;
nyp.33433000572291	Hildebrandt, Johann Andreas Christoph					1763-1848.	1851		1848	1	1		New York;M. W. Dodd;1852,	Juvenile audience|NotFict	Description and travel		Winter in Spitzbergen : a book for youth
uc1.$b111806	Wadelton, Maggie Jeanne (Melody) Mrs					1896-	1943		1943	1	1		Indianapolis|New York|The	NotFiction			Maggie no doubt
uc1.$b104884	Richardson, Evelyn May Fox					1902-	1953		1953	1	1		Philadelphia|Macrae Smith	Fiction			Desired haven
nyp.33433076086028							1863		1863	1	1		New York;Dick & Fitzgeral	Fiction	English fiction		Tom Ripon; or, The highwayman and housebreaker
mdp.39015058084958	McQuay, Mike						1985		1985	1	1		Toronto|New York|Bantam|1	Novel	Families of royal descent		Pure blood
mdp.39015056909438	Madhavan, Cauvery						2003		2003	1	1		London|BlackAmber Books|2	Novel	Married people|Fiction|In		The uncoupling
uc1.b28759	Wood, S. R						1894		1894	2	2		Ferndale, Calif.;Matthews				Immanuel
mdp.39015002203357	Fitzgerald, F. Scott (Francis Scott)					1896-1940.	1926		1926	1	1		New York|Scribner's sons|	Fiction			All the sad young men
nyp.33433067303812	Mills, John					-approximately 1885.	1844		1844	3	3	v. 3	London;Saunders and Otley	Fiction			The English fireside : a tale of the past
mdp.39015024079116	Wibberley, Leonard					1915-1983.	1959		1959	1	1		New York|Putnam|c1959.	Fiction			The quest of Excalibur
nyp.33433074870647	Higgins, D. W. David Williams)					b. 1834.	1904		1904	2	2		Toronto;W. Briggs;1904.	Fiction			The mystic spring : and other tales of western life
uc2.ark+=13960=t6j100k2b	Bouilly, Jean Nicolas					1763-1842.	1813		1813	1	1		London;Colburn;1813.		Young women		A father's advice to his daughter; or, Instructive narratives from real life
uc2.ark+=13960=t1hh6mf0f	Jewett, Mrs. Susan W ]						1856		1856	3	3		Cincinnati;Truman and Spo				The old corner cupboard;
njp.32101068162740	Adams, F. Colburn (Francis Colburn)						1855		1855	2	2	vol.1	London;Sampson Low;1855.	Fiction			Our world, or, The democrat's rule
mdp.39015019429110	Texier, Catherine						1990		1990	1	1		New York|Viking|1990.	Fiction			Panic blood
uc2.ark+=13960=t46q29319	Wilson, John Mackay					1804-1835.	1857		1835	31	11	v.3	Manchester;Ainsworth; (et	Fiction|UnknownGenre	Borders of Scotland|Scott		Wilson's tales of the borders, and of Scotland;
mdp.39015078783464	Griffiths, Elly						2009		2009	1	1		London|Quercus|2009.	Novel|Detective and myste	Women archaeologists|Fict		The crossing places
uiuo.ark+=13960=t3st83j7v	Lewis, M. G. (Matthew Gregory)					1775-1818.	1808		1808	2	2	v.2	London;Printed by D.N. Sh				
inu.30000081189692							2001		2001	1	1		Lagos|Synergy Educational	Fiction	Short stories, Nigerian (		The reward and other stories : selected from the third edition of the All-Nigerian Primary School Pupils Story Writing Competition
mdp.39015062686400							1832		1832	2	2	v.2	London;E. Wilson;1832.	Fiction			Fitzgeorge : a novel
uc1.$b116512	Wannan, Bill						1962		1962	1	1		Melbourne|Lansdowne Press	NotFiction	Australian literature|Aus		Modern Australian humour
hvd.hwadvd	Scott, Walter, Sir					1771-1832.	1829		1829	1	1	v.42	Edinburgh;Cadell & compan	Fiction			Waverley novels
njp.32101072911082	Arnaud, François-Thomas-Marie de Baculard d'					1718-1805.	1803		1803	2	2	vol. 8	Paris;Laporte;1803.	NotFiction			Nouvelles historiques.--t
mdp.39015063963261	Verschoyle, Catherine Mildred						1927		1927	1	1		London|New York [etc.|Lon	Fiction			Oldham; a novel
nyp.33433082346044	Langford, George					1876-	1921		1921	1	1		New York;Boni and Liverig	Fiction			Kutnar, son of Pic
pst.000005412082	Howard, Frederick James					1904-	1930		1930	1	1		London|New York [etc.|Lon	NotFiction			The emigrant
uc1.$b115288	José, F. Sionil (Francisco Sionil)					1924-	1962		1960	1	1		Manila|A.D. Benipayo|1962	Fiction			The pretenders & eight short stories
uva.x030802569	Abbott, Jacob					1803-1879.	1871		1871	1	1		New York;Sheldon;1871.	NotFiction			Causey building
mdp.39015010950544	Sherwood, (Mary Martha), 1775-1851, Mrs					1775-1851.	1827		1827	2	2		Wellington;Salop;Printed 	UnknownGenre|NotFiction			The governess; or, The little female academy
uc1.b254220							1815		1815	2	2	v. 3	London;Printed for Longma				Varieties of life;
njp.32101079836282	Stebbins, Callie B						1908		1908	1	1		Lamoni, Iowa;Herald Publi	NotFiction			The silver thimble ; and, The happiest Christmas / by Callie B. Stebbins
njp.32101067627867	Arthur, T. S. (Timothy Shay)					1809-1885.	1843		1843	3	3		Philadelphia;Henry F. Ann	Fiction			Lovers and husbands: a story of married life
hvd.rslysq	Hays, Mary					1759 or 60-1843.	1803		1803	1	1		London;Printed for Richar	NotFiction	Women|Biography		Female biography; or, memoirs of illustrious and celebrated women, of all ages and countries
inu.32000000646036	Sue, Eugène					1804-1857.	1844		1844	2	2	v.3-4	London;Chapman and Hall;1	NotFiction			The wandering Jew
mdp.39015063268497	Mesler, Corey						2005		2005	1	1		Livingston, AL|Livingston	NotFiction	Fiction		We are billion-year-old carbon : a tribal-love-rock-novel set in the sixties on an outpost planet called Memphis
inu.32000002882670	Oliphant, Mrs. (Margaret)					1828-1897.	1880		1880	7	7		Chicago;Belford, Clarke &	Fiction|NotFiction			The Ladies Lindores
uc1.$b242644	Manning, Rosemary						1960		1960	1	1		London|J. Cape|1960.	Fiction			Look, stranger
mdp.39015016424148	Helme, Elizabeth					d. 1816.	1805		1805	4	4	v.2	Brentford;Printed by and 	Fiction			The pilgrim of the cross : or, The chronicles of Christabelle de Mowbray : an ancient legend
uc1.b4360963	Weisman, John						1987		1987	1	1		New York, N.Y., U.S.A.|Vi	Fiction	Israel|Fiction|Americans|		Blood cries
uiuo.ark+=13960=t7hq4g562	Mangin, Edward					1772-1852.	1807		1807	3	3	v.3	London;Printed for James 		Fiction|George|1738-1820|		George the third
uc1.b4105203	Hardy, Thomas					1840-1928.	1887		1887	24	7	v.3	London;New York;Macmillan	NotFiction|Novel|Pastoral	19th century|Social life 		The woodlanders
mdp.39015047872398	Wall, Alan						1999		1999	1	1		London|Secker & Warburg|1	Psychological fiction|Fic	Literary historians|Poets		The lightning cage
mdp.39015057087648	Reuter, Fritz					1810-1874.	1868		1868	1	1		Leipzig;B. Tauchnitz;New 	NotFiction			In the year '13: a tale of Mecklenburg life
hvd.hnnzl8	Friedrich Heinrich Karl, | Freiherr de, La Motte-Fouqué					1777-1843.	1845		1843	1	1		Philadelphia;E. Ferrett a	NotFiction			Wild love. A romance
uiuo.ark+=13960=t7qn6pk7b							1836		1836	1	1	v.2	London;R. Bentley;1836.				Mrs. Cleveland, and the St. Clairs, &c
uiuo.ark+=13960=t10p1rt7k	Davenport, Selina						1818		1818	4	4	v.4	London;Printed at the Min				An angel's form and a devil's heart
uc1.b4463842	Markus, Julia					1939-	1976		1976	1	1		Washington|Decatur House 	Fiction			La Mora : a novel
nnc1.1002272601							1860		1860	1	1	v.1	London;1860.	NotFiction			Elfie in Sicily
uc2.ark+=13960=t2d796f7k							1870		1870	1	1		London;Griffith and Farra				Favourite fables, in prose and verse
hvd.32044004973814	Neal, John					1793-1876.	1825		1825	3	3	v.2	Edinburgh;W. Blackwood; [	Fiction			Brother Jonathan: or, The New Englanders
uc1.$b358650	Lytton, Edward Bulwer Lytton, Baron					1803-1873.	1852		1852	1	1	v. 1	London;New York;G. Routle	NotFiction			; Devereux. Godolphin
uc1.31158001441749	Maturin, Charles Robert					1780-1824.	1821		1821	8	3	v.0001	Edinburgh;A. Constable an	Bibliographies|Fiction|Un			Melmoth the wanderer: a tale
