docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	category	shorttitle
osu.32435052543055	Barretto, Larry					1890-1971.	1933		1933	1	1		New York|Caxton House|193	NotFiction			Three roads from paradise
uc1.$b312643	Thayer, Tiffany					1902-1959.	1931		1931	1	1		New York|A. & C. Boni|193	Fiction			The Greek
mdp.39015012339498	Stephens, John L					1805-1852.	1839		1839	1	1		Edinburgh;W. and R. Chamb	UnknownGenre	Description and travel		Incidents of travel in Greece, Turkey, Russia and Poland
uiuo.ark+=13960=t4wh36k87							1857		1857	1	1	v.3	London;Hurst and Blackett				The second wife
inu.32000000323073	Earl of Beaconsfield, Disraeli, Benjamin					1804-1881.	1849		1849	3	1	v.8	New York;Alfred A. Knopf;	Fiction|NotFiction			Coningsby : or the new generation
mdp.39015037351007	Boyle, Alistair						1995		1995	1	1		Santa Barbara|Allen A. Kn	Fiction|Detective and mys	Private investigators|Fic		The missing link : a Gil Yates private investigator novel
mdp.39015027228280	Southall, Ivan Francis					1921-	1963		1962	1	1		New York|St. Martin's Pre	Fiction			Hills End
pst.000050615414	Itule, Bruce D					1947-	2003		2003	1	1		Mesa, AZ|Thunder Mountain	Fiction	Fiction|Mission San Xavie		The gold of San Xavier
uc1.b4446963	Nasnaga					1941-	1975		1975	1	1		New York|Harper & Row|197	Fiction			Indians' summer : a novel
inu.30000085374894	Frederick, Michael						1999		1999	1	1		Tempe, AZ|M. Frederick|c1	Fiction			The paper man : a novel
uva.x004385162	Griffith, Susan M					b. 1851.	1899		1899	1	1		Richmond;Presbyterian Com	NotFiction			The ladder of promise
mdp.39015050694564	Maugham, W. Somerset, (William Somerset)					1874-1965.	1925		1925	7	4		Harmondsworth, Middlesex,	Fiction|NotFiction			The painted veil
uiuo.ark+=13960=t4bp0pp3k	Reeve, Sophia						1807		1807	3	3	v.2	London;Printed for the Au				The mysterious wanderer
nyp.33433011493966	Ogle, Nathaniel						1825		1825	2	2		London;Printed for G. Whi	NotFiction	Monkeys|Anecdotes		Memoirs of monkeys, &c. &c
uc1.b3326031	Skene, Felicia					1821-1899.	1849		1849	1	1		London;Francis & John Riv	Fiction			Use and abuse : a tale
uc2.ark+=13960=t08w38973	Rush, Caroline E						1850		1850	2	2		Philadelphia;Crissy & Mar				Way-marks in the life of a wanderer
uc1.b278741	Genlis, St??phanie F??licit??						1819		1819	4	4	v.4	London;H. Colburn;1819.				The new aera; or, Adventures of Julien Delmour: related by himself
mdp.39015048416450	Neville, Kris					1925-1980.	1984		1980	1	1		Carbondale|Southern Illin	Bibliographies|Fiction	Science fiction, American		The science fiction of Kris Neville
nyp.33433074843347	Cochran, M. A						1896		1896	1	1		Cincinnati;Robert Clarke 	Fiction	Fiction		Posie; or, From reveille to retreat. An army story
uc1.$b136780	Skouen, Arne					1913-	1948		1948	2	2		New York|A. A. Knopf|1948	NotFiction			Stokers' mess;
wu.89098987142	Sullivan, Alan					1868-1947.	1944		1944	1	1		Toronto|The Ryerson Press	Fiction|Biography	1st cent|Fiction|Pilate, 		"""And from that day."""
mdp.39015034243983	Rivera, Beatriz					1957-	1995		1995	1	1		Houston, Tex.|Arte Públic	Fiction			African passions and other stories
uiuo.ark+=13960=t3dz0kv1q							1815		1815	1	1	v.3	London;Black, Parry, and 				The curse of Ulrica; or The white cross knights of Riddarholmen
uiuo.ark+=13960=t8df78w8p	Maughan, Janet						1866		1866	3	3	v.3	London;Tinsley;1866.				The man of mark
mdp.39015030073806	Andersen Nexø, Martin					1869-1954.	1933		1933	2	2		New York|P. Smith|1933.	UnknownGenre			In God's land
mdp.39015028364696	Flores, Angel					1900-1994	1942		1942	2	2		Boston|Houghton Mifflin c	NotFiction	English fiction|Spanish A		Fiesta in November; stories from Latin America, selected and edited by Angel Flores and Dudley Poore, with an introduction by Katherine Anne Porter
uc1.b3326165	Moreland, Olivia						1819		1819	3	3	v. 2	London;Printed at the Min	Fiction			The charms of dandyism, or, Living in style
nyp.33433069336737	Nicholson, Asenath					1792-1855	1847		1847	2	2		New York;Baker and Scribn	NotFiction	Poor|Ireland|Description 		Ireland's welcome to the stranger; or An excursion through Ireland, in 1844 & 1845, for the purpose of personally investigating the condition of the poor
nyp.33433082524962	Leslie, Madeline					1815-1893.	1880		1880	1	1		Chicago, Ill.;H.A. Sumner	Juvenile audience|Fiction			Bertie and the carpenters, or, The way to be happy
nyp.33433082529953	Emerson, Alice B						1917		1917	1	1		New York;Cupples & Leon C	Juvenile audience|Fiction			Ruth Fielding at college : or, The missing examination papers
uc2.ark+=13960=t4th8d47p	Longfellow, Henry Wadsworth					1807-1882.	1886		1882	1	1	v.08	New York;Houghton Mifflin				The works of Henry Wadsworth Longfellow
nyp.33433081996336	Scott, Walter, Sir					1771-1832.	1846		1832	1	1	v. 17	Edinburgh;R. Cadell;1846.	Fiction			Waverley novels
nyp.33433075762306	Wood, Ellen					1814-1887.	1881		1881	1	1		Leipzig;B. Tauchnitz;1881	Fiction	English fiction		Anne, and other tales
uc2.ark+=13960=t6xw4dp26	James, G. P. R. (George Payne Rainsford)					1801?-1860.	1844		1844	1	1	v.08	London;Smith, Elder and C				[The works
uc2.ark+=13960=fk1cj87m5q	Bacheller, Irving Addison					1859-1950.	1911		1911	5	5		New York;Harper & Brother				Keeping up with Lizzie
nyp.33433074929849	Francis, M. E					d. 1930.	1894		1894	1	1		Boston;Houghton, Mifflin 	NotFiction			The story of Dan
osu.32435058030768	Owen, Frank					b. 1893.	1946		1946	1	1		New York|Grosset & Dunlap	NotFiction	Children's stories		Teen-age companion
njp.32101071988149	Morris, Charles					1833-1922.	1893		1893	2	2	v.1	Philadelphia;J. B. Lippin	NotFiction	English drama|Stories, pl		Every man in his humor, by B. Jonson.  Philaster, or Love lies bleeding, by Beaumont and Fletcher.  A new way to pay old debts, by P. Massinger.  Venice preserved, by T. Otway.  The busybody, by S. Centlivre.  The beaux stratagem, by G. Farquhar.  The belle's stratagem, by H. Cowley
wu.89097995674	Johnson, Helen Kendrick					1844-1917.	1874		1874	1	1		New York;Putnam;1874.	Fiction			Roddy's romance
mdp.39015065449871	Peel, Doris					1909-	1953		1953	1	1		Boston|Houghton Mifflin|1	NotFiction	United States|1945-1990|G		The inward journey
uc1.$b298798	Goldsmith, Martin M					1913-1994.	1939		1939	1	1		New York|Macaulay|c1939.	Fiction			Detour : an extraordinary tale
wu.89098014749	Champney, Elizabeth W. (Elizabeth Williams)					1850-1922.	1887		1887	1	1		Boston;Estes and Lauriat;	Juvenile audience|Fiction	Indians of North America|		Great-grandmother's girls in New France : The history of little Eunice Williams
uva.x004391567	Pounds, Jessie Hunter Brown					1861-1921.	1890		1890	1	1		Cincinnati;Standard;1894	NotFiction			The ironclad pledge, story of Christian Endeavor
uc2.ark+=13960=t8kd21d4w	Pepys, Charlotte Maria, Lady					1822-1889.	1860		1860	4	4	v.2	London;Hurst and Blackett	NotFiction	Description and travel|Eu		A journey on a plank from Kiev to Eaux-Bonnes, 1859
mdp.39015063953916	Russell, William Clark					1844-1911.	1896		1896	1	1		New York;New Amsterdam co	Fiction			A noble haul
nyp.33433067277339	Landon, Melville D. (Melville De Lancey)					1839-1910.	1891		1891	3	3		Chicago;F.C. Smedley;1891	ContainsBiogMaterial|NotF	American wit and humor|Un		Wise, witty, eloquent kings of the platform and pulpit : biographies, reminiscences and lectures ... : and personal reminiscences and anecdotes of noted Americans
uiuo.ark+=13960=t8kd2530k	Algernon						1815		1815	3	3	v.3	London;J. Johnston;1815.				The royal wanderer, or, The exile of England
hvd.32044086799087	Opie, Amelia Alderson					1769-1853.	1827		1827	1	1		Boston;S.G. Goodrich;1827	Fiction			The father and daughter : a tale
uiuo.ark+=13960=t76t15q92	Lamb, Caroline						1816		1816	6	6	v.3	London;Printed for H. Col				Glenarvon
uc1.b309384	Morris, William					1834-1896.	1896		1896	5	5		London;G. Allen;1896.	NotFiction	Romances		Old French romances
uiuo.ark+=13960=t4kk9xr6c	Carlyon						1868		1868	2	2	v.1	London;Bradbury, Evans, a				Carlyon's year
uc2.ark+=13960=fk3nv99f7f	Atherton, Gertrude Franklin Horn					1857-1948.	1903		1903	1	1		New York;The Macmillan Co				Mrs. Pendleton's four-in-hand
nyp.33433074867130	Jefferies, Richard					1848-1887.	1874		1874	2	2		London;Tinsley Bros.;1874	Fiction			The scarlet shawl. A novel
nyp.33433076022163	Southworth, Emma Dorothy Eliza Nevitte					1819-1899.	1871		1871	4	2		Philadelphia;T. B. Peters	Fiction|NotFiction			Cruel as the grave
mdp.39015063869997	Gaspey, Thomas					1788-1871.	1822		1822	6	6	v.1	London;Longman, Hurst, Re	Fiction	Fiction|Lollards		The Lollards: a tale, founded on the persecutions which marked the early part of the fifteenth century
uc1.$b87010	Bullett, Gerald William					1894-1958.	1936		1936	1	1		New York|A. A. Knopf|1936	Fiction			The snare of the fowler
uc2.ark+=13960=t01z4419q	Adams, William					1814-1848.	1849		1848	3	3		London;F.&J. Rivington;18	UnknownGenre	Christian life		Sacred allegories
pst.000025465600	Carey, Peter					1943-	1981		1981	2	2		New York|Vintage Books|19	Domestic fiction|NotFicti	Men|Australia|Near-death 		Bliss
uc2.ark+=13960=t5n874t8r							1886		1886	1	1	v.001	S.l.;Printed by the Burto				Supplemental nights to the Book of the thousand nights and a night
hvd.hwjt4e	Ellis, Sarah Stickney					1812-1872.	1842		1842	2	2		New York;D. Appleton & Co	Fiction|NotFiction			Somerville Hall : or, Hints to those who would make home happy
inu.39000002220668	Leonard, Elmore					1925-2013.	1978		1977	1	1		London|Secker & Warburg|1	NotFiction			The hunted / Elmore Leonard
nyp.33433074958525	Dale, Mary						1909		1909	1	1		New York City;Aberdeen Pu	Fiction			Miss Eagle, the suffragette
uc1.$b803103	Mock, F. G						1905		1905	1	1		Portland, Or.;Irwin-Hodso	Fiction	Fiction|Indians of North 		Blue Eye : a story of the people of the plains
mdp.39015036697095	Jameson, (Anna), Mrs					1794-1860.	1855		1855	1	1		London;Longmans, Brown, G	Fiction			A commonplace book of thoughts, memories, and fancies. Original and selected
uc1.$b106136	Weidman, Jereme					1913-	1955		1955	1	1		Garden City, N. Y.|Double	Fiction			Your daughter Iris, a novel
uc1.$b63779	Sinclair, Marjorie Jane Putnam						1947		1947	2	2		New York|The John Day com	Fiction			Kona, a novel
inu.30000057526448	Monfredo, Miriam Grace						1993		1993	1	1		New York|Berkley Prime Cr	Fiction|Historical fictio	Underground Railroad|Wome		North star conspiracy
uiuo.ark+=13960=t6nz8ts84	Bride						1852		1852	3	3	v.3	London;Thomas Cautley New				The bride elect, a novel
nyp.33433075820146	Bungener, Félix					1804-1874.	1853		1853	2	2	v. 2	Boston;Gould and Lincoln;	Fiction	History|Fiction|Louis XV,		A sermon in the city.--pt
uc2.ark+=13960=t9m32qt03	Roe, E. R						1882		1882	1	1		Boston;Estes and Lauriet;				Brought to bay
mdp.39015026297633	Queen, Ellery						1931		1931	1	1		New York|Frederick A. Sto	Fiction			The Dutch shoe mystery, a problem in deduction
mdp.39015056687810	Jelliffe, Belinda Dobson, Mrs					1892-	2002		2002	1	1		Kent, Ohio|Kent State Uni	Bibliographies|Fiction	Rural families|Poor women		For dear life and selected short stories
uiuo.ark+=13960=t0sq96369	Cockton, Henry					1807-1853.	1841		1841	7	7	v.3	London;Richard Bentley ..	Fiction|NotFiction	823C64ST|English fiction		Stanley Thorn
uva.x030788093	Manning-Brewer, Estelle Hempstead					b. 1882.	1902		1902	1	1		Washington, D.C.;The Neal	NotFiction			Hafiz: a story of adventure and romance told from old family love letters written during the exciting events of the barionial feuds of seventeen hundred and thirty-four
uc1.b4376305							1983		1983	1	1		Seoul, Korea|Si-sa-yong-o	Fiction	Fiction|Social life and c		Two travelers : and other Korean short stories
nyp.33433082304241	Schenck, J. W, Mrs						1868		1868	1	1		New York;American Tract S	NotFiction	Children's stories, Ameri		The rescued child
uc1.$b56302	Dane, Clemence						1938		1938	1	1		New York|Doubleday, Doran	NotFiction			The moon is feminine :
uiuo.ark+=13960=t3bz6rg8w							1828		1828	2	2	v.2	London;H. Colburn;1828.				The Night watch, or, Tales of the sea
njp.32101064914821	Martyn, Sarah Towne (Smith), Mrs					1805-1879.	1869		1869	1	1		New York;The American tra	Fiction	Seige, 1565|Fiction|Knigh		The crescent and the cross. A story of the siege of Malta
njp.32101066459015	Gibbon, Charles					1843-1890.	1881		1881	2	2	v.2	London;Chatto & Windus;18	Fiction			A heart's problem
uc2.ark+=13960=t2n58fd17	Optic, Oliver					1822-1897.	1895		1895	1	1		Boston;Lee and Shepard;18				Seek and find;
mdp.39015063937059	[Pratt, Theodore]						1937		1937	1	1		New York|E. P. Dutton & c	Fiction			Murder goes in a trailer;
mdp.39015022285798	Anaya, Rudolfo A						1979		1979	1	1		Albuquerque|University of	Fiction			Tortuga : a novel
uc1.b4351525	Lewis, Robert					1916-	1967		1967	2	2		New York|Simon and Schust	NotFiction			Michel, Michel; a novel
uc1.b4102448	Newman, John Henry					1801-1890.	1856		1856	8	2		New York;Boston;D. & J. S	Fiction|NotFiction	Church history|Primitive 		Callista; a sketch of the third century
uc1.$b702262	Deitrick, Marion Rolfe Johnson					1903-	1926		1926	2	2		Lima, Peru|The West Coast	NotFiction	Tacna-Arica question		What price Tacna-Arica?
uc2.ark+=13960=t5s75cj3s	Smart, Hawley					1833-1893.	1871		1871	6	6	v.1	London;R. Bentley;1871.				Cecile; or, Modern idolaters
mdp.39015025820856	Harnack, Curtis					1927-	1977		1977	2	2		Garden City, N.Y.|Doubled	Fiction			Under my wings everything prospers
uc1.$b703452	Mass, Nuri						1956		1956	1	1		Sydney|Writers' Press|195	NotFiction	Indians of South America|		Where the Incas trod;
uc1.$b301106	Lawson, Will					1876-1957.	1939		1939	1	1		Sydney|New Century Press|	NotFiction			When Cobb and Co. was king
uc1.b3325432	Edgeworth, Maria					1768-1849.	1817		1817	7	4	v. 3	London;Printed for R. Hun	Fiction|NotFiction			Ormond
njp.32101068168945	Fothergill, Jessie					1851-1891.	1881		1881	1	1		New York;H. Holt;1881.	Fiction			One of three, : and, Made or marred
mdp.39015013004612	Donchev, Anton						1967		1967	3	3		London|Owen|1967	Fiction			Time of parting: a novel;
uiuo.ark+=13960=t0ht3526q	Mainwaring, Kate						1873		1873	3	3	v.2	London;S. Tinsley;1873.				Is it for ever?
mdp.39015006565108	Hunter, Mollie					1922-	1968		1964	1	1		New York|Avon|1968, c1964	UnknownGenre			The kelpie's pearls
uiuo.ark+=13960=t3jw8vm7c							1810		1810	1	1	v.4	London;Printed for the au				The adulteress ; or, anecdotes of two noble families
uc2.ark+=13960=t0tq5t878							1854		1854	2	2		Boston;Phillips, Sampson,		Children's stories|Childr		The Cheerful heart; or, ''A silver lining to every cloud.''
uc1.b4350583	Panati, Charles					1943-	1982		1982	1	1		New York, N.Y.|St. Martin	Fiction			The pleasuring of Rory Malone
hvd.rsmcsi	Adams, Hannah					1755-1831.	1801		1801	1	1		Boston;Printed by and for	Fiction	Religion|Dictionaries		A view of religions, in two parts. Pt.I. Containing an alphabetical compendium of the various religious denominations, which have appeared in the world, from the beginning of the Christian era to the present day. Pt.II. Containing a brief account of the different schemes of religion now embraced among mankind. The whole collected from the best authors, ancient and modern
mdp.39015016452966	Barlow, James					1921-1973	1962		1961	1	1		New York|Simon and Schust	Fiction			Term of trial
uc2.ark+=13960=t8mc8zr77	Free, Richard William						1904		1904	3	3		London;W. Heinemann;1904.		London|Poor|IsBiographica		Seven years' hard
wu.89001048909	Reade, Charles					1814-1884.	1800		1800	1	1	9	New York|Collier|1902?	NotFiction			The works of Charles Reade
mdp.39015054076024	Silko, Leslie Marmon					1948-	1991		1991	1	1		New York|Simon & Schuster	Fiction|Historical fictio			Almanac of the dead : a novel
mdp.39015062986024	Blasco Ibáñez, Vicente					1867-1928.	1920		1920	1	1		New York;E. P. Dutton & c	NotFiction			Woman triumphant (La maja desnuda)
mdp.39015063540085	Baird, Irene						1937		1937	1	1		Philadelphia|Toronto|J. B	Fiction			John
mdp.39015030716958	Thubron, Colin					1939-	1977		1977	1	1		London|Heinemann|1977.	Fiction			The god in the mountain : a novel
uc1.32106010377890	Soyinka, Wole						1965		1965	3	3		New York|Africana Pub. Co	Fiction|NotFiction			The interpreters
pst.000003824955	Flaubert, Gustave					1821-1880.	1904		1880	1	1	v.2	Akron, O.;St. Dunstan Soc	NotFiction			Madam Bovary, including a complete report of the trial of the author. Aboard the Cange. Novembre
nyp.33433082352042	baron de, Lamothe-Langon, Etienne-Léon					1786-1864.	1830		1830	8	4	v. 1	London;Whittaker, Treache	ContainsBiogMaterial|NotF	comtesse|Du Barry, Jeanne		Memoirs of Madame Du Barri
wu.89098012545	Bradshaw, Margaret						1897		1897	1	1		Boston;J. H. Earle;c1897.	Fiction			My heart remembers how
mdp.39015046831361	Theroux, Paul						1982		1982	2	2		Boston|Houghton Mifflin|1	Fiction			The Mosquito Coast : a novel
uc1.b3727846	Stacton, David					1925-1968.	1958		1958	1	1		London|Faber and Faber|19	NotFiction	Akhenaton|Queen of Egypt|		On a balcony
mdp.39015050980864	Tinniswood, Peter						1986		1986	1	1		London|Pavilion Books|198	UnknownGenre			Uncle Mort's north country
uc2.ark+=13960=t5p846g0d	Dalziel, James						1907		1907	1	1		London;T. Fisher Unwin;19				In the first watch
mdp.39015056303046	Caswell, Brian					1954-	2002		2002	1	1		St. Lucia, Qld.|Universit	Novel	Young adult fiction, Aust		The full story
mdp.39015077669524	Golightly, Walton						2008		2008	1	1		London|Quercus|2008.	Fiction|Historical fictio	1787?-1828|Fiction|Zulu (		AmaZulu : being the many divers adventures of the Induna & the boy among the People of the Sky in the time of Shaka kaSenzangakhona, King of Kings
uc2.ark+=13960=t45q4t061	Higgins, Thomas W						1858		1858	1	1		Boston;Published for the 				The crooked elm, or, Life by the way-side
uva.x004786557	Barbauld, (Anna Letitia), Mrs					1743-1825.	1814		1814	2	2		Dublin;J. Cumming;1814.	NotFiction	Readers		Lessons for children from three to four years old
uc1.b3581552	Mitford, Mary Russell					1787-1855.	1837		1837	3	3		London;Saunders and Otley	Fiction			Country stories
uc2.ark+=13960=t9j38mf0k	Stimson, Frederic Jessup					1855-1943.	1896		1896	1	1		New York;Charles Scribner		King Philip's War, 1675-1		King Noanett
mdp.39015054294908	Littell, Robert					1935-	2002		2002	1	1		New York|Overlook Press|2	Fiction	United States|Fiction|Int		The company : a novel of the CIA
mdp.39015024390315	Norris, Kathleen Thompson					1880-1966.	1932		1932	1	1		New York|Chicago|A. L. Bu	Fiction			Treehaven
mdp.39015006571692	Coles, Manning, pseud						1945		1945	1	1		Garden City, New York|Pub	Fiction			Green hazard
uiuo.ark+=13960=t1zc8fb6b	Lockhart, Laurence W. M						1871		1871	3	3	v.1	Edinburgh ; London;W. Bla				Fair to see
dul1.ark+=13960=t46q2t31h	Andrews, Charles						1815		1815	3	3		New York;Printed for the 		War of 1812|United States		The prisoners' memoirs
hvd.hn2ghd	Sanders, Charlotte						1803		1803	1	1		London;Printed for J. Maw	Juvenile audience|Fiction			Holidays at home : written for the amusement of young persons
mdp.39015029573493	Higgins, Charles J					1871-	1954		1954	1	1		Boston|Meador Pub. Co.|19	Fiction	Fiction|Crusades		The maid of Keràk
uiuo.ark+=13960=t9g44zz14	Grey, Oliver						1886		1886	3	3	v.2	London;Remington;1886.		823B8133V		A virgin widow
nyp.33433075744825	Oxenham, John					1852-1941.	1905		1905	1	1		London [etc.;Cassell and 	Fiction	English fiction|Fiction|H		Under the iron flail
mdp.39015029714352	Rotor, Arturo B (Arturo Belleza)						1937		1937	1	1		Manila|Philippine Book Gu	Fiction			The wound and the scar; selected stories
mdp.39015032903190	Haugaard, Erik Christian						1993		1993	1	1		Niwot, Colo.|Roberts Rine	NotFiction	United States|Pirates|Juv		Under the black flag
mdp.39015056033494	Morgan, (Sydney), Lady					1783-1859.	1811		1811	5	5	v.1	London;Printed for J. J. 	Fiction|NotFiction			The missionary: an Indian tale
nnc1.0043378153	Maturin, Charles Robert					1780-1824.	1812		1812	4	4	v.3	London;Printed for Henry 	Fiction			The Milesian chief.  A romance
uiuo.ark+=13960=t08w42g96	Pigott, Harriet						1804		1804	4	4	v.1	London;Parsons;1804.				The pride of ancestry: or, Who is she?
hvd.hwecmn	James, G. P. R. (George Payne Rainsford)					1801?-1860.	1835		1835	2	2	v.1	New-York;Harper;1835.	Fiction			The Gipsy : a tale / by (G.P.R. James)
uc2.ark+=13960=t5q815650	Hawthorne, Nathaniel					1804-1864.	1883		1864	1	1	v.04	Cambridge;Printed at the 				The complete works of Nathaniel Hawthorne
mdp.39076006767078	Kipling, Rudyard					1865-1936.	1949		1936	1	1		London|Macmillan|1949.	Fiction			Debits and credits
mdp.39015038922723	Lewis, C. S. (Clive Staples)					1898-1963.	1956		1956	3	3		London|The Bodley Head|19	NotFiction			The last battle, a story for children;
mdp.39015071202348	Schoolland, Marian M					1902-	1954		1954	1	1		Grand Rapids, Mich.|W.B. 	Fiction	1811-1876|Dutch Americans		A land I will show thee, a novel
miun.aje0708.0011.001	Huxley, Aldous					1894-1963.	1946		1946	1	1	v.11	London|Chatto & Windus|19	NotFiction			[The collected works of Aldous Huxley]
mdp.39015048903887	Marie, Queen, consort of Ferdinand I, King of Romania					1875-1938.	1926		1926	1	1		New York|Alfred A. Knopf|	Fiction			The voice on the mountain : a story for those who understand
uiuo.ark+=13960=t8nc6mq2s	Trollope, Thomas Adolphus					1810-1892.	1863		1863	4	4	v.2	London;Chapman and Hall;1				Giulio Malatesta
mdp.39015047446235	Rinaldi, Nicholas					1934-	1999		1999	1	1		New York|Simon & Schuster	Love stories|Fiction	Fiction|Malta|History|Wor		The jukebox queen of Malta
uiuo.ark+=13960=t3st87x1j	Warner						1808		1808	3	3	v.1	Bath;Printed by Richard C				Herbert-Lodge
nyp.33433082284054							1845		1845	1	1		New York;J.C. Riker;1845.	Fiction	Gift books		The Hawthorn : a Christmas and New Year's present.  MDCCCXLV
uc1.32106000245727	King, Alexander					1900-1965.	1961		1961	2	2		New York|Simon and Schust	NotFiction			I should have kissed her more
hvd.hn1q45							1839		1839	1	1	v.1	Philadelphia;Lea & Blanch	Fiction			Concealment: a novel
inu.39000005640151	Kellett, E. E. (Ernest Edward)					1864-1950.	1930		1930	1	1		London|Constable|1930.	NotFiction			The conflict : a saga of the seventh century
mdp.39015053616549	Morrow, James					1947-	1981		1981	3	3		New York|Holt, Rinehart a	Fiction|NotFiction			The wine of violence
nyp.33433081587580	Ridge, W. Pett (William Pett)					d. 1930.	1905		1905	1	1		London;Methuen;1905.	Novel			Mrs. Galer's business
uc1.$b300883	Hitchens, Dolores					1907-1973.	1942		1942	1	1		Garden City, N.Y.|Publish	Fiction			The alarm of the black cat
