docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	shorttitle	category	hathiadvent
mdp.39015053584218	Baron, Alexander			m	uk	1917-1999.	1973	1952.0	1973	1.0	1.0		Bath|Chivers|1973			With hope, farewell	longfiction	contemporary
mdp.39015056671277	Trujillo, Carla			f	us		2003	2003.0	2003	1.0	1.0		Willimantic, CT|Curbstone Press|2003.		Mexican American families|Young women|Working class families|Mexican American women	What night brings : a novel	longfiction	contemporary
nyp.33433075760821				u			1851	1851.0	1851	1.0	1.0		London;Saunders & Otley;1851.		Miscellanea|English literature	Extracts from the diary of a living physician	longfiction	contemporary
uc1.$b57011	Mackay, Margaret Mackprang			f	us	1907-	1943	1943.0	1943	1.0	1.0		New York|The John Day company|1943			For all men born, a novel	longfiction	contemporary
uc2.ark+=13960=t6445pw6s	Braddon, M. E. (Mary Elizabeth)	Braddon, Mary Elizabeth		f	uk	1835-1915.	1886	1869.0	1886	1.0	1.0	v.2	London;John and Robert Maxwell;1886?		Mistaken identity|Inheritance and succession|London (England)|18th century|History|Orphans	Mohawks	longfiction	contemporary
uc1.b4358712	Rubin, Michael			m			1961	1961.0	1961	1.0	1.0		New York|Harper|1961			A trip into town	longfiction	contemporary
uiuo.ark+=13960=t4jm2s41m	Lewes, George Henry			m	uk	1817-1878.	1848	1848.0	1848	1.3333333333	1.3333333333	v.3	London;Smith, Elder, and Co.;1848.		London (England)|Authors|Intellectual life	Rose, Blanche, and Violet	longfiction	contemporary
nyp.33433066604392	M. Berquin, (Arnaud)	Berquin, Arnaud		m	fr	1747-1791.	1805	1791.0	1791	3.0	2.0		Philadelphia;Printed and sold by John Bioren;1805?	Juvenile audience	Children's stories, French|Juvenile fiction|Conduct of life	[The looking-glass for the mind, or The juvenile friend	juvenile	contemporary
njp.32101068176427	Castigator, pseud	Dibdin, Charles	Castigator	m	uk		1812	1812.0	1812	1.0	1.0	vol.2	London;Sherwood;1812.			Notoriety : or, Fashionables unveiled, a tale for the haut-ton	longfiction	contemporary
mdp.39015058212286	Reed, Jeremy			m	us	b. 1951	1987	1987.0	1987	1.0	1.0		London|Cape|1987.			Blue rock	longfiction	contemporary
mdp.39015066888838	Hill, Joe	King, Joseph Hillstrom	Hill, Joe	m	us	b. 1972	2007	2007.0	2007	2.0	2.0		New York|William Morrow|c2007	Suspense fiction|Ghost stories		Heart-shaped box	longfiction	contemporary
wu.89099916918	Broderick, Robert C			m	us	1913-	1948	1948.0	1948	1.0	1.0		Milwaukee|Bruce Pub. Co.|c1948.	Biographical fiction|Biography	Poets|1859-1907|Thompson, Francis	Wreath of song	longfiction	contemporary
mdp.39015059371602	Jacks, L. P. (Lawrence Pearsall)	Jacks, Lawrence Pearsall		m	uk	1860-1955.	1912	1911.0	1912	3.0	3.0		New York;H. Holt and company;1912.			Among the idolmakers	longfiction	contemporary
mdp.39015048890522	Rohan, Criena	Cash, Dierdre	Rohan, Criena	f	au	1924-1963	1984	1963.0	1963	1.0	1.0		Ringwood, Vic., Australia|New York|Penguin|1984, c1963.			Down by the dockside	longfiction	contemporary
uc2.ark+=13960=t6542jv7b	Finley, Martha			f	us	1828-1909.	1884	1884.0	1884	1.0	1.0		New York;Dodd, Mead;c1884.			Mildred at home	juvenile	contemporary
nyp.33433074947189	Cockton, Henry			m	uk	1807-1853.	1849	1849.0	1849	1.0	1.0		New York;Stringer & Townsend;1849.			The prince; or, George St. George Julian	longfiction	contemporary
mdp.39015062996734	Converse, Florence			f	us	1871-1967	1933	1903.0	1933	2.0	2.0		London|J.M. Dent|New York|E.P. Dutton|1933			Long Will	longfiction	reprint
mdp.39015048750809	Smith, Larry			m	us		1998	1998.0	1998	1.0	1.0		Roseville, Mich.|Ridgeway Press|c1998.			Working it out : a novel	longfiction	contemporary
mdp.39015011948372	Ollier, Charles			m		1788-1859.	1848	1848.0	1848	2.0	2.0		London;C. Ollier;1848.		Supernatural|Occultism	Fallacy of ghosts, dreams, and omens; with stories of witchcraft, life-in-death, and monomania	notfiction	contemporary
wu.89098856669	Piatt, Louise Kirby			f	us	1826-1864.	1855	1855.0	1855	1.0	1.0		New York;J. C. Derby; [etc., etc.;1855.		Description and travel	Bell Smith abroad	longfiction	contemporary
umn.31951002096310y	Meynell, Laurence	Meynell, Laurence Walter		m	uk	1899-1989.	1937	1937.0	1937	1.0	1.0		New York|Harper & brothers|1937.			The door in the wall : a novel of adventure	longfiction	contemporary
mdp.39015063972973	Strunsky, Simeon			m		1879-1948.	1928	1928.0	1928	1.0	1.0		New York|London [etc.|Longmans, Green and co.|1928.			King Akhnaton, a chronicle of ancient Egypt	longfiction	contemporary
njp.32101063604050	Frost, John			m	us	1800-1859.	1835	1835.0	1835	1.0	1.0		Philadelphia;J. Crissy;1835.	Juvenile audience		A portfolio for youth	juvenile	contemporary
mdp.39015016454582	Boles, Robert			m	us	d. 1912	1964	1964.0	1964	3.0	3.0		Boston|Houghton Mifflin|1964.			The people one knows, a novel	longfiction	contemporary
uc1.b3346087	Booth, Fred W			m			1952	1952.0	1952	1.0	1.0		New York|Rinehart|1952			Victory also ends	longfiction	contemporary
nyp.33433074930714	Brown, George Rothwell			m	us		1919	1919.0	1919	2.0	2.0		Boston;Small, Maynard & Company;c1919			Beyond the sunset : a tale of love and pirate gold	longfiction	contemporary
uc1.$b103181	Hurst, Fannie			f	us	1889-1968.	1924	1923.0	1924	2.0	1.0		London|J. Cape, ltd.|1924			Lummox	longfiction	contemporary
mdp.39015014860111	Stewart, Desmond			m	uk	1924-1981.	1966	1966.0	1966	1.0	1.0		London|Chapman & Hall|1966.			The pyramid inch	longfiction	contemporary
uiuo.ark+=13960=t8cg07c02	Mackenzie, R. Shelton (Robert Shelton)			m	ir	1809-1880.	1850	1850.0	1850	1.0	1.0	v.1	London;Henry Colburn;1850.			Mornings at Matlock	longfiction	contemporary
mdp.39015034252612	Ouina (Spirit)			u	us		1882	1882.0	1882	1.0	1.0		Ottumwa, Iowa;D.M. & N.P. Fox;1882.	Juvenile audience	Christmas stories|Spiritualism|Christmas poetry|Poetry	Ouina's canoe and Christmas offering : filled with flowers for the darlings of earth	juvenile	contemporary
mdp.39015010736349				u			1872	1872.0	1872	2.0	2.0		New York;Hurd and Houghton;Cambridge;Riverside Press;1872.			The fables of Pilpay	longfiction	contemporary
mdp.39076002271778	Hunt, Mabel Leigh			f	us	1892-1971.	1945	1945.0	1945	1.0	1.0		Philadelphia|J.B. Lippincott Co.|c1945.		Imaginary companions|Juvenile fiction	Sibby Botherbox	juvenile	contemporary
pst.000005595853	Coombe, William	Combe, William		m	uk	1742-1823	1817	1790.0	1817	1.0	1.0	v.3-4	London;Printed for T. Mason and A. K. Newman;1817.			The devil upon two sticks in England : Being a continuation of Le diable boiteux of Le Sage, byy the author of Dr. Syntax's tour in search of the picturesque	longfiction	reprint
hvd.hnnzna		Sterling, John		m	uk	1806-1844	1833	1833.0	1833	1.0	1.0	v.2	Philadelphia;E.L. Carey & Hart---Chesnut street.;Boston;Allen & Ticknor.;1833.			Fitzgeorge; a novel	longfiction	contemporary
mdp.39015063525896	Bailey, H. C. (Henry Christopher)	Bailey, Henry Christopher		m	uk	1878-1961	1946	1946.0	1946	1.0	1.0		Garden City, N.Y.|Publ. for the Crime club by Doubleday & company, inc.|1946.			The life sentence; a Reggie Fortune novel	longfiction	contemporary
nyp.33433074864236	Kaye, John William, Sir			m	uk	1814-1876.	1854	1837.0	1854	1.0	1.0	v. 2	London;Chapman and Hall;1854.		English fiction	Jerningham: a story	longfiction	contemporary
uc2.ark+=13960=t7zk58f5q	Douglas, Amanda Minnie			f	us	1831-1916.	1883	1883.0	1883	3.0	2.0		Boston;Lee and Shepard;New York;C. T. Dillingham;1883.			Whom Kathie married	longfiction	contemporary
mdp.39015035550246	Edgeworth, Maria			f	uk	1767-1849.	1834	1834.0	1834	2.0	2.0	v.3	London;R. Bentley;1834.			Helen, a tale	longfiction	contemporary
mdp.39015050761082	Upward, Edward			m	uk	1903-2009	2000	2000.0	2000	1.0	1.0		London|Enitharmon Press|Chester Springs, PA|Distributed in the USA and Canada by Dufour Editions|2000.		Psychological fiction, English	The coming day and other stories	shortfiction	contemporary
uc1.b3327086	Robinson, Rowland Evans			m	us	1833-1900.	1887	1887.0	1887	2.0	2.0		New York;Forest and stream publishing co.;1887.			Uncle Lisha's shop. Life in a corner of Yankeeland	longfiction	contemporary
nyp.33433074929682	Blount, Melesina Mary	Norman, Mrs. George	Blount, Melesina Mary	f	uk		1913	1913.0	1913	1.0	1.0		New York;Duffield;1913.			The silver dress	longfiction	contemporary
uc1.b3687202	Brinig, Myron			m	us	1897-1991.	1951	1951.0	1951	2.0	2.0		New York|Rinehart|1951			The sadness in Lexington Avenue	longfiction	contemporary
uiuo.ark+=13960=t16m3wk0n	Surr, T. S	Surr, Thomas Skinner		m	uk	1770-1847	1806	1806.0	1806	2.0	2.0	v.1	London;R. Phillips;1806.			A winter in London;	longfiction	contemporary
uiuo.ark+=13960=t0bv7w31r	Green, Sarah			f	uk	ca. 1763-1808.	1822	1808.0	1808	1.0	1.0	v.1	London;1822.			Who is the bridegroom?	longfiction	contemporary
inu.30000004325878	Oguntoye, Jide			u	ni		1988	1988.0	1988	1.0	1.0		Ibadan|Onibonoje Press & Book Industries|1988.			Harvest of tricksters	longfiction	contemporary
mdp.39015063963246	Venkataramani, Kaneripatna Sidhanatha			u	in	1891-	1932	1932.0	1932	1.0	1.0		Madras|Svetaranya Ashrama|1932			Kandan, the patriot	longfiction	contemporary
pst.000003895573	Franklin, Miles	Franklin, Stella Maria Sarah Miles	Franklin, Miles	f	au	1879-1954.	1931	1931.0	1931	3.0	3.0		Edinburgh|W. Blackwood|1931.			Back to Bool Bool; a ramiparous novel with several prominent characters and a hantle of others disposed as the atolls of Oceania's archipelagoes	longfiction	contemporary
uiuo.ark+=13960=t5h99sm6t				u			1831	1831.0	1831	1.0	1.0	v.2	London;Henry Colburn and Richard Bentley ...;1831.			Wedded life in the upper ranks	longfiction	contemporary
hvd.hnp18q	Calabrella, E. C. de			f	uk	1788-1856	1842	1842.0	1842	1.0	1.0	v.1	London;T. Miller;1842.			The tempter and the tempted	longfiction	contemporary
nyp.33433082300058	Blanchard, Amy Ella			f	us	1856-1926.	1917	1917.0	1917	1.0	1.0		Boston;Chicago;W. A. Wilde company;c1917	Juvenile audience		In camp with the Muskoday camp fire girls	juvenile	contemporary
mdp.39015024856281	Tolstoy, Leo, graf			m	ru	1828-1910.	1904	1867.0	1904	1.0	1.0	v.5	New York &;Boston;Colonial press co.;1904-12			The complete works of Count Tolstoy	longfiction	reprint
mdp.39015037422741	Limón, Graciela			f	us	b. 1938	1996	1996.0	1996	1.0	1.0		Houston, Tex.|Arte P�blic	Historical fiction	Aztecs|Mexico|Indian women|Indians of Mexico|First contact with Europeans|Conquest, 1519-1540|History	Song of the hummingbird	longfiction	contemporary
pst.000006661854	Coombe, William	Combe, William		m	uk	1742-1823	1817	1790.0	1817	1.0	1.0	v.5-6	London;Printed for T. Mason and A. K. Newman;1817.			The devil upon two sticks in England : Being a continuation of Le diable boiteux of Le Sage, byy the author of Dr. Syntax's tour in search of the picturesque	longfiction	reprint
hvd.32044081811341	Smith, Stephen Rensselaer			m	us	1788-1850.	1843	1843.0	1843	2.0	2.0		Buffalo;Steele's Press;1843.		Church history|New York (State)|History|Universalists	Historical sketches and incidents, illustrative of the establishment and progress of Universalism in the State of New York	longfiction	contemporary
wu.89001039791	Kipling, Rudyard			m	uk	1865-1936.	1914	1899.0	1899	1.0	1.0	1	Garden City, N.Y.;Doubleday, Page;1914, c1899-1907.				shortfiction	contemporary
mdp.39015052880591				u			2002	2002.0	2002	1.0	1.0		New Delhi|Rupa & Co.|2002.		Ghosts|India|Ghost stories, Indic (English)|India in literature|Anglo-Indian fiction	Ghost stories from the Raj	shortfiction	contemporary
uiuo.ark+=13960=t4pk1235x	Walker, George			m	uk	1772-1847.	1803	1803.0	1803	1.0	1.0	v.3	London;Printed for G. Walker, and T. Hurst, by Exton;1803.		823W15D	Don Raphael	longfiction	contemporary
uiuo.ark+=13960=t2d79kv9g	Bennett, William			m			1821	1821.0	1821	1.0	1.0	v.1	London;Longman, Hurst, Rees, Orme and Brown;1821.			The cavalier, a romance	longfiction	contemporary
uiuo.ark+=13960=t2p55w88c	Besant, Walter, Sir			m	uk	1836-1901.	1875	1875.0	1875	2.0	2.0	v.1	London;Tinsley Bros.;1875.			With harp and crown	longfiction	contemporary
uc1.$b176933	Ravignant, Patrick			m	fr	1942-	1965	1965.0	1965	1.0	1.0		London|P. Owen|1965			An edge on darkness; a novel	longfiction	contemporary
mdp.39015049418752	Butler, Ellis Parker			m	us	1869-1937.	1910	1910.0	1910	3.0	3.0		New York;A. L. Burt co.;c1910			The water goats, and other troubles	shortfiction	contemporary
uiuo.ark+=13960=t3kw62b3w		Scott, Sybil		m	uk		1849	1849.0	1849	1.0	1.0	v.1	London;T.C. Newby;1849.			Rough and smooth	longfiction	contemporary
uc1.b3799976	Davies, Fela			u			1985	1985.0	1985	1.0	1.0		Lagos|Hode Productions|1985.			The breaker of combs and scissors	shortfiction	contemporary
mdp.39015017706618	Callow, Philip			m	uk	1924-2007	1989	1989.0	1989	1.0	1.0		London|W. H. Allen|1989.			The painter's confessions	longfiction	contemporary
mdp.39015030739984	Dell, Floyd			m	us	1887-1969.	1925	1925.0	1925	2.0	2.0		New York|George H. Doran Company|c1925			Runaway; a novel	longfiction	contemporary
mdp.39015042169469	Verma, Nirmal			m	in	1929-2005.	1997	1974.0	1997	1.0	1.0		Delhi|Ravi Dayal Publisher|Bangalore|Distributed by Orient Longman|c1997.			The red tin roof	longfiction	contemporary
mdp.39015070697662	Littlejohn, Dana			f	us		2006	2005.0	2006	1.0	1.0		BookSurge, LLC|2006			Yin/Yang Effect	longfiction	contemporary
inu.30000121037224	Goodwyn, Frank			m	us	1911-2001.	1944	1944.0	1944	3.0	3.0		New York|Toronto|Farrar & Rinehart, Inc.|c1944.			The magic of Limping John : a story of the Mexican border country	longfiction	contemporary
pst.000032788860				u			1991	1991.0	1991	1.0	1.0	1991	New York, N.Y.|Penguin Books USA|c1991.	Detective and mystery stories	Cats	Mystery cats : felonious felines from Ellery Queen's mystery magazine and Alfred Hitchcock's mystery magazine	shortfiction	contemporary
mdp.39015009057087	Maurois, André			m	fr	1885-1967.	1967	1967.0	1967	2.0	2.0		Wash.|Square press|1967.			The collected stories of André Maurois	shortfiction	contemporary
uc1.$b244502	Riesenberg, Felix			m	us	1879-1939.	1927	1927.0	1927	1.0	1.0		New York|Harcourt, Brace|c1927			East side, west side	longfiction	contemporary
hvd.hnp4qx	baroness, Lytton, Rosina Wheeler Bulwer-Lytton	Bulwer Lytton, Baroness Rosina Wheeler		f	uk	1802-1882.	1841	1841.0	1841	1.0	1.0	v.1	London;T.& W. Boone;1841.			The prince-duke and the page; a historical novel	longfiction	contemporary
mdp.39015031793568	Doctorow, E. L			m	us	1931-	1994	1994.0	1994	2.0	2.0		New York|Random House|c1994.	Historical fiction	Young men|New York|New York (State)|City and town life|History|19th century	The waterworks	longfiction	contemporary
mdp.39015063961901	Stevenson, Robert Louis			m	uk	1850-1894.	1905	1894.0	1894	2.0	2.0		Leipzig;B. Tauchnitz;1905.			Tales and fantasies	shortfiction	contemporary
uiuo.ark+=13960=t7zk5xb95	James, G. P. R. (George Payne Rainsford)	James, George Payne Rainsford		m	uk	1801?-1860.	1846	1845.0	1846	2.0	2.0	v.1	London;Smith, Elder & co.;1846.			The Step-mother	longfiction	contemporary
uiuo.ark+=13960=t0tq6f05j	MacDonald, George			m	uk	1824-1905.	1877	1877.0	1877	2.0	2.0	v.3	London;Hurst and Blackett;1877.			The Marquis of Lossie	longfiction	contemporary
njp.32101076515384	Keith, Henrietta Jewett			f	us	1845?-1924.	1922	1922.0	1922	1.0	1.0		Minneapolis;Colwell Press;1922.		Parks|Minnesota|Description and travel|Minneapolis	Pipes o' Pan in a city park	longfiction	contemporary
coo.31924013452887	Caird, Mona (Alison)			f	uk	1854-1932	1892	1891.0	1892	1.0	1.0		Leipzig;Heinemann and Balestier;1892.			A romance of the Moors	longfiction	contemporary
uc1.$b193027	Moravia, Alberto			m	it	1907-1990.	1937	1937.0	1937	2.0	2.0		New York|Viking Press|1937.			Wheel of fortune	longfiction	contemporary
uva.x030808559				u			1847	1847.0	1847	1.0	1.0		Philadelphia;American Sunday-school Union;c1847.			Poor Rachel; or Who is happy? : A tale of truth	longfiction	contemporary
uc1.32106002176599	Klein, Norma			f	us	1938-1989.	1977	1977.0	1977	1.0	1.0		New York|Dial Press|c1977.			It's OK if you don't love me	longfiction	contemporary
uc2.ark+=13960=t6xw4894k	Foster, Hannah (Webster)			f	us	1758-1840	1866	1797.0	1866	2.0	2.0		Philadelphia;T. B. Peterson & brothers;1866		Whitman, Elizabeth|1752-1788	The coquette, or, The life and letters of Eliza Wharton	longfiction	reprint
uc1.$b301854	Meyerstein, Edward Harry William			m	uk	1889-1952.	1952	1952.0	1952	1.0	1.0		London|Gollancz|1952.			Tom Tallion	longfiction	contemporary
nyp.33433074951652	Dallas, Robert Charles			m	uk	1754-1824.	1808	1808.0	1808	2.0	2.0	v. 2	London;Printed for Longman, Hurst, Rees, and Orme;1808.			The knights: tales illustrative of the marvellous	longfiction	contemporary
uc1.$b105918	Walsh, Maurice			m	ir	1879-1964.	1948	1948.0	1948	1.0	1.0		Philadelphia|J.B. Lippincott Co.|1948			The damsel debonaire, a simple love story	longfiction	contemporary
uc1.b4572861	Minot, John Clair			m	us	1872- ed	1929	1929.0	1929	1.0	1.0		Boston|W.A. Wilde company|c1929		Folklore|Animals	The best animal stories I know	shortfiction	contemporary
mdp.39015003976217	Zweig, Arnold			m	pl	1887-1968.	1938	1938.0	1938	2.0	2.0		New York|The Viking Press|1938.		World War, 1914-1918	The crowning of a king;	longfiction	contemporary
uc1.b4102976	Optic, Oliver	Adams, William Taylor	Optic, Oliver	m	us	1822-1897.	1889	1889.0	1889	4.0	4.0		Boston;Lee and Shepard;1889			Within the enemy's lines	longfiction	contemporary
uc1.b4381449	Byron, Gilbert			m	us	1903-1991	1990	1990.0	1990	2.0	2.0		Baltimore|Johns Hopkins University Press|c1990.		Fishers	Done crabbin' : Noah leaves the river	longfiction	contemporary
mdp.39015032394960	Trollope, Joanna			f	uk	b. 1943	1979	1978.0	1979	1.0	1.0		New York|E. P. Dutton|1979.		Waterloo, Battle of, Waterloo, Belgium, 1815	Eliza Stanhope	longfiction	contemporary
uva.x004065574	Butterworth, Hezekiah			m	us	1839-1905.	1894	1894.0	1894	1.0	1.0		Boston;Este;1894	Juvenile audience		The parson's miracle, and My grandmother's grandmother's Christmas candle; Christmas in America;	shortfiction	contemporary
uc2.ark+=13960=t3gx4dk9q	Harley, George Davies			m	uk	-1811	1804	1804.0	1804	2.0	2.0		Liverpool;J. M'Creery;1804.		Montford, Charles	Circumstances respecting the late Charles Montford, esq	longfiction	contemporary
nyp.33433074942685	Johnston, Algernon Sidney			m	us	1801-1853.	1832	1832.0	1832	2.0	2.0		Columbia, S. C.;Telescope Off.;1832.			Memoirs of a nullifier	longfiction	contemporary
nyp.33433075818439	Gréville, Henry	Durand, Alice	Gr�ville, Henry	f	fr	1842-1902.	1892	1892.0	1892	1.0	1.0		New York;Worthington Co.;c1892.			The heiress	longfiction	contemporary
uc1.32106011001762	Astley, Thea			f	au	1925-2004	1994	1994.0	1994	1.0	1.0		New York|G.P. Putnam's Sons|1994.	Black humor	Older women	Coda	longfiction	contemporary
mdp.39015041722193	Adirex, Paul	Adireksarn. Pongpol	Adirex, Paul	m	th	b. 1942	1997	1995.0	1997	1.0	1.0		Bangkok, Thailand|Aries Books|1997.			Mekong : a fantastic adventure about the search for MIAs and lost treasure in Laos	longfiction	contemporary
pst.000056848915	Roberts, Nora			f	us	b. 1950	2001	2001.0	2001	1.0	1.0		New York|Jove Books|c2001.	Love stories, American|Novel|Fantasy fiction, American	Policewomen|Witches|New England|Parapsychology	Heaven and earth	longfiction	contemporary
uc1.32106005499782	Colette	Collete, Sidonie-Gabrielle		f	fr	1873-1954.	1955	1954.0	1954	1.0	1.0		New York|Farrar, Straus and Cudahy|1955.			Seven	longfiction	contemporary
uc1.$b243695	Mitchell, Ruth Comfort			f	us	1882-1954.	1933	1933.0	1933	1.0	1.0	v.2	New York|London|D. Appleton-Century Company, incorporated|1933.			Fire! (The fifties	longfiction	contemporary
uc1.$b104493	Youngs, Delight			u			1955	1955.0	1955	1.0	1.0		New York|Dodd, Mead|1955			The Gladesman	longfiction	contemporary
uc2.ark+=13960=t71v5d644	Smart, Hawley	Smart, Henry Hawley		m	uk	1833-1893.	1882	1881.0	1882	2.0	2.0		London;Ward, Lock;1882			The great tontine	longfiction	contemporary
mdp.39015064793170				u			1900	1700.0	1900	1.0	1.0	v.7	S.l.;s.n.;Privately printed by the Burton Club;190-?			The book of the thousand nights and a night : a plain and literal translation of the Arabian nights entertainments	shortfiction	reprint
uc1.$b250095	Lister, T. H. $q (Thomas Henry)			m	uk	1800-1842	1828	1828.0	1828	4.0	4.0	v.3	London;Henry Colburn ...;1828.			Herbert Lacy	longfiction	contemporary
uc1.$b104509	Wilson, Ethel			f	ca	1888-1980.	1953	1952.0	1952	1.0	1.0		New York|Harper|1953, c1952			Lilly's story	longfiction	contemporary
mdp.39015030741972	Dodd, Martha			f	us	1908-1990.	1945	1945.0	1945	3.0	3.0		New York|Harcourt, Brace and company|1945	Novel		Sowing the wind	longfiction	contemporary
uiuo.ark+=13960=t3tt53x7z	Harding, Anne Raikes			f	uk	1780-1858.	1819	1819.0	1819	1.0	1.0	v.1	London;Printed for Longman, Hurst, Rees, Orme, and Brown;1819.			Decision	longfiction	contemporary
inu.30000005359421	Gilman, Caroline (Howard)	Gilman, Caroline Howard		f	us	1794-1888.	1864	1844.0	1844	1.0	1.0		New York;Blakeman & Mason;1864.	Juvenile audience		Stories and poems for children	juvenile	contemporary
nyp.33433007280138	Mayhew, Henry			m		1812-1887.	1861	1861.0	1861	2.0	2.0	v. 3	London;Griffin, Bohn, and Company;1861-62.		London|Prostitution|Charities|England|Working class|Poor|Crime	The London street-folk; comprising, Street sellers. Street buyers. Street finders. Street performers. Street artizans. Street labourers.--[Extra volume] Those that will not work. Comprising, Prostitutes. Thieves. Swindlers. Beggars. By several contributors. With introductory essay on the agencies at present in operation in the metropolis for the suppression of vice and crime. By the Rev. William Tuckniss	notfiction	contemporary
uc2.ark+=13960=t16m33f86	Jay, W. M. L			m		1833-1909	1874	1874.0	1874	2.0	2.0		New York;E.P. Dutton;1874.			Holden with the cords	longfiction	contemporary
aeu.ark+=13960=t22c08w6m	Crofts, Freeman Wills			m	ir	1879-1957.	1929	1923.0	1929	1.0	1.0		Toronto|T. Allen|192-?	Novel	Roman policier anglais|Detective and mystery stories, English	The Groote Park murder	longfiction	contemporary
mdp.39015024086509	Hong, Edna H. (Edna Hatlestad)	Hong, Edna Hatlestad | Hong, Howard V.		u	us	1913-2007.	1943	1943.0	1943	1.0	1.0		Minneapolis, Minn.|Augsburg publishing house|1943			Muskego boy	longfiction	contemporary
uiuo.ark+=13960=t8rb7pg9t	Scott	Scott, Caroline Lucy		f	uk	1784-1857	1856	1856.0	1856	1.0	1.0	v.1	London;R. Bentley;1856.			The old grey church	longfiction	contemporary
uc1.$b102210	Hornblow, Leonora			f	us	1920-2005.	1950	1950.0	1950	1.0	1.0		New York|Random House|1950			Memory and desire	longfiction	contemporary
uc1.b5177491	Ilham, Abu			u		1968-	2006	2006.0	2006	1.0	1.0		Calicut|Other Books|2006.	Poetry	Spiritual life|Poetry|Indic poetry (English)	Mystic mist : defining the purpose of life, the submission	poetry	contemporary
uc1.$b458168	Gerstäcker, Friedrich			m	de	1816-1872.	1871	1871.0	1871	1.0	1.0		New York;Beadle;c1871			The giant trailer; or, The lost scalp. A romance of the gold regions	longfiction	contemporary
mdp.39015063955465	Green, Anna Katharine			f	us	1846-1935.	1881	1881.0	1881	2.0	2.0		New York;G. P. Putnam's sons;1881.			The sword of Damocles : a story of New York life	longfiction	contemporary
njp.32101066459445	Gooch, Elizabeth Sarah Villa-Real			f	uk	1757-1807	1804	1804.0	1804	1.0	1.0	v.3	London;Highley;1804.			Sherwood forest; or, Northern adventures; a novel	longfiction	contemporary
nnc1.0315302644	Scott, Honoria			f			1810	1810.0	1810	2.0	2.0	v.3	London;Dick;1810.			Amatory tales of Spain, France, Switzerland, and the Mediterranean: containing The fair Andalusian; Rosolia of Palermo; and The Maltese portrait: interspersed with pieces of original poetry	longfiction	contemporary
uiuo.ark+=13960=t70v93r77	Opie, Amelia Alderson			f	uk	1769-1853.	1805	1804.0	1805	1.0	1.0	v.3	London;Longman, Hurst, Rees, & Orme; [etc., etc.;1805.			Adeline Mowbray	longfiction	contemporary
mdp.39015008639851	Harrison, Harry			m	us	1925-2012	1972	1972.0	1972	1.0	1.0		New York|Putnam|1972			Tunnel through the deeps	longfiction	contemporary
uiuo.ark+=13960=t6pz5v56p	Peregrine, Peter			m			1809	1809.0	1809	1.0	1.0	v.2	London;R. Spencer;1809.			Matilda Montfort	longfiction	contemporary
njp.32101062933443	West, (Jane), Mrs			f	uk	1758-1852.	1814	1814.0	1814	1.0	1.0	v. 2	London;Longman, Hurst, Rees, Orme, and Brown;1814.			Alicia de Lacy : an historical romance	longfiction	contemporary
nyp.33433075768253	Wilkins, George			m	uk	1785-1865.	1826	1826.0	1826	1.0	1.0		London;Longman, Rees, Orme, Brown and Green;1826.		English fiction	The convert	longfiction	contemporary
nyp.33433075744981	Oppenheim, E. Phillips (Edward Phillips)			m	uk	1866-1946.	1912	1912.0	1912	3.0	3.0		New York;P.F. Collier & son company;1912		English fiction	Peter Ruff and the Double-four	shortfiction	contemporary
nyp.33433074875760	M'Henry, James	McHenry, James		m	us	1785-1845.	1825	1825.0	1825	1.0	1.0	v. 1	Philadelphia;A. R. Poole;1825.		Irish fiction|History	The hearts of steel : an Irish historical tale of the last century	longfiction	contemporary
uc1.b3575554	Godwin, William			m	uk	1756-1836.	1833	1833.0	1833	2.0	2.0	v.2	London;R. Bentley;1833.		823G54D	Deloraine	longfiction	contemporary
mdp.39015008606157	Grekova, I	Venttsel, Elena Sergeevna	Grekova, Irina	f	ru	1907-2002	1983	1983.0	1983	2.0	2.0		San Diego|Harcourt Brace Jovanovich|c1983.		Women|Social life and customs|Translations into English|Grekova, I|Russia	Russian women : two stories	longfiction	contemporary
mdp.39015063544459	Cox, Florence Tinsley			f		1877-1940.	1909	1909.0	1909	2.0	2.0		Boston;Small, Maynard & company;c1909			The chronicles of Rhoda	juvenile	contemporary
mdp.39015084095309	Dinsdale, Robert			m	uk	b. 1981	2009	2009.0	2009	1.0	1.0		London|Faber and Faber|2009.	Novel	Leeds|England|Belgium|Flanders|World War, 1914-1918|Sibling abuse|Brothers	The harrowing	longfiction	contemporary
uc2.ark+=13960=t95718s83	Kimball, Richard B. (Richard Burleigh)			m		1816-1892.	1862	1862.0	1862	2.0	2.0		New York;Putnam;1862.			Student's abroad	longfiction	contemporary
mdp.39015063924248	Mallock, W. H. (William Hurrell)			m	uk	1849-1923.	1892	1892.0	1892	1.0	1.0	v.1	London;Chapman and Hall, ld.;1892.			A human document, a novel	longfiction	contemporary
nyp.33433076084478	Hughes, Rupert			m	us	1872-1956.	1914	1914.0	1914	1.0	1.0		New York;A.L. Burt;1916, c1914.		American fiction	Clipped wings : a novel	longfiction	contemporary
