docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob
uiuo.ark+=13960=t0sq96369	Cockton, Henry	Cockton, Henry	1807-1853.	1841	1841	s	1841	    	London;Richard Bentley ...;1841.	1841		Fiction|NotFiction	823C64ST|English fiction			15996267.0	enk	8723459	1	5.0	5.0	v.3	3.0	Stanley Thorn		True	Stanley Thorn	0.0	0.0
wu.89100339175	Lever, Charles James	Lever, Charles James	1806-1872.	1843	1843	s	1843	    	London;Chapman and Hall;1843.	1843	[1st ed.].	Fiction|History|NotFiction	Peninsular War, 1807-1814|Fiction|Fiction|1789-1815|Irish fiction|History|1789-1900|History	France		40809686.0	enk	9183093	1	13.0	5.0	v.2	2.0	"Tom Burke of ""Ours"" / | $c: by Charles Lever (Harry Lorrequer) ; with numerous illustrations on steel by H.K. Browne."		True	"Tom Burke of ""Ours"""	0.06492861826005887	0.003090306340668781
uc2.ark+=13960=t4zg6k62c	Lytton, Edward Bulwer Lytton	Lytton, Edward Bulwer Lytton, Baron	1803-1873.	1843	1843	s	1843	    	New York;Cassell Pub. Co.;1843?	1843		History|ContainsBiogMaterial|NotFiction|Bibliographies|Fiction|UnknownGenre	Earl of|Wars of the Roses, 1455-1485|Great Britain|Warwick, Richard Neville|1428-1471|Fiction|History			19052331.0	nyu	7666238	1	17.5	5.0			The last of the barons		True	The last of the barons	0.20534415963025426	0.041263690387682884
njp.32101063693335	Moore, Thomas	Moore, Thomas	1779-1852.	1840	1840	m	1840	1841	London;Longman, Orme, Brown, Green, and Longmans;1840-41.	1840-1841		NotFiction				360844.0	enk	672609	4	4.0	4.0	vol.10	10.0	The poetical works of Thomas Moore, collected by himself.		True	The poetical works of Thomas Moore, collected by himself	0.4543699252670323	0.17206060424696615
hvd.32044090341959	Dickens, Charles	Dickens, Charles	1812-1870.	1840	1840	m	1840	1841	London;Chapman and Hall;1840-1841.	1840-1841		Fiction|Historical fiction|NotFiction	Fiction|Gordon Riots, 1780|History|Social life and customs|19th century|18th century	England|Great Britain	PR4572.M3 1840	9867427.0	enk	9730384	1	4.0	4.0	v.1	1.0	Master Humphrey's clock / | $c: by Charles Dickens ; with illustrations by George Cattermole and Hablot Browne.		True	Master Humphrey's clock	1.0	0.0
hvd.hwkz9q	Marryat, Frederick	Marryat, Frederick	1792-1848.	1840	1840	s	1840	    	London;Longman, Orme, Brown, Green and Longmans;1840.	1840		Fiction|NotFiction	English fiction		PZ3.M349Poo	21480620.0	enk	9730618	1	10.0	4.0			Poor Jack. | $c: By Captain Marryat, C. B. With illustrations by Clarkson Stanfield, R. A.		True	Poor Jack	0.1510476888295449	0.4619716656717261
uiuo.ark+=13960=t0000tq23	Ainsworth, William Harrison	Ainsworth, William Harrison	1805-1882.	1841	1841	s	1841	    	London;Hugh Cunningham, Saint Martin's Place, Trafalgar Square;1841;(London;Samuel Bentley)	1841		Fiction|UnknownGenre|NotFiction	Fire, 1666|London|Fires|London, 1668|England|Fiction|London (England)|17th century|History|Plague		PR4002.O4 1841	4254982.0	enk	8721986	1	11.0	4.0	v. 1	1.0	Old Saint Paul's		True	Old Saint Paul's	0.0	0.0
uiuo.ark+=13960=t58d0m05n	Ainsworth, William Harrison	Ainsworth, William Harrison	1805-1882.	1841	1841	s	1841	    	London;Hugh Cunningham, Saint Martin's Place, Trafalgar Square;1841;(London;Samuel Bentley)	1841		Fiction|UnknownGenre|NotFiction	Fire, 1666|London|Fires|London, 1668|England|Fiction|London (England)|17th century|History|Plague		PR4002.O4 1841	4254982.0	enk	8721986	1	11.0	4.0	v. 2	2.0	Old Saint Paul's		True	Old Saint Paul's	0.08889995217356324	0.2895789022573841
uiuo.ark+=13960=t03x8z50w	Ainsworth, William Harrison	Ainsworth, William Harrison	1805-1882.	1841	1841	s	1841	    	London;Hugh Cunningham, Saint Martin's Place, Trafalgar Square;1841;(London;Samuel Bentley)	1841		Fiction|UnknownGenre|NotFiction	Fire, 1666|London|Fires|London, 1668|England|Fiction|London (England)|17th century|History|Plague		PR4002.O4 1841	4254982.0	enk	8721986	1	11.0	4.0	v. 3	3.0	Old Saint Paul's		True	Old Saint Paul's	0.0	0.0
uva.x001866337	Arnim, Bettina von	Arnim, Bettina von	1785-1859.	1841	1841	s	1841	    	Lowell;Published by Daniel Bixby;1841.	1841		Novel|ContainsBiogMaterial|NotFiction				857210.0	xx 	9793903	1	5.0	4.0	v.1	1.0	Goethe's correspondence with a child.		True	Goethe's correspondence with a child	0.7028178922506458	0.013332582544356144
uva.x002540309	Arnim, Bettina von	Arnim, Bettina von	1785-1859.	1841	1841	s	1841	    	Lowell;Published by Daniel Bixby;1841.	1841		Novel|ContainsBiogMaterial|NotFiction				857210.0	xx 	9793903	1	5.0	4.0	v.2	2.0	Goethe's correspondence with a child.		True	Goethe's correspondence with a child	0.5762144099691795	0.025908794309412533
uc2.ark+=13960=t6057dr14	Rives, Judith Page (Walker)	Rives, Judith Page (Walker)	1802-1882.	1842	1842	s	1842	    	Philadelphia;Lea & Blanchard;1842.	1842			Description and travel|Europe		D919.R62	3006826.0	pau	813980	4	4.0	4.0			Tales and souvenirs of a residence in Europe		True	Tales and souvenirs of a residence in Europe	0.10125657621582446	0.03813301608000229
nyp.33433074942636	Cooper, James Fenimore	Cooper, James Fenimore	1789-1851.	1842	1842	s	1842	    	Philadelphia;Lea & Blanchard;1842.	1842	New ed.	Fiction				37222656.0	pau	8589969	1	9.0	4.0	v. 1	1.0	Homeward bound: or, The chase. | A tale of the sea. | $c: By the author of The Pilot ... [i.e.: J.F. Cooper]		True	Homeward bound: or, The chase. A tale of the sea	0.17320429101606793	0.006910072420831824
nyp.33433074942628	Cooper, James Fenimore	Cooper, James Fenimore	1789-1851.	1842	1842	s	1842	    	Philadelphia;Lea & Blanchard;1842.	1842	New ed.	Fiction				37222656.0	pau	8589969	1	9.0	4.0	v. 2	2.0	Homeward bound: or, The chase. | A tale of the sea. | $c: By the author of The Pilot ... [i.e.: J.F. Cooper]		True	Homeward bound: or, The chase. A tale of the sea	0.2171189769382124	0.12554090247973812
nyp.33433076096514	Baron, Lytton, Edward Bulwer Lytton	Lytton, Edward Bulwer Lytton, Baron	1803-1873.	1842	1842	s	1842	    	Leipzig;B. Tachnitz;1842.	1842		Fiction|ContainsBiogMaterial|NotFiction	d.1354|d. 1354|Fiction|Rienzo, Cola di			7255506.0	gw 	8681513	1	17.0	4.0			Rienzi, the last of the tribunes / | $c: by Edward Bulwer Lytton.		True	Rienzi, the last of the tribunes	0.1979243067080614	0.00682118631010941
hvd.hn5dps	Abbott, Jacob	Abbott, Jacob	1803-1879.	1842	1842	s	1842	    	Boston;B. B. Mussey;c1842.	1842		Juvenile audience|Fiction|NotFiction				2841265.0	mau	9728561	1	4.0	4.0			Cousin Lucy among the mountains / | $c: by the author of the Rollo books.		True	Cousin Lucy among the mountains	0.8613278394897557	0.9990451791769492
hvd.32044088980388	Marsh, John	Marsh, John	1788-1868.	1843	1843	s	1843	    	New York;American Temperance Union;1843	1843	9th ed.	Fiction|NotFiction	(John Henry Willis)|1797-1858|Hawkins, Hannah|Temperance|Hawkins, John H. W|b. 1828?			11911076.0	nyu	9735944	1	4.0	4.0			Hannah Hawkins, | the reformed drunkard's daughter. | $c: By Rev. John Marsh ...		True	Hannah Hawkins, the reformed drunkard's daughter	0.6376949030097563	0.3318023895951395
coo.31924091302178	Dickens, Charles	Dickens, Charles	1812-1870.	1843	1843	s	1843	    	Leipzig;B. Tauchnitz;1843.	1843	Copyright ed.	Juvenile audience|ContainsBiogMaterial|NotFiction|Bibliographies|Fiction				5733600.0	gw 	11405487	1	19.0	4.0			The adventures of Oliver Twist.		True	The adventures of Oliver Twist	0.1547323801027375	0.1301183118084282
nyp.33433075739502	Meinhold, Wilhelm	Meinhold, Wilhelm	1797-1851.	1844	1844	s	1844	    	London;J. Murray;1844.	1844		Fiction|NotFiction	Germany|Witchcraft|Pomerania (Poland and Germany)			6718579.0	enk	8669990	1	5.0	4.0			Mary Schweidler, the amber witch : | the most interesting trial for witchcraft ever known. Printed from an imperfect manuscript by her father, Abraham Schweidler ... / | $c: edited by W. Meinhold ; translated from the German by Lady Duff Gordon.		True	Mary Schweidler, the amber witch : the most interesting trial for witchcraft ever known. Printed from an imperfect manuscript by her father, Abraham Schweidler	0.6959870969680153	0.2991497153702612
uiuo.ark+=13960=t4pk1064z	Phillips, Samuel	Phillips, Samuel	1814-1854.	1844	1844	s	1844	    	Edinburgh;W. Blackwood;1844.	1844		Fiction|NotFiction				35981704.0	stk	8718552	1	4.0	4.0	v.1	1.0	Caleb Stukely		True	Caleb Stukely	0.0	0.0
uiuo.ark+=13960=t8bg38q94	Phillips, Samuel	Phillips, Samuel	1814-1854.	1844	1844	s	1844	    	Edinburgh;W. Blackwood;1844.	1844		Fiction|NotFiction				35981704.0	stk	8718552	1	4.0	4.0	v.2	2.0	Caleb Stukely		True	Caleb Stukely	0.09982567692885047	0.008937488141167562
uiuo.ark+=13960=t4th93s6c	Phillips, Samuel	Phillips, Samuel	1814-1854.	1844	1844	s	1844	    	Edinburgh;W. Blackwood;1844.	1844		Fiction|NotFiction				35981704.0	stk	8718552	1	4.0	4.0	v.3	3.0	Caleb Stukely		True	Caleb Stukely	0.0	0.0
uc1.b3578753	Carleton, William	Carleton, William	1794-1869.	1845	1845	s	1845	    	Dublin;J. Duffy;1845.	1845		Fiction|NotFiction	Peasants|Ireland|Social life and customs|Fiction|19th century			4408965.0	ie 	1880534	2	4.0	4.0			Tales and sketches, | illustrating the character, usages, traditions, sports and pastimes of the Irish peasantry. | $c: By William Carleton.		True	Tales and sketches, illustrating the character, usages, traditions, sports and pastimes of the Irish peasantry	0.3844837740960866	0.01143909596436583
uc1.b4104556	Arthur, T. S. (Timothy Shay)	Arthur, T. S. (Timothy Shay)	1809-1885.	1845	1845	s	1845	    	Philadelphia;Anners;c1845	1845		Fiction|NotFiction	American fiction			6716718.0	pau	6155924	1	4.0	4.0			The mother, | $c: by T.S. Arthur.		True	The mother	0.1440320292431177	0.7027382894331784
uc1.b4104877	Aguilar, Grace	Aguilar, Grace	1816-1847.	1847	1847	s	1847	    	London;R. Groombridge;1847.	1847		Fiction|NotFiction	English fiction			19804389.0	enk	6156089	2	7.0	5.0	v.1	1.0	Home influence : | a tale for mothers and daughters / | $c: by Grace Aguilar. | $n: 1		True	Home influence : a tale for mothers and daughters	0.032705910868623775	0.8702847264412412
uiuo.ark+=13960=t9668zj9b	Lever, Charles James	Lever, Charles James	1806-1872.	1848	1848	s	1848	    	London;Chapman and Hall;1848.	1848		Fiction	English fiction			3439151.0	enk	8719286	2	5.0	4.0	v.1	1.0	Diary and notes of Horace Templeton, esq		True	Diary and notes of Horace Templeton, esq	0.11768996950888135	0.009791364308360544
uiuo.ark+=13960=t9d514z1s	Lever, Charles James	Lever, Charles James	1806-1872.	1848	1848	s	1848	    	London;Chapman and Hall;1848.	1848		Fiction	English fiction			3439151.0	enk	8719286	2	5.0	4.0	v.2	2.0	Diary and notes of Horace Templeton, esq		True	Diary and notes of Horace Templeton, esq	0.3052741287470433	0.007172987381385262
ucm.5324200923	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1848	1848	s	1848	    	Leipzig Tauchnitz;1848.	1848		Satire|NotFiction|Bibliographies|Fiction|UnknownGenre	Waterloo, Battle of, Waterloo, Belgium, 1815|Married women|Women|England|Fiction|Social life and customs|Female friendship|Fiction|British|Social classes|Social life and customs|19th century|Europe				gw 	9654757	1	18.0	4.0	Vol. 2	2.0	Vanity Fair : | a novel without a hero / | $c: by William Makepeace Thackeray.		True	Vanity Fair : a novel without a hero	0.13816630551002454	0.04095096946616548
ucm.5324200950	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1848	1848	s	1848	    	Leipzig Tauchnitz;1848.	1848		Satire|NotFiction|Bibliographies|Fiction|UnknownGenre	Waterloo, Battle of, Waterloo, Belgium, 1815|Married women|Women|England|Fiction|Social life and customs|Female friendship|Fiction|British|Social classes|Social life and customs|19th century|Europe				gw 	9654757	1	18.0	4.0	Vol. 3	3.0	Vanity Fair : | a novel without a hero / | $c: by William Makepeace Thackeray.		True	Vanity Fair : a novel without a hero	0.5193832761714712	0.05437234113727231
uc2.ark+=13960=t4nk3bv1m	James, G. P. R	James, G. P. R. (George Payne Rainsford)	1801?-1860.	1849	1849	s	1849	    	London;T. C. Newby;1849?	1849			1583-1634|France|73-4 B.C|Duke of Brittany|Arthur|Arthur I, Duke of Brittany|Templars|1474-1499|Albigenses|Venice (Italy)|Warbeck, Perkin|Herod|1508-1797|1187-1203|Wallenstein, Albrecht Wenzel Eusebius von|Herzog von Friedland|Fiction|History|King of Judea|Albigense|Huguenots			9648978.0	enk	7689370	1	4.0	4.0	v.1	1.0	Dark scenes of history		True	Dark scenes of history	0.1304300189565338	0.018201225720779514
uc2.ark+=13960=t1pg1p49w	James, G. P. R	James, G. P. R. (George Payne Rainsford)	1801?-1860.	1849	1849	s	1849	    	London;T. C. Newby;1849?	1849			1583-1634|France|73-4 B.C|Duke of Brittany|Arthur|Arthur I, Duke of Brittany|Templars|1474-1499|Albigenses|Venice (Italy)|Warbeck, Perkin|Herod|1508-1797|1187-1203|Wallenstein, Albrecht Wenzel Eusebius von|Herzog von Friedland|Fiction|History|King of Judea|Albigense|Huguenots			9648978.0	enk	7689370	1	4.0	4.0	v.2	2.0	Dark scenes of history		True	Dark scenes of history	0.7963333956528036	0.0423447068490603
nyp.33433076024375	Longfellow, Henry Wadsworth	Longfellow, Henry Wadsworth	1807-1882.	1851	1848	r	1851	1848	Boston;Ticknor, Reed, and Fields;1851.	1851		Bibliographies|Fiction|NotFiction	American fiction			3800528.0	mau	8689984	1	5.0	4.0			Kavanagh : | a tale / | $c: by Henry Wadsworth Longfellow.		True	Kavanagh : a tale	0.4545046572417948	0.040591359732654944
nyp.33433074945928	Aguilar, Grace	Aguilar, Grace	1816-1847.	1855	1847	s	1855	    	New York;D. Appleton & Co.;1855.	1855		Fiction|NotFiction	English fiction			37997821.0	nyu	8682167	1	5.0	4.0			The mother's recompense : | a sequel to Home influence / by Grace Aguilar.		True	The mother's recompense : a sequel to Home influence / by Grace Aguilar	0.07515317670745875	0.10410984511699102
uva.x000476505	Tańska-Hoffmanowa, Klementyna	Tańska-Hoffmanowa, Klementyna	1798-1845.	1895	1845	t	1907	1895	Chicago;A. C. McClurg;1907, c1895.	1907	8th ed.	Fiction|NotFiction	Franciszka Krasińska|Fiction|Countess, consort of Charles, Duke of Courland|1743-1796			6871738.0	ilu	7707372	2	4.0	4.0			The journal of Countess Françoise Krasinska, | great grandmother of Victor Emmanuel / | $c: translated from the Polish by Kasimir Dziekońska.		False	The journal of Countess Françoise Krasinska, great grandmother of Victor Emmanuel	0.8637982042307638	0.12425628648812252
uc2.ark+=13960=t6vx0dw5j	Griffin, Gerald	Griffin, Gerald	1803-1840.	1900	1840	q	1900	1986	London|W. Scott|19--?	"<estimate=""[19--?]"">"		NotFiction	Irish literature|Irish fiction			19999204.0	enk	7695374	1	4.0	4.0			The collegians : | or, The colleen bawn, a tale of Garryowen.		False	The collegians : or, The colleen bawn, a tale of Garryowen		
coo.31924111832816	Stendhal	Stendhal	1783-1842.	1901	1842	 	1901	    	New York;D. Appleton & co.;c1901	1901		Political fiction|NotFiction|Love stories|Fiction	Fiction|Parma|Young men|Italy|Social life and customs|19th century		PG1278.G7 vol. 1	22739060.0	nyu	7649644	2	6.0	4.0			The chartreuse of Parma; | $c: tr. from the French of De Stendhal (Henri Beyle) by the Lady Mary Loyd, with a critical introduction by Maurice Hewlett ...		False	The chartreuse of Parma;	0.2450561933688669	0.0011326072750529714
miun.aje0618.0001.001	Edgeworth, Maria	Edgeworth, Maria	1767-1849.	1903	1849	s	1903	    	New York;The Century co.;1903.	1903		UnknownGenre|NotFiction				2510121.0	nyu	1910173	2	4.0	4.0			Castle Rackrent, | $c: by Maria Edgeworth.		False	Castle Rackrent		
wu.89046693198	Brontë, Anne	Brontë, Anne	1820-1849.	1907	1849	s	1907	    	Edinburgh;J. Grant;1907.	1907	Thornton ed.	Autobiographical fiction|Feminist fiction|Fiction|UnknownGenre|Bibliographies	Governesses|Single women|Fiction			4011428.0	stk	11679401	1	7.0	4.0			Agnes Grey / | $c: by Anne Brontë ; with a memoir of her sisters by Charlotte Brontë ; [edited by Temple Scott].		False	Agnes Grey	0.10610560982769976	0.2964835772632919
nyp.33433074945951	Aguilar, Grace	Aguilar, Grace	1816-1847.	1852	1847	 	1852	    	New York;Appleton;1852.	1852		Fiction	King of Scots|1274-1329|Fiction|Fiction|Robert|History|History	Scotland		2039654.0	nyu	7677835	1	5.0	4.0	v. 1	1.0	The days of Bruce : | a story from Scottish history / | $c: by Grace Aguilar.		True	The days of Bruce : a story from Scottish history	0.1291263925718025	0.0226534078109266
nyp.33433074945969	Aguilar, Grace	Aguilar, Grace	1816-1847.	1852	1847	 	1852	    	New York;Appleton;1852.	1852		Fiction	King of Scots|1274-1329|Fiction|Fiction|Robert|History|History	Scotland		2039654.0	nyu	7677835	1	5.0	4.0	v. 2	2.0	The days of Bruce : | a story from Scottish history / | $c: by Grace Aguilar.		True	The days of Bruce : a story from Scottish history	0.06337741698883374	0.020587696965502344
uc1.b3321852	Earl of Beaconsfield, Disraeli, Benjamin	Earl of Beaconsfield, Disraeli, Benjamin	1804-1881.	1845	1845	s	1845	    	London;H. Colburn;1845.	1845		Fiction|Love stories|Political fiction|NotFiction	823B35S|Political fiction|Rich people|Love stories|Fiction|Poor families|Chartism|Landlord and tenant|Social classes	England	PR4084.S9 1845	1626465.0	enk	7915042	2	8.0	5.0	v.1	1.0	Sybil, or, The two nations / | $c: by B. Disraeli.		True	Sybil, or, The two nations	0.29662916306578496	0.08444440339594866
hvd.hxq4vz	Earl of Beaconsfield, Disraeli, Benjamin	Earl of Beaconsfield, Disraeli, Benjamin	1804-1881.	1845	1845	s	1845	    	Leipzig;B. Tauchnitz;1845.	1845		Love stories|Fiction|Political fiction|NotFiction	Political fiction|Rich people|Love stories|Fiction|Social classes|Poor families|Chartism|Landlord and tenant|823B35S			1865171.0	gw 	9733504	1	8.0	5.0			Sybil; | or, The two nations. | $c: By B. Disraeli, M.P. ...		True	Sybil; or, The two nations	0.12584913331850436	0.03761091793057667
mdp.39015046500552	Paulding, James Kirke	Paulding, James Kirke	1778-1860.	1849	1849	s	1849	    	New York;Baker & Scribner;1849.	1849		Fiction				65991148.0	nyu	247023	2	3.5	3.5	v.1	1.0	The Puritan & his daughter. | $c: By J. K. Paulding.		True	The Puritan & his daughter	0.07172588071519988	0.01192241440023674
njp.32101067633691	Haliburton, Thomas Chandler	Haliburton, Thomas Chandler	1796-1865.	1849	1849	s	1849	    	New York;Stringer & Townsend;1849.	1849		Fiction|UnknownGenre|NotFiction	Social life and customs|Fiction		PZ3.H139O44	1113941.0	nyu	8961416	1	4.5	3.5			The old judge; | or, Life in a colony. | $c: By Judge Haliburton.		True	The old judge; or, Life in a colony	0.489721037899532	0.10722274414176096
uiuo.ark+=13960=t7sn0pt0f	James, G. P. R	James, G. P. R. (George Payne Rainsford)	1801?-1860.	1842	1842	s	1842	    	London;Saunders & Otley;1842.	1842		Fiction|NotFiction	English fiction|823J23MO			2774661.0	enk	481643	2	3.333333333333333	3.333333333333333	v.1	1.0	Morley Ernstein; or, The tenants of the heart		True	Morley Ernstein; or, The tenants of the heart	0.04825969473056485	0.015646461218375853
mdp.39015062286052	James, G. P. R. (George Payne Rainsford)	James, G. P. R. (George Payne Rainsford)	1801?-1860.	1842	1842	s	1842	    	London;Saunders & Otley;1842.	1842		Fiction|NotFiction	823J23MO|English fiction			2774661.0	enk	481643	1	3.333333333333333	3.333333333333333	v.2	2.0	Morley Ernstein : | or, The tenants of the heart / | $c: by G.P.R. James ...		True	Morley Ernstein : or, The tenants of the heart	0.032244328218668565	0.017173793240118806
