docid	allwords	stanfordwords
uiuo.ark+=13960=t9474sr38	68213	2567
uiuo.ark+=13960=t8kd2530k	28280	781
uc1.$b254220	40152	1229
uiuo.ark+=13960=t75t4866z	57415	1697
njp.32101066591742	30612	1038
uiuo.ark+=13960=t0ht34n1h	41347	1108
uc2.ark+=13960=t1qf91q47	26487	710
uc2.ark+=13960=t3xs5q96f	65288	2510
uiuo.ark+=13960=t0ht2zr4v	41363	847
njp.32101067329647	38211	1007
hvd.32044020392411	54488	1706
uc1.32106019618609	52632	1612
njp.32101075728475	61117	2091
njp.32101065712935	180541	6079
mdp.39015063992641	59568	1633
njp.32101067708139	56267	2050
mdp.39015063976412	111323	6383
nyp.33433081995049	100981	3778
uiuo.ark+=13960=t9571t58n	94781	4062
nyp.33433074889829	119767	3301
njp.32101073308122	54712	1989
hvd.hn2rru	85940	3271
nyp.33433074855168	44636	1516
nyp.33433081996336	100177	3655
mdp.39015031453189	92523	3532
mdp.39015063938685	189301	5492
nyp.33433074915038	91506	3857
hvd.hn2hc5	44115	2174
njp.32101068169752	42453	1316
uiuo.ark+=13960=t8rb7f32m	37727	1318
uc2.ark+=13960=t2z31tt9g	54735	1315
njp.32101063579229	38443	1154
hvd.hnspmy	64141	2179
hvd.32044086802147	39377	1095
uiuo.ark+=13960=t3qv3sr65	49256	940
uiuo.ark+=13960=t58d0m350	60561	1995
hvd.32044080933450	79701	2386
nyp.33433067294755	83161	2043
hvd.hnp4pz	201976	5703
mdp.39015063573060	64285	2537
hvd.32044024346314	5387	192
nyp.33433067296644	477092	15955
uiuo.ark+=13960=t14m9t26n	60667	1723
uiuo.ark+=13960=t10p1qp5d	58263	1385
nyp.33433074881040	24616	581
njp.32101069165379	49461	1787
mdp.39015063916723	69918	3002
nyp.33433082352067	118422	2599
uiuo.ark+=13960=t08w41v7r	48710	1602
uiuo.ark+=13960=t5t73084p	69881	2851
hvd.32044086799046	38148	1180
hvd.hnn97y	71939	3128
hvd.32044086801834	53597	2472
nyp.33433061821587	69975	3794
mdp.39015064415188	63424	2905
uiuo.ark+=13960=t2m623v1p	50801	1571
nnc1.0036685208	51921	1659
uiuo.ark+=13960=t1bk20n9n	60982	1489
hvd.hwkd16	100200	3033
uc2.ark+=13960=t25b04r8q	66812	2460
uiuo.ark+=13960=t7sn0v67t	58044	2069
njp.32101066458140	72306	2745
uiuo.ark+=13960=t9j393d7p	77934	2311
nyp.33433082456348	57167	2977
njp.32101068163508	54444	1845
uiuo.ark+=13960=t5j96f67z	59395	1394
uiuo.ark+=13960=t00z7pq4q	40117	1795
dul1.ark+=13960=t7rn3x266	49716	2031
nyp.33433082296223	78764	3375
mdp.39015035550246	59475	2635
nyp.33433081595013	62131	2750
inu.32000004490787	107937	5357
nyp.33433075762652	53005	1992
uiuo.ark+=13960=t4sj1vq72	57479	1387
uiuo.ark+=13960=t06w9mr29	49008	1578
umn.31951002377644r	31645	1318
nyp.33433074868120	30504	904
uiuo.ark+=13960=t6sx6t75n	54300	2738
hvd.32044058243072	47821	1793
mdp.39015012363308	51393	1962
uc1.b3575554	46331	1362
nyp.33433074942685	21195	810
uiuo.ark+=13960=t6c25fv7d	61347	2513
nyp.33433067293880	181602	6363
uva.x000529713	196067	11471
nyp.33433082352042	127210	3119
uc1.$b358650	300269	10317
hvd.hwkagd	79888	3339
uc1.$b358655	320886	12752
mdp.39015058691026	79483	3888
mdp.39015062686400	49478	1096
nyp.33433074888862	83464	1986
nyp.33433075830962	56168	2517
uiuo.ark+=13960=t5h99sm6t	50048	1337
mdp.39015059376197	50812	1237
hvd.32044086801974	82459	3934
njp.32101074942507	58505	2046
uiuo.ark+=13960=t44q88r9x	55558	1486
inu.32000009648280	24304	993
uiuo.ark+=13960=t7qn6pk7b	57952	1706
nyp.33433076029788	63511	2662
nyp.33433074878236	20699	1057
mdp.39015062237170	168695	5626
uc1.$b305452	73028	3265
nyp.33433074940614	66554	3098
uiuo.ark+=13960=t4dn4qr64	56320	2505
nyp.33433075747141	77781	3517
hvd.hn5dn6	21375	831
uiuo.ark+=13960=t66408j7j	64244	3036
nnc1.cu58483284	53074	1692
uiuo.ark+=13960=t5j96rh1t	53844	1848
njp.32101064790742	57364	1665
nyp.33433074938121	95837	4365
hvd.32044090309790	49700	3125
uiuo.ark+=13960=t71v63h97	66912	2806
uc1.b3581552	62115	2582
mdp.39015071190998	49533	2997
njp.32101068165867	56386	2348
uiuo.ark+=13960=t85h81m7m	56995	2630
uc1.$b303173	44036	2930
uc2.ark+=13960=t6xw4dp26	179476	9622
uc2.ark+=13960=t2p55g671	60543	2082
njp.32101064794389	147260	6606
mdp.39015063617586	154069	5123
nyp.33433076072762	149750	5015
uc2.ark+=13960=t9z030p6z	66370	3537
nyp.33433076022676	59368	2316
uiuo.ark+=13960=t2697sc0d	118068	5043
njp.32101066459312	53422	2663
njp.32101020529507	197698	9763
uc2.ark+=13960=t7np1zc9r	62859	2569
wu.89099755175	39706	2391
njp.32101068154408	72869	4034
njp.32101066122126	52282	2417
njp.32101064791153	59256	2580
uc1.b3322471	62814	2019
hvd.32044088987615	27676	1077
uc2.ark+=13960=t3610x82j	49834	2575
hvd.hn1q45	76919	2423
hvd.hnnzq4	59967	1962
uiuo.ark+=13960=t8df7873r	59633	2371
nnc1.1000448850	49636	2274
hvd.32044004799219	192218	6498
uc2.ark+=13960=t3vt1hq0n	57568	2885
njp.32101064710914	46939	1705
uiuo.ark+=13960=t86h4zc21	47527	1574
wu.89098875719	23317	949
hvd.hnp18q	48786	1389
hvd.hnp4qx	53785	2455
uiuo.ark+=13960=t3vt2953t	59331	2069
njp.32101064710591	593499	24483
uiuo.ark+=13960=t0ms4c84w	47243	2031
uiuo.ark+=13960=t22b9d63x	50473	1085
uc2.ark+=13960=t3st7kz1r	63869	1681
hvd.hwjt4e	34808	1313
nyp.33433074878640	57910	3107
inu.32000000646036	153958	211
uc2.ark+=13960=t3707zj06	134199	5257
uiuo.ark+=13960=t9z03qj2x	50390	2166
uc2.ark+=13960=t74t6gp9m	50683	2754
nyp.33433076016843	174790	7524
uiuo.ark+=13960=t1jh3z86d	58184	2246
nyp.33433082207170	22100	1066
uiuo.ark+=13960=t6c25g95p	56826	2648
wu.89088299805	192218	9654
uiuo.ark+=13960=t5fb5pp94	62198	3146
uc1.b3123706	48496	3004
nyp.33433067303812	37390	1637
mdp.39015063925013	56095	1529
inu.30000112141985	172336	7751
nnc1.1002393476	44804	1364
uc2.ark+=13960=t37080958	36704	1890
nyp.33433074930110	111573	5744
nyp.33433074895958	123561	7085
nyp.33433076055486	651781	27446
nyp.33433076066939	39258	1153
uc2.ark+=13960=t53f4p02b	146999	8166
uc2.ark+=13960=t0ns0rq5j	43774	1944
uc2.ark+=13960=t01z43536	61490	2445
uiuo.ark+=13960=t75t49798	46591	2101
uiuo.ark+=13960=t5r790q9k	45008	2062
nyp.33433076074115	85317	1694
uc1.b3326031	133547	5781
uiuo.ark+=13960=t7zk5xb95	80528	4483
uc2.ark+=13960=t01z4419q	70269	2724
uc2.ark+=13960=t4mk67860	94119	4233
uc2.ark+=13960=t86h4dr3t	58861	3185
uc1.b3123724	87268	2794
uc2.ark+=13960=t7tm7472s	94829	4687
uiuo.ark+=13960=t4jm2s41m	59496	2585
loc.ark+=13960=t2891c06r	60891	4365
inu.30000020693762	81005	4574
uva.x030825524	120463	5759
nyp.33433074921101	165267	9098
uc2.ark+=13960=t5k933b88	65358	2923
nyp.33433082284054	49368	2371
uc2.ark+=13960=t3804z03n	138585	7845
uc2.ark+=13960=t2k64ct5x	46020	1944
uc2.ark+=13960=t4rj4ck98	51920	1723
nyp.33433076018294	88737	3798
uva.x030808559	5771	171
uiuo.ark+=13960=t0ms43c1g	57077	1554
uiuo.ark+=13960=t73v05w2z	62430	2595
njp.32101068176690	48896	1549
uc2.ark+=13960=t4zg6h95b	34493	1694
uiuo.ark+=13960=t86h5706q	74554	2642
nyp.33433074961859	38088	1586
nyp.33433076069602	36774	1656
uiuo.ark+=13960=t5bc4m870	76604	3555
uiuo.ark+=13960=t7cr65n7z	48402	1713
uiuo.ark+=13960=t6sx6xq74	74646	2943
uiuo.ark+=13960=t6c25js1v	72754	2431
uva.x001687872	118108	5836
uc2.ark+=13960=t08w38973	79138	3461
nnc1.cu50383493	118900	6326
nyp.33433075820146	143916	4472
uc1.$b358653	191487	6988
mdp.39015059417959	172884	9499
nyp.33433074969340	44805	2950
uiuo.ark+=13960=t12n5hx3w	48596	2793
nyp.33433074859897	67959	3882
njp.32101067630259	75872	2850
uc2.ark+=13960=t4pk08k78	132643	5116
uc2.ark+=13960=t43r0vq9h	93038	6373
nyp.33433075754642	53557	1508
njp.32101067628279	22368	1355
pst.000047317420	88054	5518
nyp.33433075760821	39761	1351
nyp.33433082288626	62643	3432
njp.32101063600819	50511	1538
uiuo.ark+=13960=t67375c09	51615	1798
uc2.ark+=13960=t1hh6mf0f	102722	3901
wu.89098017916	179989	7465
loc.ark+=13960=t3rv0tr58	50268	1290
nyp.33433074880802	156653	6856
uiuo.ark+=13960=t1jh3ts50	64118	2611
nnc1.0035531827	118325	5721
wu.89098856669	74235	3632
uiuo.ark+=13960=t8rb7pg9t	51880	2272
uiuo.ark+=13960=t6155734j	71900	2760
coo.31924013521764	75421	3677
uc1.$b807295	154398	6238
uiuo.ark+=13960=t2794hz6s	61148	2926
wu.89098006869	103121	4258
uiuo.ark+=13960=t8ff4942h	52594	2343
uc2.ark+=13960=t78s4tc10	54068	3743
uc2.ark+=13960=t5gb1z098	137817	8190
uva.x002177939	21416	983
nyp.33433074898986	65645	3099
nyp.33433074920608	47412	2301
hvd.hw28p3	112164	4711
uc2.ark+=13960=t45q4sn45	112117	5525
uc1.b4102448	97629	4427
inu.30000054117191	115597	4289
njp.32101067634244	49476	2502
nyp.33433082272711	244599	14575
uc2.ark+=13960=t16m39m6z	36141	1669
uc2.ark+=13960=t3nv9gf05	81003	6415
nyp.33433074851183	67765	3441
pst.000003824955	74328	4558
njp.32101064382763	79140	4810
uc2.ark+=13960=t78s4nw43	29262	1333
nyp.33433074942859	196633	6710
mdp.39015057226311	410100	16204
uc2.ark+=13960=t0pr7sq62	210061	9609
hvd.hw28p0	108563	5188
njp.32101068162740	117599	6335
uc2.ark+=13960=t7xk8n82d	280904	11802
uiuo.ark+=13960=t4wh36k87	67162	2619
nyp.33433082291505	172462	7330
mdp.39015058691281	96264	4881
uiuo.ark+=13960=t6rx9nf53	79325	3281
nyp.33433076022254	147465	7825
nyp.33433076021645	123472	9622
nyp.33433075765176	48080	2167
nyp.33433074859764	135926	8581
uc1.b3327249	241049	15551
nyp.33433082289871	31521	1649
uc1.$b70887	174573	7550
uiuo.ark+=13960=t9g450k2g	52999	2747
uc2.ark+=13960=t9x060k11	48582	2768
nyp.33433034411045	102703	6393
njp.32101013998008	49225	3778
uiuo.ark+=13960=t7sn0tn1b	53329	3533
nyp.33433074970546	115609	4529
nyp.33433008142220	125729	6859
njp.32101063604159	59207	3217
uc1.b3123809	56512	2005
njp.32101073308379	97927	2750
uc1.$b251166	167524	9878
uiuo.ark+=13960=t88g98r2v	49341	2337
uiuo.ark+=13960=t8tb1gj45	40122	2112
nyp.33433075754576	6930	333
uva.x030581128	77909	3986
njp.32101065704312	77343	4915
pst.000005762347	146981	7049
njp.32101067178937	209097	9832
nyp.33433074923354	29628	1232
uiuo.ark+=13960=t06w9mh7k	62467	2333
uiuo.ark+=13960=t8nc6mq2s	72158	3044
uiuo.ark+=13960=t54f2dt68	84508	4578
uiuo.ark+=13960=t07w70x4m	54317	2803
umn.31951002079955l	196515	8030
uc2.ark+=13960=t21c20786	51556	1632
uc1.32106011701288	368051	17747
uc2.ark+=13960=t78s4m942	104397	5613
mdp.39015057083993	91679	4884
nyp.33433074880000	28168	1081
uc1.$b521788	45853	3078
wu.89078230232	98276	6752
uc1.b3550071	147301	7053
uc2.ark+=13960=t6h12x81f	60102	2533
mdp.49015002138023	99846	5289
uc1.b4105552	185013	9446
uiuo.ark+=13960=t0bv8450f	48852	2029
nnc1.1002272601	64835	2931
nyp.33433076086028	56925	3117
nyp.33433075762322	169682	10356
uc2.ark+=13960=t9959md8w	29281	1505
uiuo.ark+=13960=t86h53j3s	49263	2170
uiuo.ark+=13960=t5q81xt36	66894	2708
uc1.$b809241	125806	7222
nyp.33433074952759	160327	8367
nyp.33433082170618	120731	5184
uc2.ark+=13960=t15m62k0j	103527	4851
nyp.33433076041908	119762	6567
njp.32101064914821	41493	1439
uc1.b3322408	161701	9059
uiuo.ark+=13960=t3hx1x46t	71811	3214
nyp.33433081938411	57610	2741
uiuo.ark+=13960=t3pv7527f	44970	2640
uiuo.ark+=13960=t8df78w8p	48532	2097
uc2.ark+=13960=t75t3k50z	189123	9392
uiuo.ark+=13960=t2697sn9b	45102	2326
uiuo.ark+=13960=t0dv1sx9g	79360	3868
uiuo.ark+=13960=t8cg02x3m	44032	1677
uiuo.ark+=13960=t1gj05f38	61170	2966
uc2.ark+=13960=t6445pw6s	61419	2494
uiuo.ark+=13960=t7qn6s33c	42233	1494
nyp.33433075752224	49419	3224
nyp.33433074867163	156085	7621
wu.89098017973	66252	3967
uva.x030736355	36987	1620
inu.30000007708815	203397	11134
njp.32101066457449	32979	1458
mdp.39015057087648	67355	5319
nyp.33433074871793	73478	3062
uc1.b3548053	158149	10745
uc1.31158005355168	58886	3675
uiuo.ark+=13960=t4gm8vk7t	69801	4570
uc2.ark+=13960=t81j9b246	146069	4686
uc1.b3324267	46109	2306
uc2.ark+=13960=t4dn41w6n	76735	3842
uiuo.ark+=13960=t1mg89134	77959	2670
mdp.39015024856281	147019	9081
uc2.ark+=13960=t31266s6k	73757	3677
njp.32101067630002	5820	200
inu.30000114553013	128520	6414
coo.31924052396912		
mdp.39015005086817	372973	25086
uc2.ark+=13960=t4cn71w4h	102267	6169
uc1.b4103604	79204	3302
nyp.33433082546916	101590	6719
uiuo.ark+=13960=t4rj4zg0m	74388	3774
loc.ark+=13960=t5k941c2c	99716	8021
mdp.39015024877857	80900	5333
uiuo.ark+=13960=t4nk41h3r	63569	3139
njp.32101066457704	67295	3023
uiuo.ark+=13960=t4kk9xr6c	45855	2182
uc2.ark+=13960=t8x922h56	28945	2195
uiuo.ark+=13960=t1ng57g58	57047	2913
uc2.ark+=13960=t6qz22x3r	108435	4933
nyp.33433074929476	93703	4459
uc1.b2796042	43669	1434
wu.89077140804	23907	1135
wu.89098860778	152355	7443
uiuo.ark+=13960=t8qc0hz1j	58750	3923
inu.39000000258256	62588	2605
uc2.ark+=13960=t6f18vg1z	71309	4488
uiuo.ark+=13960=t4zg7095h	42517	2628
uiuo.ark+=13960=t2c82nf0z	43140	2386
uiuo.ark+=13960=t50g4052q	45519	2305
uc2.ark+=13960=t1rf5tv88	105217	6422
nyp.33433081962080	33702	2413
nyp.33433075751754	142624	7897
uc1.$b809207	73288	4671
uiuo.ark+=13960=t02z1mj6z	61326	3436
wu.89097995674	57959	3927
nyp.33433076022163	121399	6991
uiuo.ark+=13960=t0ht3526q	59768	3570
uc2.ark+=13960=t16m33f86	172938	8874
njp.32101067630317	52754	3510
uc2.ark+=13960=t5s75cj3s	50763	2525
nyp.33433067292569	201037	8837
nyp.33433076018419	85085	4102
nyp.33433076025943	65505	2588
nyp.33433074867130	57804	3389
uc2.ark+=13960=t3bz66b13	37507	2490
uc2.ark+=13960=t39z95s4s	167886	8990
nyp.33433075739346	119936	6435
uc1.$b458168		
uiuo.ark+=13960=t6rx9x944	58349	3206
uc1.$b387308	238222	9187
njp.32101068177557	98941	5038
uiuo.ark+=13960=t1zc8fb6b	65070	2838
njp.32101067179109	69559	2588
uiuo.ark+=13960=t6sx6jk7s	31562	1136
nnc1.1002318440	112515	6175
uc2.ark+=13960=t37082q9d	41229	2278
mdp.39015010736349	61328	2184
uiuo.ark+=13960=t9q24gf51	90990	4626
nyp.33433074879259	171579	10393
nyp.33433074929765	175155	8547
uiuo.ark+=13960=t5z611x6q	43009	1514
njp.32101076479763	145144	8058
nyp.33433074889050	90800	3345
mdp.39015063587474	53600	2495
nyp.33433076073646	87410	4788
uiuo.ark+=13960=t2x354s13	75126	3264
uiuo.ark+=13960=t08w42q2z	49010	1875
uc2.ark+=13960=t02z13c32	158435	8604
wu.89098024177	76845	4289
uiuo.ark+=13960=t9571sn90	28486	1594
wu.89098868185	73892	4966
uiuo.ark+=13960=t6xw5180p	52861	4022
uiuo.ark+=13960=t25b0gf8t	29513	1589
uiuo.ark+=13960=t6k07mn67	52844	2494
uc2.ark+=13960=t2p55ds9s	23869	1203
nyp.33433074835400	97806	4214
njp.32101064789710	122005	8235
loc.ark+=13960=t2q534284	31888	1850
nyp.33433075852818	57133	2238
uiuo.ark+=13960=t10p1mf8g	45504	2042
uiuo.ark+=13960=t3611jj8v	61056	3564
uiuo.ark+=13960=t0gt62d3b	43193	2490
uc1.b3325304	81562	4468
mdp.39015071422854	38160	1904
mdp.39015063959723	45229	1998
nyp.33433076023427	109452	6296
mdp.39015063963816	91804	3842
uiuo.ark+=13960=t0tq6f05j	68902	3418
nyp.33433075769079	94888	4215
uc2.ark+=13960=t0vq2sk6k	61832	4115
uva.x030736396	34790	2075
njp.32101068175213	139948	7604
uiuo.ark+=13960=t83j40690	61332	2965
uc2.ark+=13960=t79s1sv30	50939	3136
nyp.33433082222088	552925	17345
uiuo.ark+=13960=t5t72p82m	62079	3711
njp.32101067178770	196595	8383
nyp.33433075843130	92014	5642
njp.32101067707255	202435	11197
uiuo.ark+=13960=t7kp88t2z	52317	1905
inu.32000006900023	39620	1903
loc.ark+=13960=t08w4945p	2636	137
nnc1.1002163250	85443	2318
inu.32000002882670	221360	11290
uc2.ark+=13960=t12n5208t	87017	4176
uiuo.ark+=13960=t63495d32	65657	2919
uiuo.ark+=13960=t49p3jr9j	49377	2063
nyp.33433084129984	77769	4337
uiuo.ark+=13960=t3611j83v	45843	2592
uc2.ark+=13960=t7zk58f5q	113373	5976
mdp.39015063955465	143683	8169
uva.x004828348	44161	2243
uc2.ark+=13960=t8tb19n0h	59126	4418
uc1.b3048114	227702	9923
uiuo.ark+=13960=t4sj2464k	57589	2660
uiuo.ark+=13960=t9c53x143	45387	2392
uiuo.ark+=13960=t8df77x6r	42530	1826
wu.89058111618	53485	2241
wu.89098877244	69765	4246
uiuo.ark+=13960=t9f47xn9c	40491	2232
nyp.33433075762306	78002	5625
njp.32101068168945	99883	5551
mdp.39015059433006	89041	4747
nyp.33433074837471	89257	3133
uiuo.ark+=13960=t7mp5kr2z	39293	1833
nyp.33433061753012	137350	8040
uc2.ark+=13960=t28911z65	99998	5867
uc2.ark+=13960=t71v5d644	139149	6051
uc1.b3336971	84312	5144
mdp.49015002157585	73102	4320
umn.31951p005426620	47644	2028
uiuo.ark+=13960=t2p567h62	53965	3456
uc2.ark+=13960=t7mp50w55	113097	5113
wu.89098878499	49888	2297
dul1.ark+=13960=t3zs3df24	91343	4424
uc2.ark+=13960=t7rn33f47	215301	10586
mdp.39015063542172	43737	1845
uiuo.ark+=13960=t58d0ck8t	43779	1938
njp.32101066459015	32513	1166
nnc1.1002204371	63441	3567
mdp.39015033419766	106727	4970
uiuo.ark+=13960=t08w42t7q	48086	2328
uc2.ark+=13960=t9m32qt03	58566	2609
mdp.39015033665715	63141	2848
uc2.ark+=13960=t2g739p3c	68524	4956
uc1.b3322034	37233	1969
njp.32101065835371	94693	4624
mdp.49015000940776	56661	3141
wu.89098013311	63022	2627
uiuo.ark+=13960=t04x5jz3v	45205	1938
loc.ark+=13960=t47p9gx27	53614	2484
nyp.33433075727960	100466	5984
uiuo.ark+=13960=t0jt08879	58052	3130
nc01.ark+=13960=t02z1vc0q	124553	5719
uiuo.ark+=13960=t70v8tn4r	52236	2870
uc2.ark+=13960=t7vm49d1s	145760	7313
uc1.b3325717	61540	3007
nyp.33433010974719	57267	4237
njp.32101068174737	60677	3970
uc2.ark+=13960=t0tq61j48	56497	3903
uiuo.ark+=13960=t8tb1rt9g	41293	2741
uc1.b4713439	132836	5716
uc2.ark+=13960=t5w669r43	121103	6963
uc2.ark+=13960=t24b2zs6k	111045	5451
uc2.ark+=13960=t06w98k3d	59022	4770
njp.32101067644748	50785	2268
