docid	allwords	stanfordwords
inu.30000088035518	75428	4428
pst.000045271915	105172	7637
nc01.ark+=13960=t89g6fd33	142011	7274
hvd.hn2tj4	63190	1685
uc1.b3326164	38873	735
uiuo.ark+=13960=t1mg89134	91650	2660
uc2.ark+=13960=t5m90528p	170338	6306
uiuo.ark+=13960=t84j14f6h	152506	5849
pst.000063969283	54730	3466
mdp.39015061006295	14764	1099
mdp.39015003680504	37340	2517
uc1.$b104018	34923	1510
inu.30000026195325	7803	437
uc1.$b103846	146638	8108
uc1.b3477951	71098	5228
uiuo.ark+=13960=t0dv1sx9g	93472	3857
uc1.$b303173	50568	2930
uiuo.ark+=13960=t3611j83v	54803	2589
uc2.ark+=13960=t6n011p3j	111874	5496
njp.32101066120450	50511	1589
uiuo.ark+=13960=t86h4zc21	56698	1565
uc2.ark+=13960=t7xk8888r	49333	1503
wu.89099755175	47576	2391
mdp.39015053584218	107845	7479
mdp.39015056671277	104593	8853
nyp.33433075760821	47027	1348
uc1.$b57011	92678	5720
uc2.ark+=13960=t6445pw6s	71364	2489
njp.32101074864156	56073	2390
uc1.b4358712	87105	5428
uiuo.ark+=13960=t4jm2s41m	71992	2584
nyp.33433066604392	62243	2491
njp.32101068176427	39032	920
mdp.39015058212286	81664	6124
nyp.33433074851183	79637	3440
mdp.39015066888838	128673	11278
uc2.ark+=13960=t86h4dr3t	70042	3182
wu.89099916918	70566	3465
mdp.39015007424461	4638	310
mdp.39015059371602	87197	3635
nyp.33433075771968	58296	1800
mdp.39015062045086	154663	9534
mdp.39015048890522	126460	8789
mdp.39015064810974	39932	1144
uc2.ark+=13960=t6542jv7b	81047	3436
nyp.33433074947189	166617	4953
mdp.39015062996734	119838	6506
mdp.39015048750809	42673	3325
mdp.39015011948372	53925	1912
uc1.$b104487	183286	8915
mdp.39015026613953	41820	1876
wu.89098856669	87298	3632
umn.31951002096310y	108695	7262
uiuo.ark+=13960=t1bk2141g	75374	1919
mdp.39015063972973	107036	5213
wu.89098875719	27381	943
njp.32101063604050	82329	3058
mdp.39015016454582	56717	3685
uc1.b3346087	107103	9389
uc1.$b323501	80409	4357
nyp.33433074930714	69775	4843
uc1.$b103181	112440	9735
mdp.39015014860111	83327	3036
mdp.39015016867254	92654	6134
njp.32101066458116	97889	3257
uiuo.ark+=13960=t8cg07c02	70198	2020
mdp.39015034252612	38601	1940
mdp.39015010736349	72689	2180
mdp.39076002271778	42089	2544
pst.000005595853	115720	2252
hvd.hnnzna	82941	1722
mdp.39015063525896	84509	4615
nyp.33433074864236	75907	3091
uc1.b5084022	728057	43483
uc2.ark+=13960=t7zk58f5q	134375	5975
mdp.39015035550246	71818	2618
mdp.39015050761082	60979	2741
uc1.b3327086	66872	3329
nyp.33433082207170	25381	1064
nyp.33433074929682	119175	5771
uc1.b3687202	122626	6149
uiuo.ark+=13960=t16m3wk0n	52409	1393
uiuo.ark+=13960=t0bv7w31r	53263	1457
inu.30000004325878	46719	2185
mdp.39015063963246	67079	3027
pst.000003895573	170698	7965
uiuo.ark+=13960=t5h99sm6t	59503	1335
hvd.hnp18q	55411	1370
nyp.33433082300058	85678	4459
mdp.39015024856281	175612	9078
inu.39000000258256	72844	2605
mdp.39015037422741	58428	2879
pst.000006661854	114746	2109
hvd.32044081811341	51007	992
wu.89001039791	110592	6465
mdp.39015052880591	56953	3291
uiuo.ark+=13960=t4pk1235x	57368	1287
uiuo.ark+=13960=t2d79kv9g	93352	2986
uiuo.ark+=13960=t2p55w88c	63349	3550
uc1.$b176933	50996	2542
mdp.39015049418752	19812	1163
hvd.hxk4l9	103289	3495
uiuo.ark+=13960=t3kw62b3w	61180	3231
uc1.b3799976	12976	804
nyp.33433082289871	37006	1649
mdp.39015017706618	133650	8631
mdp.39015030739984	103787	5077
mdp.39015042169469	65962	5953
mdp.39015041724355	43380	2861
mdp.39015070697662	73992	6395
inu.30000121037224	75542	4911
pst.000032788860	87561	5586
mdp.39015009057087	169395	6875
uc1.$b244502	138136	8566
hvd.hnp4qx	62403	2440
mdp.39015031793568	89798	4424
mdp.39015063961901	62625	2911
uiuo.ark+=13960=t7zk5xb95	95911	4482
nyp.33433082288626	73565	3429
uiuo.ark+=13960=t0tq6f05j	81568	3403
njp.32101076515384	29973	1889
coo.31924013452887	57485	2840
uc1.$b193027	225167	13615
uva.x030808559	6873	170
uc1.32106002176599	67722	3699
uc2.ark+=13960=t6xw4894k	74244	1285
mdp.49015003181857	43279	1691
uc1.$b301854	94400	4562
nyp.33433074951652	49184	1546
uc1.$b105918	112641	8657
uc1.b4572861	84972	6389
mdp.39015003976217	192395	10063
uc1.b4102976	77947	3169
uc1.b4381449	71007	4778
mdp.39015032394960	93322	5247
uva.x004065574	7673	445
uc2.ark+=13960=t3gx4dk9q	67934	1564
nyp.33433074942685	24568	805
nyp.33433075818439	66932	2607
uc1.32106011001762	41031	2379
mdp.39015041722193	119377	7480
nyp.33433074938014	115467	4518
pst.000056848915	121591	8635
uc1.32106005499782	320969	21378
uc1.$b243695	21755	1714
uc1.$b104493	130718	9879
pst.000015218490	82108	3982
uc2.ark+=13960=t71v5d644	163219	6043
mdp.39015064793170	209874	8957
uc1.32106002189600	27331	2102
uc1.$b250095	55031	1063
uc1.$b104509	51501	3214
mdp.39015030741972	128949	7710
njp.32101063603573	15522	675
uiuo.ark+=13960=t3tt53x7z	65543	1586
inu.30000005359421	30882	1475
nyp.33433007280138	543955	30731
uc2.ark+=13960=t16m33f86	206206	8865
nyp.33433074880000	32329	1081
aeu.ark+=13960=t22c08w6m	107396	4952
mdp.39015024086509	24654	1738
uiuo.ark+=13960=t8rb7pg9t	61598	2265
uc1.$b102210	66799	3692
uc1.b5177491	25090	1114
uc1.$b458168		
mdp.39015063955465	166562	8164
nyp.33433076082019	61108	4261
njp.32101066459445	29826	576
mdp.39015061425164	97149	6641
mdp.39015031242285	73281	6136
uc1.$b298877	201679	13715
nnc1.0315302644	34784	778
uiuo.ark+=13960=t70v93r77	52088	1231
mdp.39015008639851	75400	4702
uiuo.ark+=13960=t6pz5v56p	33873	1150
njp.32101062933443	62159	924
nyp.33433075768253	105480	2112
nyp.33433075744981	151895	7525
uc2.ark+=13960=t4qj7976b	19466	535
nyp.33433074875760	85341	1832
uc1.b3575554	52531	1344
mdp.39015008606157	114739	7123
uc2.ark+=13960=t4mk67860	111631	4226
mdp.39015063544459	48774	3316
mdp.39015084095309	115546	7662
uc2.ark+=13960=t95718s83	77309	3046
mdp.39015063924248	58008	2086
nyp.33433076084478	142938	6587
mdp.39015031933875	72582	4006
uc2.ark+=13960=t8x923k22	206991	7003
mdp.39015009231708	79587	2866
nyp.33433074862370	78283	4863
njp.32101068170206	116622	5345
wu.89058512377	55639	4104
uva.x030284935	161643	7228
uc1.$b70887	205392	7548
wu.89087923314	98427	4269
uc1.$b800550	108115	10094
nyp.33433075762322	205294	10356
njp.32101066164730	85823	4549
pst.000005762347	173837	7046
uc2.ark+=13960=t15m62q48	92713	6016
nyp.33433082352067	137729	2597
inu.39000000391446	111871	8312
uc1.b3548269	140350	6289
uc2.ark+=13960=t16m39m6z	44293	1664
loc.ark+=13960=t5r78mh70	51582	1681
mdp.39015054266831	33677	1956
uiuo.ark+=13960=t9g450k2g	62712	2745
nyp.33433074946900	31516	1017
inu.30000057511846	26140	1386
mdp.39015014583051	37013	2578
mdp.39015005665032	83300	2178
uc1.b3727985	105881	5337
uc2.ark+=13960=t31266s6k	89197	3668
njp.32101020529507	230412	9701
pst.000004786672	71237	7725
mdp.39015048749934	110609	6234
mdp.39015062850154	157015	12846
uiuo.ark+=13960=t0ns1cv4p	17766	507
mdp.39015077627878	65609	4926
nc01.ark+=13960=t2d79c553	64503	2627
nyp.33433006539153	122478	5847
njp.32101076479813	170529	7759
uc1.b4368241	370449	15250
mdp.39015011028746	162233	5568
uc2.ark+=13960=t9m32pt34	103211	5220
uc1.$b236167	95914	6221
uc1.$b267544	38680	3949
mdp.39015011300863	74841	3662
mdp.39015014442340	99647	6730
mdp.39015033398812	65917	3792
mdp.39015056838231	95866	6257
inu.30000000836357	23314	1463
wu.89099760266	182881	10429
mdp.39015059400344	61124	2921
mdp.39015070464147	7927	277
mdp.49015001334144	41144	2023
mdp.39015078569491	47791	2791
nyp.33433076045297	141212	7225
mdp.39076002244478	21100	1435
loc.ark+=13960=t87h28463	60285	2768
mdp.39015058831424	230309	12434
mdp.39015032951694	63237	4049
mdp.39015031228573	114483	7127
nyp.33433074812458	90479	6173
mdp.39015046006675	98967	7591
mdp.39015003940841	94036	3652
uc1.32106013300873	117643	7727
mdp.39015014169653	139536	8562
mdp.39015040844386	52798	2761
uiuo.ark+=13960=t6rx9nf53	95776	3275
njp.32101065835371	112895	4619
njp.32101068142080	49212	1045
nyp.33433074878236	25215	1057
mdp.39015002753161	64721	3858
uc1.b4557361	66550	4152
uc2.ark+=13960=t0ns0rq5j	51267	1935
uc2.ark+=13960=t0pr7mx0s	70819	3664
mdp.39015063524527	11252	815
mdp.39015042826951	39721	1179
pst.000006682088	88426	3717
uc2.ark+=13960=t8sb3xw2h	29434	1695
dul1.ark+=13960=t6737pj6n	60611	2539
mdp.39015063947199	13053	343
uc1.b4451102	75598	6854
uc2.ark+=13960=t74t6mg3p	19880	1087
inu.30000054117191	143212	4284
nyp.33433074868237	70459	3225
mdp.39015012113810	98320	3217
nyp.33433067296644	565756	15827
nyp.33433074919949	99137	2532
njp.32101076516465	94922	3511
mdp.39015047597136	95660	5667
nyp.33433076067085	43557	2267
mdp.39015027528697	46810	1396
uc2.ark+=13960=t6f18vg1z	84525	4487
mdp.39015030719226	38301	2897
wu.89098878499	58527	2295
mdp.49015000940776	67787	3130
uc2.ark+=13960=t0tq5vc52	11462	399
uc1.b4358736	116721	9069
uc2.ark+=13960=t7rn33f47	244317	10581
mdp.39015030767803	212090	8606
uc2.ark+=13960=t9959jh4g	125045	4678
njp.32101067630002	6880	199
uc1.32106007220202	194489	9069
mdp.39015063240744	100053	5420
uc1.$b106327	195661	15720
uc2.ark+=13960=t9x060k11	59248	2765
mdp.39076002196686	43039	2017
uiuo.ark+=13960=t3417b08v	52321	1433
uiuo.ark+=13960=t2x35d69n	60589	2079
mdp.39015011955427	39993	2817
mdp.39015063526787	32550	1184
njp.32101068167491	24640	1626
mdp.39015033983001	52989	2359
uc1.$b244821	62574	3511
uc1.b3728085	44511	1707
uc1.$b34045	56736	3496
mdp.39015030716305	108756	6484
njp.32101068177557	114929	5035
uiuo.ark+=13960=t3vt2953t	70433	2062
uiuo.ark+=13960=t6xw4rw1j	66492	1576
mdp.39015011560284	35297	1984
njp.32101067708139	68410	2044
mdp.39015001044968	98173	5713
mdp.39015014777000	92149	4626
mdp.39015063965886	83685	6400
njp.32101064710591	703582	24355
mdp.39015031598389	107278	6224
uc2.ark+=13960=t2988432w	96540	7093
mdp.39015024087515	74540	4280
uc1.32106011946701	172426	7322
uiuo.ark+=13960=t6k07mn67	62082	2489
nyp.33433081595013	72549	2742
inu.39000005582288	52159	4726
uc1.b3688384	146368	6448
mdp.39076002850787	328032	17825
uc1.$b243341	78413	4416
nyp.33433076094618	123899	6526
uiuo.ark+=13960=t5w67451b	64382	1600
mdp.39015030704863	115542	8025
uva.x000529713	235463	11467
uc1.b4369661	66513	3792
mdp.39015005308682	69823	4982
uc2.ark+=13960=t82j6h609	53889	2322
mdp.39015068232969	651	0
uiuo.ark+=13960=t0000tq23	81805	2690
nyp.33433074915533	105281	3662
mdp.39015008631494	167714	9777
mdp.39015037818021	219747	9350
mdp.39015086885897	54904	3129
uc2.ark+=13960=t55d8p75q	62234	4313
inu.30000109973788	46571	3491
mdp.39015014137262	97403	5946
mdp.39015024077201	81378	4471
mdp.39015000576945	67175	3962
uc1.$b803226	65793	3935
nyp.33433075765663	60157	2875
nyp.33433082531934	79174	3298
mdp.39015047511772	80870	6243
pst.000021000997	252173	16003
uc2.ark+=13960=t25b04r8q	77816	2448
loc.ark+=13960=t2891c06r	70369	4357
nyp.33433074856646	57395	2378
nyp.33433043830078	32842	2371
mdp.39015000550437	143375	5666
mdp.39015013501922	72899	4824
mdp.39015028919721	36018	1715
mdp.39015060067975	156129	9260
nyp.33433076090517	79871	6060
uiuo.ark+=13960=t14m9t26n	71684	1716
mdp.39015018978778	86665	5020
uc1.$b286513	147006	8768
mdp.39015020072008	44881	3212
mdp.39015013100972	84873	5564
uc1.32106014453283	328149	21378
mdp.39015063931862	17893	557
nyp.33433076021868	87938	4454
nyp.33433074843255	134879	8277
inu.32000004490787	124363	5353
uc1.b4098786	65701	4904
nyp.33433075751945	198295	9288
nyp.33433075756720	101176	3470
uiuo.ark+=13960=t9q24gf51	106250	4597
mdp.49015002389782	123086	7901
umn.31951002096061t	169571	7517
hvd.hn2hej	8261	411
njp.32101013536212	16884	988
nyp.33433000182612	184603	7920
uc2.ark+=13960=t15m62f6n	70672	3805
nyp.33433074855077	94255	2613
mdp.39015000701733	118933	4721
inu.32000003474824	154278	8420
uc1.$b105795	97368	6309
mdp.39015061469048	61010	3063
uc1.b3143008	144045	8712
uc1.32106002055595	136822	6925
nyp.33433074889050	106907	3343
nnc1.1002204371	73919	3567
uc1.b4220529	116987	8162
mdp.39015029935965	218905	9872
nyp.33433076093321	689069	24578
nyp.33433082300892	29956	1523
uc1.$b63869	61162	5392
osu.32435000824573	99700	6108
mdp.39015002288721	87018	4346
pst.000020873486	26478	2507
uiuo.ark+=13960=t99604q44	66746	2423
mdp.39015037310813	52332	3529
uc1.32106017921815	112703	10589
nyp.33433076054083	178584	7467
inu.39000005799817	18090	933
uiuo.ark+=13960=t6155734j	84541	2758
njp.32101073253690	146624	6221
uc1.b3347055	82410	4013
inu.30000114553013	147666	6401
njp.32101063604167	47124	2529
uiuo.ark+=13960=t6b28f15h	37870	587
inu.30000007145497	158846	8508
uc2.ark+=13960=t37080958	43363	1880
coo.31924052396912		
pst.000005716418	62884	3244
mdp.39015048717410	82797	5605
mdp.39015021352763	81349	4211
nyp.33433082291505	202297	7303
nyp.33433076088313	80161	3877
nyp.33433076025596	198277	4864
wu.89087902169	73763	5501
uc1.$b323629	73554	5718
uc1.$b318317	59487	3750
mdp.39015005144137	173516	6536
uiuo.ark+=13960=t3zs33v38	70736	1900
njp.32101064790098	86401	4624
mdp.39015024030150	88111	5726
uiuo.ark+=13960=t4zg7095h	50187	2623
uc2.ark+=13960=t4zg6j244	78231	3961
mdp.39015005086817	443662	25060
njp.32101068170230	103862	5057
inu.30000107397808	104175	7448
uc1.b3773955	106844	6156
mdp.39015011607697	110421	4778
uc1.$b299828	107682	7385
njp.32101068164589	225443	6887
mdp.39076002790082	67679	3824
uva.x004828348	51646	2241
uc2.ark+=13960=t3901zw01	43607	2320
nyp.33433082272711	288341	14573
uc2.ark+=13960=t7tm7472s	114230	4666
uva.x030557421	78124	4834
mdp.39015062237170	195800	5622
inu.32000011239359	60424	4759
uc1.b3861627	102298	8138
uc2.ark+=13960=t8hd7pj59	66528	4267
mdp.39015002742560	109944	7469
nyp.33433067303937	142696	3378
mdp.39015066058044	120145	6837
hvd.32044088987615	32574	1076
uc1.$b56441	143039	9766
uc1.32106002151998	76651	4490
uc1.$b56342	149870	6024
inu.39000005830067	33374	2187
nyp.33433075843130	110020	5639
mdp.39015078560276	40790	1019
mdp.39015063961513	89212	3719
nyp.33433074863162	44672	1966
uc2.ark+=13960=t93778s3b	77781	3095
hvd.hwadaj	102818	3344
uc1.$b101733	105125	6203
uc1.32106013836702	69340	5003
mdp.39015049665212	40739	2300
mdp.39015016424114	52631	1119
uiuo.ark+=13960=t4xh05m31	98459	3842
nyp.33433076094485	75033	3582
mdp.39015063602497	210431	4580
mdp.39015024290028	56854	3401
uiuo.ark+=13960=t63496n5k	40673	851
nyp.33433074851886	235135	10374
uc1.$b301043	69572	5164
mdp.39015034399827	89078	7717
uc2.ark+=13960=t7pn92073	146323	11139
uva.x000682621	163582	9239
mdp.39015050309551	100365	5870
uc2.ark+=13960=t1qf91q47	31539	687
uc1.b3569284	96663	5381
mdp.39015014743358	90999	4324
mdp.39015031045266	48280	1209
uc1.b4950725	139717	6508
uc1.32106014786492	162186	10340
hvd.hwkd6m	76234	1362
mdp.39015065763206	57361	1751
uiuo.ark+=13960=t0jt0603z	64300	1915
njp.32101074942507	71876	2032
mdp.39015012187459	72969	6454
uiuo.ark+=13960=t08w41v7r	55976	1593
uc1.b4102932	46453	1792
mdp.39015016450176	106227	8210
uc2.ark+=13960=t4cn71w4h	119313	6161
mdp.39015061142009	303644	20419
wu.89095807715	284951	14749
uc2.ark+=13960=t7np1zc9r	74019	2536
hvd.hwp4k1	74631	2813
wu.89098013311	73515	2627
uc2.ark+=13960=t4bp00d65	62527	3497
mdp.39015004116086	47319	3259
uc2.ark+=13960=t7gq6s478	62603	4405
njp.32101065104125	20731	656
uiuo.ark+=13960=t0ms4c84w	56071	2012
hvd.32044090341959	314357	15330
mdp.39015000551575	99558	4721
uiuo.ark+=13960=t76t0x921	69594	1808
njp.32101068178696	125163	7240
uc1.b4451101	125533	9046
uc1.$b305452	85261	3212
inu.30000095651000	218251	16858
uc2.ark+=13960=t52f7k62m	58830	3997
nyp.33433074879259	202007	10377
uc2.ark+=13960=t43r0vq9h	115731	6328
inu.39000001595003	127015	8211
mdp.39015069577073	33391	1864
mdp.39015014859345	147045	7189
njp.32101076479763	173124	8054
uc1.b3727928	103375	5671
uiuo.ark+=13960=t10p1qp5d	67626	1384
uiuo.ark+=13960=t04x5jz3v	55243	1931
uiuo.ark+=13960=t0ns18n38	79552	2071
uiuo.ark+=13960=t9m333839	51217	2053
wu.89099787574	232644	10325
mdp.39015048561743	176734	9961
nyp.33433074864434	57058	3218
uc1.b4097481	94363	8495
hvd.32044013683610	74280	2270
mdp.39015064115846	57848	2602
mdp.39015002309618	89597	4497
nyp.33433074881040	29406	581
hvd.32044096989538	80139	3943
wu.89005393855	89414	5738
njp.32101073360370	6337	391
mdp.39015063542172	53373	1845
mdp.39015033010151	82910	5429
uc1.b3473182	67050	5022
mdp.39015057083993	109945	4882
mdp.39015020686518	185487	11686
mdp.39076002266299	98693	6329
uiuo.ark+=13960=t5t72p82m	74908	3711
uc2.ark+=13960=t01z43536	71979	2439
uiuo.ark+=13960=t08w42t7q	55116	2321
mdp.39015026437684	28274	1254
uc2.ark+=13960=t0ht2hx56	113496	4907
uc1.32106017829828	302882	22184
inu.30000122924032	71116	4998
uiuo.ark+=13960=t3514q38x	57523	987
uc1.$b119319	72157	3924
osu.32435059299925	66425	4939
uc2.ark+=13960=t3610x82j	57386	2573
mdp.39015014552411	160341	9033
mdp.39015063957503	120669	7415
uc2.ark+=13960=t2p55ds9s	27562	1203
loc.ark+=13960=t22b9ds5h	53192	2826
njp.32101013593403	55463	2865
nyp.33433075762652	62571	1989
inu.32000009261134	155278	10358
nyp.33433074922729	58166	1052
uc2.ark+=13960=t4rj4988x	62733	4131
nyp.33433043248826	63691	4873
uc2.ark+=13960=t3804z03n	164256	7842
nyp.33433074837471	106517	3131
mdp.39015002652405	84323	4816
mdp.39015047453652	63734	5963
njp.32101064071184	14416	349
nyp.33433034411045	124782	6391
pst.000008276803	27251	1080
wu.89062856570		
mdp.39015002601626	16793	951
uc2.ark+=13960=t2697641q	137138	6763
uc1.32106016894641	104219	6896
uva.x000664921	106594	5480
nyp.33433076044340	54312	2735
nyp.33433076069602	42554	1655
mdp.39015005382133	206855	15597
mdp.39076002598642	76381	4965
uc1.32106006277773	307812	12119
loc.ark+=13960=t9q24h56b	38766	1988
njp.32101013998008	58501	3775
mdp.39015058691026	92771	3887
inu.30000112141985	201822	7740
uc1.$b182927	71561	2045
mdp.39015013248664	103752	5707
njp.32101039900962	58055	2794
hvd.hn2hc5	50771	2147
uiuo.ark+=13960=t8cg02x3m	52224	1669
hvd.hn3828	19934	511
mdp.39015030763281	87401	4993
osu.32435052534187	129000	7004
pst.000056601855	79878	4365
pst.000006466640	22509	1316
nyp.33433082342175	46084	1901
mdp.39015014541208	61296	4545
hvd.hn6lvs	26088	1997
uc2.ark+=13960=t9p26xq9c	33836	2781
uc1.$b317729	92932	3263
uc2.ark+=13960=t0qr4qv09	116524	6185
mdp.39015063077930	22952	695
uc1.$b787098	82852	4532
uc1.$b301191	111708	7116
mdp.39015031235396	149048	6108
coo.31924014518355	472858	25588
uc1.$b548783	82130	4236
uc1.$b243146	238987	16256
mdp.39015000623663	97524	5777
uc1.b3738981	53719	3342
inu.30000114172426	143948	11067
mdp.49015001400168	43950	3145
hvd.hnnzq4	71904	1958
uc1.31822033251729	42260	1445
osu.32435060262698	15006	862
mdp.39015038101666	110000	8153
inu.30000120995638	214517	12521
mdp.39015005672269	73514	5757
mdp.39015065770755	50787	62
uc1.$b117324	87213	5991
mdp.39015063964053	137596	7066
mdp.39015080844932	105568	4963
uc1.$b250186	65189	2966
inu.39000005757583	50555	2902
pst.000017853996	145029	10336
uc1.b4975632	76182	7656
uc2.ark+=13960=t3416t85d	63350	3831
mdp.39015074301576	82524	5686
nyp.33433074835400	121286	4213
nyp.33433084128879	67140	2894
uc1.b3116810	82943	4577
uc1.$b56309	145237	9238
uc2.ark+=13960=t3bz6218s	58363	3622
uc1.$b299596	54550	3287
uc1.$b249750	57747	2652
uc2.ark+=13960=t4rj4bm6v	149844	7052
uc2.ark+=13960=t3ws8pd3r	97864	2479
loc.ark+=13960=t47p9gx27	66040	2483
uc2.ark+=13960=fk6639kj41	105143	5992
mdp.39015005021582	93623	3662
mdp.39015006955945	53811	3381
umn.31951p005426620	56825	2028
uc1.$b301192	79635	5855
uc1.$b74561	134250	6549
mdp.39015040659941	72616	5249
nyp.33433074855168	52175	1510
uiuo.ark+=13960=t2z32g882	69882	2654
mdp.39015066677785	130910	8424
uc1.32106001996534	133119	8571
hvd.hxj2fv	781489	29360
uiuo.ark+=13960=t7sn0tn1b	62593	3532
uc2.ark+=13960=t4jm24q6s	41904	2455
uiuo.ark+=13960=t3xs68f29	36800	608
uiuo.ark+=13960=t4sj1vq72	67870	1383
osu.32435012603239	187730	9765
uc1.$b248179	14048	499
uc1.$b287373	76176	5317
mdp.39015005607828	152523	7969
uiuo.ark+=13960=t1bk20h2g	65952	2362
inu.32000009559560	82904	4326
uiuo.ark+=13960=t4dn4t070	35366	681
osu.32435010203289	95584	5261
uc1.b3607831	145612	8035
mdp.39015053774322	83077	4291
mdp.39015005593879	43320	2649
njp.32101066122126	63555	2406
umn.319510008901568	64479	4238
uiuo.ark+=13960=t96692w8z	62086	1860
uiuo.ark+=13960=t7br94x31	84689	3228
uiuo.ark+=13960=t7sn0v67t	70465	2066
uc1.b3325304	93429	4466
njp.32101032329045	44117	834
mdp.39015059204787	114939	8348
uiuo.ark+=13960=t3xs6cp6m	31811	674
wu.89099258352	63447	3329
mdp.39015029554261	154742	9201
uc2.ark+=13960=t8tb19n0h	69877	4415
uc1.b3048114	270496	9917
uc1.b4091099	82596	6104
pst.000022172372	111234	6831
mdp.39015030699642	97425	5580
uiuo.ark+=13960=t6vx10k7w	33437	887
uc2.ark+=13960=t1kh0h31j	44484	2224
nyp.33433006640944	24023	1412
nyp.33433076068950	74160	4214
mdp.39015016445978	151107	7568
uc1.b4948945	100877	4712
mdp.39015063959889	92016	6989
mdp.39015063992492	68597	1494
nyp.33433075769079	123125	4199
njp.32101066458140	84902	2738
mdp.39015062213007	61266	2565
inu.30000124732995	74604	3515
mdp.39015059417959	205478	9497
uiuo.ark+=13960=t1tf05388	50541	1044
mdp.39015025926380	25695	1598
mdp.39015063964376	85567	3407
uc1.$b63994	99455	4004
uc1.$b103853	136902	8291
nnc1.1000018538	84994	2890
uiuo.ark+=13960=t1jh3z86d	68757	2238
uc2.ark+=13960=t3bz66b13	45249	2487
uc2.ark+=13960=t84j0hc8r	33627	667
uc1.$b474117	71071	5694
mdp.39015029146803	125588	5738
uiuo.ark+=13960=t6737442q	86000	1441
mdp.39015056479358	131181	8564
mdp.39015042554041	56140	3531
wu.89099781411	74521	4333
nnc1.1002268442	90933	1932
nyp.33433074940614	79102	3098
mdp.39015004990050	58298	3925
nc01.ark+=13960=t1gj09x17	134606	6480
njp.32101067631109	302522	10044
uc2.ark+=13960=t4hm57h5p	140790	5150
mdp.39015079149517	151312	10020
mdp.39015009355689	83543	5364
nyp.33433076022346	94663	5372
uc1.b3327330	48274	1710
uc2.ark+=13960=t45q4sn45	134499	5522
hvd.32044014245443	1082489	22379
njp.32101067178184	99442	3934
uc2.ark+=13960=t6h12x81f	72350	2531
mdp.39015055945185	537411	21601
mdp.39015080862744	93006	6262
inu.30000045131764	47714	3058
coo.31924013521764	88915	3671
yale.39002030972138	8451	598
njp.32101065705137	213533	10860
uc2.ark+=13960=t2j679w88	157921	7703
uc1.$b15215	34191	2733
inu.30000042740146	154870	7382
nyp.33433075751622	100374	3847
uiuo.ark+=13960=t33206z84	67220	1698
uc1.$b730055	106548	5076
uc2.ark+=13960=t15m62k0j	120301	4849
uc1.$b251508	146557	8456
uiuo.ark+=13960=t8hd8jz8v	58922	923
nyp.33433074837331	137273	6316
nyp.33433076027006	48675	1934
mdp.39015059412992	120363	5746
nyp.33433061753012	158437	8036
mdp.39015002705260	76756	4893
uiuo.ark+=13960=t7mp5kr2z	47394	1820
uiuo.ark+=13960=t04x6dh7p	6959	520
mdp.39015058807549	163579	11374
uc2.ark+=13960=t7dr2q88x	56084	3651
uc1.$b703967	62053	3399
uiuo.ark+=13960=t6xw5202g	68253	1890
mdp.39015037822650	90688	6481
nyp.33433074929765	209979	8543
mdp.39015029242024	155799	6080
uiuo.ark+=13960=t3jw91227	51761	2436
hvd.hwspyj	42436	1336
mdp.39076006981612	54617	4674
uc1.$b105430	69749	3926
nyp.33433075763684	109442	4864
mdp.39015050487779	116321	8077
nc01.ark+=13960=t2p565t87	65605	3102
uc1.b3123829	99342	2516
uc2.ark+=13960=t21c1w684	98538	4205
uc2.ark+=13960=t6zw1ck14	95699	5036
uiuo.ark+=13960=t7np2j06s	67589	1743
mdp.39015041650410	44217	2450
mdp.39015048883675	83467	4520
uc1.$b236200	95135	6349
uva.x000468330	133618	3632
mdp.39015063942786	73969	3960
hvd.32044097914220	98659	3425
uc1.31175034928476	166817	10920
pst.000025651935	424486	24332
uiuo.ark+=13960=t3hx1r852	81334	2368
uc2.ark+=13960=t2p55g671	72490	2065
mdp.39015063975745	75838	3814
uc1.$b181891	9030	685
njp.32101047683477	50436	3468
njp.32101065708693	109031	5327
uva.x030748828	148174	8603
uiuo.ark+=13960=t5v702v0c	32542	740
uc1.b3710877	80225	4521
mdp.39015048899929	103706	5491
uc1.$b244084	142879	11595
hvd.hnnzn9	78903	1644
uiuo.ark+=13960=t2697sn9b	53975	2321
uc1.b4451814	134683	7645
uiuo.ark+=13960=t4sj2464k	67982	2658
hvd.hn6lkm	37234	40
uiuo.ark+=13960=t5bc4m870	89705	3547
mdp.39015059159650	130300	7836
uc1.32106006836651	90156	5017
nyp.33433066652649	206497	6540
mdp.39015058708945	270467	14256
mdp.39015019395782	99375	6567
njp.32101065190488	80113	6173
mdp.39015014860459	91132	8175
mdp.39015007047585	98298	6354
inu.39000005897868	29722	2145
mdp.39015030848900	62567	3241
uc2.ark+=13960=t95719c5p	66570	4075
inu.39000004065236	75633	3700
hvd.hn2ghf	32058	903
nyp.33433075754642	63304	1505
uc2.ark+=13960=t3pv6bn87	48493	816
uc1.b4432485	238075	15692
umn.319510020490650	130589	9568
mdp.39015029398388	23106	1421
pst.000005756322	23810	960
njp.32101064789710	140476	8234
uc1.$b105427	116989	5489
nyp.33433082345905	67407	3082
nyp.33433074876255	98576	2186
mdp.39015080474425	6092	261
uc2.ark+=13960=t7kp7zc3h	88726	3150
nyp.33433082222088	640390	17230
mdp.39015002243486	111350	7849
