docid	allwords	stanfordwords
inu.30000010414385	10267	654
mdp.39015005003499	87188	5555
uiuo.ark+=13960=t3qv3sr65	57640	929
uc1.b4392661	162002	6611
uc1.$b56745	124914	5560
uc1.$b404102	124606	8741
mdp.39015040571328	114581	6932
mdp.39015077145541	112240	8751
mdp.39015018519523	26043	2251
uc1.$b287480	22870	463
mdp.39015028390121	126802	3585
uiuo.ark+=13960=t2b85x205	42225	1073
uc1.$b323021	89351	7673
uiuo.ark+=13960=t6rx9x944	70476	3204
nyp.33433066655733	252006	9406
mdp.39015059423064	36761	1569
uc1.b4104109	181753	5776
mdp.39015014538360	26631	1213
uiuo.ark+=13960=t58d0m350	71505	1993
uiuo.ark+=13960=t46q2jv9x	47785	2067
mdp.39015025280705	193615	14873
uiuo.ark+=13960=t54f2dt68	100978	4570
uiuo.ark+=13960=t5k93g516	88703	2119
uc1.b3295282	68276	5518
hvd.hxkelx	72423	1517
inu.30000107396149	20443	1202
mdp.39015059404007	294783	12944
uc2.ark+=13960=t4pk09h5t	206316	11744
uiuo.ark+=13960=t56d67620	101076	1267
njp.32101068176690	57498	1549
hvd.hwjw3g	67723	2018
mdp.39015028917642	54785	2278
uc2.ark+=13960=t37082q9d	49993	2277
hvd.hwiwh6	189922	5657
uc1.b4439362	2034	126
uiuo.ark+=13960=t5q81zv8g	65202	1880
mdp.39015016414438	151218	6244
uiuo.ark+=13960=t2z32gn5j	53158	858
uiuo.ark+=13960=t8df7873r	70724	2366
nyp.33433082297213	24678	979
nyp.33433074859947	24470	804
njp.32101066381979	113777	4415
uiuo.ark+=13960=t80k2nk22	99374	2705
uc1.b4104441	164791	6557
uva.x030788126	63141	2579
mdp.39015027551335	62915	4351
uiuo.ark+=13960=t1bk20n9n	68695	1474
dul1.ark+=13960=t3126tf0n	86000	3169
nyp.33433074870720	61033	4549
mdp.39015014398153	201103	8319
osu.32435066780131	65647	4294
nnc1.1002220156	200131	8768
nyp.33433069339749	97934	77
mdp.39015050558405	99025	4536
uc1.31158005355168	69337	3675
uiuo.ark+=13960=t08w42q2z	57394	1871
mdp.39015051353996	43320	2137
nyp.33433081938411	68345	2739
coo.31924013535061	87889	2781
nyp.33433076029788	76291	2661
mdp.39015063544467	137084	8977
uc1.$b137477	62782	5528
njp.32101067632651	139714	3938
mdp.39015073749023	127579	3276
mdp.39015055478666	105687	7993
mdp.39015004847714	139413	4435
njp.32101066597434	64564	3235
uc1.32106001624003	112782	6222
nyp.33433076022254	179388	7817
nyp.33433074814975	6890	363
njp.32101038171995	18789	382
uc1.b2832376	164280	9912
mdp.39015057013693	49998	2900
uc1.$b56572	290535	20576
njp.32101075727980	95836	1416
uiuo.ark+=13960=t1vd7jt2z	55759	1021
loc.ark+=13960=t3jw97s1n	30660	1037
mdp.39015072819769	100889	4104
mdp.39015063933249	102361	6335
wu.89098017973	77764	3965
uc2.ark+=13960=t12n5208t	102809	4171
nyp.33433074865290	28683	648
njp.32101068163326	142124	4629
hvd.32044080933450	98762	2362
mdp.39015000550791	112474	4749
nyp.33433074927751	81392	1846
uiuo.ark+=13960=t2b85z60c	54486	1487
wu.89087921466	67296	2660
nyp.33433082284526	77983	3195
nyp.33433074855184	70184	2473
uc2.ark+=13960=t2g739p3c	77831	4955
uiuo.ark+=13960=t63495d32	76388	2915
mdp.39015040642939	71150	4081
mdp.39015051324393	63720	5007
njp.32101067640787	65678	1707
hvd.32044009812777	29847	1516
nyp.33433069247322	23826	794
uc1.$b63766	164946	12697
inu.30000107494209	81461	4839
mdp.39015005422327	368775	19895
uc2.ark+=13960=t3707zj06	159417	5249
njp.32101067630648	62147	1998
uc1.$b470336	83133	5426
uc2.ark+=13960=t47p90s15	62356	1365
uiuo.ark+=13960=t8bg39w1x	46736	1154
inu.30000077060451	24324	939
uva.x000099740	75960	1593
pst.000020798543	124717	8132
uc2.ark+=13960=t1ng4gw8m	104534	6218
loc.ark+=13960=t0js9z72s	144145	8217
nyp.33433076045248	120852	6482
uiuo.ark+=13960=t66403x8w	57319	1406
uc2.ark+=13960=t02z13c32	184004	8603
mdp.49015002157585	85960	4319
uiuo.ark+=13960=t83j40690	71999	2954
inu.30000110594508	80958	5875
nyp.33433081852992	119103	7406
pst.000018705881	89484	3948
mdp.39015019723181	66796	4183
uc1.32106000446028	99088	7337
mdp.39015030727955	117729	6465
njp.32101064721549	128649	6568
mdp.39015060059204	116023	5036
mdp.39015008571294	118488	4286
mdp.39015011514570	288119	20156
mdp.39015063946209	132419	7531
nyp.33433069241317	134071	4455
nyp.33433074879515	129758	6565
inu.30000055877900	154313	6234
mdp.39015000544919	108242	8933
uc2.ark+=13960=t87h1f980	42895	1733
uc1.b4463806	62565	5048
uc2.ark+=13960=t9z030p6z	77874	3527
dul1.ark+=13960=t3zs3df24	107501	4410
loc.ark+=13960=t2z329j73	47113	2992
uiuo.ark+=13960=t45q5ks5b	63315	1253
mdp.39015001980435	60308	3690
mdp.39015050326985	112218	6332
uiuo.ark+=13960=t2891v87m	74942	3702
uc2.ark+=13960=t78s4p26q	134144	5942
mdp.39015065858527	63963	3832
wu.89098024177	91315	4287
uc2.ark+=13960=t3dz04t5t	109575	4439
mdp.39015080888038	70057	4630
uc1.b3321364	168431	4567
mdp.39015039714467	101212	4309
uc1.b3322471	74651	2007
uc1.b2796042	49401	1434
uc2.ark+=13960=t6vx0f650	71934	5184
mdp.39015017697734	49483	1995
uc2.ark+=13960=t9r20td03	45218	2225
mdp.39015050727299	102680	7727
njp.32101064791153	70534	2580
mdp.39015000630163	51355	1863
njp.32101068163789	34762	747
mdp.39015004311570	96311	8058
mdp.39015001034399	110196	4582
mdp.39015038148683	88088	6477
nyp.33433067294755	99576	2033
mdp.39015019374266	63727	3772
uc1.b3322034	44109	1968
mdp.39015061160530	146964	10631
hvd.rsmd2m	165568	3527
mdp.39015063963816	107298	3840
osu.32435017977026	100720	7284
uc1.$b266926	48619	1984
uc1.b4104064	29899	2240
uc1.$b87049	92423	6686
mdp.49015000298159	129613	7592
uiuo.ark+=13960=t6c25g95p	68863	2642
uc2.ark+=13960=t5j964t2w	56349	1806
wu.89099302457	128424	10063
mdp.39015005729267	44531	2366
hvd.hnspmy	74047	2172
nyp.33433074969340	54886	2949
nyp.33433075765705	77655	3912
mdp.39015054108751	252605	14982
nyp.33433082290986	30197	1664
mdp.39015065444757	94508	2280
mdp.39015060667444	116026	6486
uc2.ark+=13960=t3bz61h8n	151160	6812
uc1.b4102375	150665	7483
uc1.b3336971	97811	5143
pst.000012691623	63125	6125
uc2.ark+=13960=t7hq3sp07	78429	4694
mdp.39015055805496	70161	3894
uc1.32106006704339	128050	11729
nyp.33433074924436	74971	2313
mdp.39015020921808	192924	14832
uiuo.ark+=13960=t36119k7x	65097	2714
mdp.39015019864969	102894	7224
uc1.$b63774	105893	7524
uiug.30112104348153	18229	487
nyp.33433075772669	139180	7382
uc1.b3553822	7347	145
uc1.$b182926	70985	1473
uc1.b4381884	62083	4101
nnc1.0315131394	42818	1500
uiuo.ark+=13960=t4gm8vk7t	81352	4560
nyp.33433074921069	33706	2114
mdp.39015063938685	224758	5414
uc1.$b101592	138100	12811
nyp.33433076018294	103801	3795
hvd.hwe3lv	122833	3638
mdp.39015012363308	59933	1955
pst.000047317420	102760	5516
uiuo.ark+=13960=t29898z05	4462	147
nyp.33433076022676	70154	2315
nyp.33433074951975	73200	1765
uc2.ark+=13960=t7zk57871	98730	3657
pst.000029585403	106269	7169
mdp.39015038419779	18259	1310
uc1.$b249229	74062	3631
nyp.33433074880901	123340	6131
uc2.ark+=13960=t81j9b246	169878	4684
mdp.39015059423916	86831	5084
uc2.ark+=13960=t19k4bc1s	63459	1199
uva.x030743258	73625	4185
uiuo.ark+=13960=t4fn1v66s	59626	2327
pst.000007746598	107358	8076
mdp.39015010768078	23569	1919
hvd.hxj2ez	845764	26919
nyp.33433074910278	75303	1130
nyp.33433075766737	74069	3523
uc2.ark+=13960=t56d5rj0b	123957	7602
mdp.39015016986682	47885	2543
mdp.39015051149659	69041	6346
nyp.33433076078256	235739	9830
mdp.39015050483042	163229	10488
uc1.$b101980	64734	7300
uc2.ark+=13960=t48p5x45j	92052	7312
nnc1.1000448850	57158	2248
uiuo.ark+=13960=t0bv8450f	59127	2022
nyp.33433075735021	90358	2977
uiuo.ark+=13960=t0ms43c1g	66584	1550
inu.30000035052244	84299	5065
uiuo.ark+=13960=t00z7pq4q	46077	1793
uiuo.ark+=13960=t49p3jr9j	56341	2062
uc1.b4951772	135828	5962
njp.32101068171212	76349	2728
uc1.b4355423	146813	7524
uc2.ark+=13960=t2k64ct5x	54061	1940
mdp.39015003345900	84958	5276
uc1.b4361989	67699	3973
uc1.$b146870	88223	4826
uc1.b3507752	696508	20056
mdp.39015030039468	136279	8137
uiuo.ark+=13960=t3cz3x62n	82855	2596
pst.000031955812	104232	5053
nyp.33433076021645	147071	9620
mdp.39015000627490	62042	4598
nyp.33433074895958	144631	7085
uc2.ark+=13960=t7br8pf4g	129224	10620
hvd.32044086801834	63057	2471
njp.32101013133515	46481	807
uiuo.ark+=13960=t4cn7rv19	30390	794
mdp.39015063025087	115811	4427
uc1.b3325678	51253	1357
mdp.39015018605686	66231	4425
mdp.39015049544409	116908	11229
inu.30000064046976	35265	1614
mdp.39015039922623	60857	3740
mdp.39015057659503	92118	6514
uc1.32106015834119	164079	7317
inu.39000003617599	54394	2694
nyp.33433074926241	64895	1005
mdp.39015066186332	77603	4002
nyp.33433081989703	71883	3047
pst.000009221963	180760	7186
njp.32101068169752	49054	1306
uiuo.ark+=13960=t1pg28m9k	40051	2603
loc.ark+=13960=t4wh36v99	32996	1733
mdp.39015024863584	15281	1066
mdp.39015030111077	95238	5606
uva.x002122780	93696	5808
uc1.b3324267	56556	2305
uiuo.ark+=13960=t12n5sm4n	70405	3204
mdp.39015025186779	36766	1925
mdp.39015073480777	167643	7364
umn.31951000888300t	6478	438
mdp.39015063837564	48264	2576
mdp.39015046394428	88044	8401
njp.32101067173003	129540	3534
mdp.39015020740687	360038	24928
uiuo.ark+=13960=t13n2j187	51693	1983
mdp.39015064116265	101560	4805
nyp.33433074810908	119093	4934
uc1.31158000564988	67683	4605
mdp.39015057226311	483754	16183
uc1.$b496835	142265	9161
uc2.ark+=13960=t79s1sv30	58616	3135
uc1.b4384819	67877	4207
uc1.b4041084	109653	5353
uc1.32106007793463	104163	4044
uc2.ark+=13960=t4zg6h95b	41022	1694
uc1.b3325125	78139	3665
nyp.33433074864665	52431	2823
wu.89062201041	164796	12439
uc1.32106010481312	118655	10976
uc2.ark+=13960=t6g15w87r	76201	3126
mdp.39015065555511	122505	5941
nyp.33433076055486	767975	26504
uc1.32106005205981	88559	5468
njp.32101033289859	144513	4565
nnc1.1002356538	39977	1133
mdp.39015016424155	44723	869
nyp.33433074955448	49333	1483
uc1.$b85964	150427	7384
uc1.b4361894	78025	4586
mdp.39015009200117	52839	3170
nyp.33433074864178	74742	1284
mdp.39015059433006	104974	4739
nyp.33433067286959	89235	5310
uc1.$b105597	136613	8180
nyp.33433076065501	219585	8469
uc1.32106009933943	103015	6538
njp.32101065863092	31789	963
uc2.ark+=13960=t8w952218	63687	4462
njp.32101064626425	141425	4482
njp.32101066458215	260663	10844
pst.000045746857	102031	4502
njp.32101064794389	170857	6592
uc1.$b105875	141562	12033
inu.30000110580952	156913	9831
nyp.33433075765176	56055	2163
uc2.ark+=13960=t28911x0t	97732	4658
mdp.39015050141590	32188	2111
mdp.39015049973947	67946	5201
uc1.b3466135	66118	4219
inu.32000014442067	64125	3175
uiuo.ark+=13960=t3tt55j0g	130211	4635
hvd.32044086798857	85022	2542
uc1.$b681909	79029	4452
uc1.$b104405	93883	6470
mdp.39015063945508	151155	7726
uc1.b4439355	95835	8071
uc1.31822027130145	113345	5940
njp.32101037604772	37705	1113
wu.89077140804	28398	1132
mdp.39015042010309	60802	5170
uc1.b3170103	104553	5412
uc2.ark+=13960=t2s46nz30	180412	4414
uc1.32106018997434	115363	8029
mdp.39015066063937	155815	8149
mdp.39015059389943	148988	8693
uc2.ark+=13960=t4gm8939w	108885	5348
uc1.32106011619290	53604	3787
nc01.ark+=13960=t0bv8m80k	57448	4126
pst.000006711108	80638	1946
uiuo.ark+=13960=t86h5706q	90425	2638
uc2.ark+=13960=t11n8091g	89986	6182
hvd.32044004799219	222738	6489
nyp.33433076066939	46107	1153
mdp.39015037756031	80259	5264
wu.89098017916	209359	7463
uc2.ark+=13960=t5w669q8k	50515	2791
uiuo.ark+=13960=t6154xz35	46256	1093
uiuo.ark+=13960=t9280xx79	54318	2761
uc1.32106009609949	68018	4786
uiuo.ark+=13960=t9p27d018	49579	2405
nyp.33433082300280	96461	5961
uc1.b4353938	194155	13178
mdp.39015011559971	71631	4031
mdp.39015003930669	172121	9933
mdp.39015003676460	71010	3350
nyp.33433034410963	174628	8079
uiuo.ark+=13960=t9571sn90	32873	1593
njp.32101063600819	59637	1535
mdp.39015021714012	79625	4104
njp.32101066109917	72136	5067
nyp.33433076062334	192146	6617
nyp.33433081997516	263350	7355
mdp.39015063915493	63500	3330
nyp.33433075873715	115607	2816
uc2.ark+=13960=t53f4p02b	174645	8159
hvd.hwjw3i	72582	2540
dul1.ark+=13960=t6c25nm87	41802	868
nyp.33433082296157	29566	847
uc2.ark+=13960=t2r49ht5b	95285	3661
njp.32101065603001	57502	1917
uc2.ark+=13960=t3vt1hq0n	69391	2884
uc1.$b809241	148599	7220
uiuo.ark+=13960=t9z03qj2x	59977	2157
mdp.39015016732102	140149	7236
uc1.b3460299	17441	1093
njp.32101066591742	36124	1035
uc1.b4588945	66622	4957
mdp.39015039792554	58194	2201
uc2.ark+=13960=t5k933b88	77787	2900
uiuo.ark+=13960=t6sx6jk7s	38393	1134
wu.89098879935	39292	3222
mdp.39015022067816	90179	5455
wu.89098860778	187755	7438
mdp.39015056287512	132524	8559
nyp.33433075752224	57571	3219
wu.89098868185	86427	4965
inu.39000001112445	45824	3052
uc1.$b252040	117799	7198
nyp.33433075728604	92956	4848
inu.30000112128651	96432	4518
mdp.39015030948247	62911	3165
nyp.33433082531827	50366	2085
nyp.33433075861728	110801	4665
uc2.ark+=13960=t5bc3xz0x	121359	5182
nyp.33433067293880	215772	6361
uc1.$b534058	150444	6583
njp.32101062081037	64744	2922
inu.30000004013144	75264	4279
hvd.hnp4pz	241230	5695
uva.x030581128	91038	3985
mdp.39015010757964	93337	7645
mdp.39015063914355	93533	3933
njp.32101064710914	55203	1704
uc1.$b662894	76525	5261
uiuo.ark+=13960=t77s8c83f	56040	2826
mdp.39015032933502	50858	2423
inu.30000026037832	97843	4381
hvd.hn3n5m	210728	7072
uc1.$b318498	70059	5309
mdp.39015008687637	84170	4835
uiuo.ark+=13960=t6xw5180p	62412	4012
mdp.39015010684937	42537	3202
nyp.33433074859764	159724	8567
nyp.33433074867163	188654	7617
uiuo.ark+=13960=t3xs6cn46	216056	8401
uiuo.ark+=13960=t10p1n63b	55459	2473
mdp.39015002725656	173662	11568
uc1.$b312438	95535	4903
mdp.39015063925013	66277	1521
uiuo.ark+=13960=t16m3rx1z	65997	1695
mdp.39015063573060	74935	2520
nyp.33433074911581	60093	949
mdp.39015055900172	74049	5588
nyp.33433084129984	92683	4302
hvd.hn5dj1	1622	49
uc1.$b106417	133996	6990
uc2.ark+=13960=t6nz8711v	115774	5898
coo.31924013204718	66337	2827
nyp.33433074921101	197261	9095
njp.32101063604563	14926	419
mdp.39076002787351	53847	3483
uc1.b4363708	86644	5796
mdp.39015063947256	99797	4141
mdp.39015031309894	82090	4028
dul1.ark+=13960=t7rn3x266	58346	2030
nyp.33433074888862	97478	1985
mdp.39015063092467	33819	1889
uc2.ark+=13960=t78s4m942	123595	5601
njp.32101067630218	59510	2159
mdp.49015000587163	195139	12433
uiuo.ark+=13960=t3nv9vv41	85298	4401
mdp.39015005871846	114467	7195
uc1.b4218035	54663	2433
loc.ark+=13960=t3rv0tr58	58758	1283
uc1.$b119856	38869	2174
mdp.39015058691281	114531	4870
nyp.33433074880802	185804	6833
nyp.33433075861413	56928	2360
uc2.ark+=13960=t4dn41w6n	90265	3838
umn.31951002079614b	81530	5628
mdp.39015015472114	34643	2585
mdp.39015000219561	142719	6570
mdp.39015019851974	109767	7361
uc1.b3148398	75759	3477
uiuo.ark+=13960=t6c25fv7d	70927	2502
wu.89090070707	8731	532
njp.32101065704312	91150	4902
uiuo.ark+=13960=t1jh3ts50	75718	2607
nnc1.1002281244	189400	7340
uc1.$b254058	165659	9420
uc1.b3796907	166175	8845
mdp.39076005013839	223352	6668
uc1.b3767284	70483	3410
uiuo.ark+=13960=t3qv4352q	61248	1224
uc2.ark+=13960=t1ng4jr18	22520	1777
nyp.33433074889829	140517	3256
uc1.$b259847	46911	2319
mdp.39015017460372	158916	10025
mdp.39015013130003	43022	2533
njp.32101073253682	142946	5904
uc1.b4020431	67346	3189
nyp.33433075736870	78283	2860
mdp.39015029900688	130946	10050
uc2.ark+=13960=t7fq9vb7m	374267	13106
nyp.33433067292569	238782	8750
njp.32101066755057	72401	1465
uc1.$b111291	37950	3048
mdp.39015053114891	159809	11874
nyp.33433074927561	113235	3694
uiuo.ark+=13960=t7qn6s33c	49758	1490
nyp.33433076021819	84556	4548
uiuo.ark+=13960=t39z9w75s	43374	1220
mdp.39015013470565	59330	3298
nyp.33433014569457	79542	2657
uc2.ark+=13960=t7cr5nx2j	12153	860
uc1.b4098261	38031	2371
coo.31924013926278		
mdp.39015049742607	50737	3146
mdp.39015019187809	41628	3121
mdp.39015016452453	104639	7506
mdp.49015001330217	247892	15292
nnc1.0315059251	13591	502
mdp.39015050155806	100826	7917
uc2.ark+=13960=t7qn60w4n	143728	6328
uiuo.ark+=13960=t5w66vw4h	71132	2132
mdp.39015080879938	103581	6455
njp.32101079836654	59705	2324
nyp.33433074871561	46728	2800
uc1.$b162834	74745	5858
nyp.33433074835434	68216	2898
nyp.33433066579420	79413	124
uc1.b3751296	85650	4687
uc1.b3688166	139791	11327
uiuo.ark+=13960=t0cv5377g	62553	2520
uc2.ark+=13960=t7fq9rm4h	26160	1234
uc1.$b244080	81190	6519
nyp.33433082547609	141512	6649
mdp.39015016450325	80540	5034
mdp.39015003740944	636865	37299
nnc1.1002318440	131251	6167
uc1.b4439664	56026	3911
njp.32101067706976	364838	18909
nyp.33433082296223	91444	3375
hvd.32044024346314	6409	192
mdp.39015063955564	45340	1380
uc1.b4089070	90597	5809
nyp.33433075814842	61389	1114
mdp.39015028549890	92729	6077
mdp.39015054016459	500135	39338
mdp.39015014331725	37026	908
uc1.$b87044	127891	5414
uva.x030736355	44342	1618
nnc1.1002155460	87949	5354
nyp.33433074851936	78148	4943
njp.32101067647816	75105	3409
uiuo.ark+=13960=t0ht34n1h	48211	1103
uc1.$b87086	132611	10065
nnc1.1002356589	37510	1056
uva.x030750899	173095	9063
mdp.39015029529800	39114	2946
mdp.39015062381705	126282	1973
hvd.hwadc1	105793	3297
uc1.b3327249	292228	15549
uc1.32106018627064	61458	4673
uc1.b3835558	91379	8400
uc1.$b101743	159743	8777
pst.000005476473	62251	3904
nyp.33433074961859	45992	1586
uiuo.ark+=13960=t25b0gf8t	34169	1584
uc1.b3454992	119949	8645
nyp.33433076065683	68196	2142
osu.32435066781501	74119	3528
uiuo.ark+=13960=t8qc0hz1j	71683	3923
uc2.ark+=13960=t6833p87b	71241	5869
inu.30000114306446	157162	8603
mdp.39015034034556	79614	7206
mdp.39015000540933	79959	7835
uc1.b4973186	84742	4813
pst.000046236876	3143	194
njp.32101068175213	171115	7599
coo.31924105504561		
nyp.33433075968358	66309	2436
uc1.$b115461	62430	4789
mdp.39015019607376	66751	4120
nnc1.0035531827	144533	5716
inu.30000116117148	184321	8508
uiuo.ark+=13960=t07w70x4m	65291	2802
inu.30000111224493	66031	3297
osu.32435000204768	90875	3879
uc1.b3321865	51372	1265
mdp.39015063935962	156341	8015
mdp.39015063945680	111843	5197
nyp.33433082528005	7014	602
mdp.39015047114585	83412	5416
uiuo.ark+=13960=t06w9mh7k	74671	2325
mdp.39076001126809	81739	3874
nyp.33433067379978	85545	1955
mdp.39015059976020	128535	10284
